"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2021-05-09,"40-49yrs",716297,59391,0,0,1855340,.3861,.0320,.0000
2021-05-09,"50-59yrs",1017650,71797,0,0,2019276,.5040,.0356,.0000
2021-05-09,"60-69yrs",1419296,78200,0,0,1813493,.7826,.0431,.0000
2021-05-09,"70-79yrs",1112395,54969,0,0,1181151,.9418,.0465,.0000
2021-05-09,"80+",761295,118848,0,0,674976,.9999,.1761,.0000
2021-05-09,"Adults_18plus",5946184,487065,0,0,12076175,.4924,.0403,.0000
2021-05-09,"Ontario_12plus",5946753,487115,0,0,13038032,.4561,.0374,.0000
2021-05-09,"Undisclosed_or_missing",156,30,0,0,0,.0000,.0000,.0000
2021-05-10,"12-17yrs",629,57,0,0,961857,.0007,.0001,.0000
2021-05-10,"18-29yrs",421393,42349,0,0,2454802,.1717,.0173,.0000
2021-05-10,"30-39yrs",543851,62014,0,0,2077137,.2618,.0299,.0000
2021-05-10,"40-49yrs",734437,59591,0,0,1855340,.3959,.0321,.0000
2021-05-10,"50-59yrs",1037286,72086,0,0,2019276,.5137,.0357,.0000
2021-05-10,"60-69yrs",1428414,78614,0,0,1813493,.7877,.0433,.0000
2021-05-10,"70-79yrs",1114590,55272,0,0,1181151,.9436,.0468,.0000
2021-05-10,"80+",761791,118950,0,0,674976,.9999,.1762,.0000
2021-05-10,"Adults_18plus",6041762,488876,0,0,12076175,.5003,.0405,.0000
2021-05-10,"Ontario_12plus",6042391,488933,0,0,13038032,.4634,.0375,.0000
2021-05-10,"Undisclosed_or_missing",156,30,0,0,0,.0000,.0000,.0000
2021-05-11,"12-17yrs",681,58,0,0,961857,.0007,.0001,.0000
2021-05-11,"18-29yrs",446431,42879,0,0,2454802,.1819,.0175,.0000
2021-05-11,"30-39yrs",569818,62619,0,0,2077137,.2743,.0301,.0000
2021-05-11,"40-49yrs",753824,60182,0,0,1855340,.4063,.0324,.0000
2021-05-11,"50-59yrs",1058233,72831,0,0,2019276,.5241,.0361,.0000
2021-05-11,"60-69yrs",1441207,79465,0,0,1813493,.7947,.0438,.0000
2021-05-11,"70-79yrs",1118230,55997,0,0,1181151,.9467,.0474,.0000
2021-05-11,"80+",762628,119329,0,0,674976,.9999,.1768,.0000
2021-05-11,"Adults_18plus",6150371,493302,0,0,12076175,.5093,.0408,.0000
2021-05-11,"Ontario_12plus",6151052,493360,0,0,13038032,.4718,.0378,.0000
2021-05-11,"Undisclosed_or_missing",159,31,0,0,0,.0000,.0000,.0000
2021-05-12,"12-17yrs",730,60,0,0,961857,.0008,.0001,.0000
2021-05-12,"18-29yrs",477843,43751,0,0,2454802,.1947,.0178,.0000
2021-05-12,"30-39yrs",602975,63579,0,0,2077137,.2903,.0306,.0000
2021-05-12,"40-49yrs",779548,61108,0,0,1855340,.4202,.0329,.0000
2021-05-12,"50-59yrs",1084787,73960,0,0,2019276,.5372,.0366,.0000
2021-05-12,"60-69yrs",1456304,80824,0,0,1813493,.8030,.0446,.0000
2021-05-12,"70-79yrs",1122890,57005,0,0,1181151,.9507,.0483,.0000
2021-05-12,"80+",763819,119893,0,0,674976,.9999,.1776,.0000
2021-05-12,"Adults_18plus",6288166,500120,0,0,12076175,.5207,.0414,.0000
2021-05-12,"Ontario_12plus",6288896,500180,0,0,13038032,.4824,.0384,.0000
2021-05-12,"Undisclosed_or_missing",163,32,0,0,0,.0000,.0000,.0000
2021-05-13,"12-17yrs",845,62,0,0,961857,.0009,.0001,.0000
2021-05-13,"18-29yrs",509439,44705,0,0,2454802,.2075,.0182,.0000
2021-05-13,"30-39yrs",635891,64564,0,0,2077137,.3061,.0311,.0000
2021-05-13,"40-49yrs",803575,62114,0,0,1855340,.4331,.0335,.0000
2021-05-13,"50-59yrs",1110776,75270,0,0,2019276,.5501,.0373,.0000
2021-05-13,"60-69yrs",1471007,82169,0,0,1813493,.8111,.0453,.0000
2021-05-13,"70-79yrs",1127562,57969,0,0,1181151,.9546,.0491,.0000
2021-05-13,"80+",764954,120490,0,0,674976,.9999,.1785,.0000
2021-05-13,"Adults_18plus",6423204,507281,0,0,12076175,.5319,.0420,.0000
2021-05-13,"Ontario_12plus",6424049,507343,0,0,13038032,.4927,.0389,.0000
2021-05-13,"Undisclosed_or_missing",164,33,0,0,0,.0000,.0000,.0000
2021-05-14,"12-17yrs",1131,64,0,0,961857,.0012,.0001,.0000
2021-05-14,"18-29yrs",542637,46011,0,0,2454802,.2211,.0187,.0000
2021-05-14,"30-39yrs",670109,66038,0,0,2077137,.3226,.0318,.0000
2021-05-14,"40-49yrs",829597,63686,0,0,1855340,.4471,.0343,.0000
2021-05-14,"50-59yrs",1136800,77054,0,0,2019276,.5630,.0382,.0000
2021-05-14,"60-69yrs",1484544,83940,0,0,1813493,.8186,.0463,.0000
2021-05-14,"70-79yrs",1131826,59234,0,0,1181151,.9582,.0501,.0000
2021-05-14,"80+",766005,121171,0,0,674976,.9999,.1795,.0000
2021-05-14,"Adults_18plus",6561518,517134,0,0,12076175,.5433,.0428,.0000
2021-05-14,"Ontario_12plus",6562649,517198,0,0,13038032,.5033,.0397,.0000
2021-05-14,"Undisclosed_or_missing",166,35,0,0,0,.0000,.0000,.0000
2021-05-15,"12-17yrs",1310,70,0,0,961857,.0014,.0001,.0000
2021-05-15,"18-29yrs",577391,47324,0,0,2454802,.2352,.0193,.0000
2021-05-15,"30-39yrs",707359,67805,0,0,2077137,.3405,.0326,.0000
2021-05-15,"40-49yrs",861066,65276,0,0,1855340,.4641,.0352,.0000
2021-05-15,"50-59yrs",1164894,78884,0,0,2019276,.5769,.0391,.0000
2021-05-15,"60-69yrs",1497389,85667,0,0,1813493,.8257,.0472,.0000
2021-05-15,"70-79yrs",1135734,60295,0,0,1181151,.9615,.0510,.0000
2021-05-15,"80+",767025,121672,0,0,674976,.9999,.1803,.0000
2021-05-15,"Adults_18plus",6710858,526923,0,0,12076175,.5557,.0436,.0000
2021-05-15,"Ontario_12plus",6712168,526993,0,0,13038032,.5148,.0404,.0000
2021-05-15,"Undisclosed_or_missing",166,36,0,0,0,.0000,.0000,.0000
2021-05-16,"12-17yrs",1593,77,0,0,961857,.0017,.0001,.0000
2021-05-16,"18-29yrs",611739,48544,0,0,2454802,.2492,.0198,.0000
2021-05-16,"30-39yrs",741198,69200,0,0,2077137,.3568,.0333,.0000
2021-05-16,"40-49yrs",888679,66592,0,0,1855340,.4790,.0359,.0000
2021-05-16,"50-59yrs",1189295,80364,0,0,2019276,.5890,.0398,.0000
2021-05-16,"60-69yrs",1508984,87019,0,0,1813493,.8321,.0480,.0000
2021-05-16,"70-79yrs",1138850,61156,0,0,1181151,.9642,.0518,.0000
2021-05-16,"80+",767761,122025,0,0,674976,.9999,.1808,.0000
2021-05-16,"Adults_18plus",6846506,534900,0,0,12076175,.5669,.0443,.0000
2021-05-16,"Ontario_12plus",6848099,534977,0,0,13038032,.5252,.0410,.0000
2021-05-16,"Undisclosed_or_missing",170,36,0,0,0,.0000,.0000,.0000
2021-05-17,"12-17yrs",1804,80,0,0,961857,.0019,.0001,.0000
2021-05-17,"18-29yrs",643119,49184,0,0,2454802,.2620,.0200,.0000
2021-05-17,"30-39yrs",770753,69892,0,0,2077137,.3711,.0336,.0000
2021-05-17,"40-49yrs",910615,67301,0,0,1855340,.4908,.0363,.0000
2021-05-17,"50-59yrs",1207950,81147,0,0,2019276,.5982,.0402,.0000
2021-05-17,"60-69yrs",1515676,87622,0,0,1813493,.8358,.0483,.0000
2021-05-17,"70-79yrs",1140654,61504,0,0,1181151,.9657,.0521,.0000
2021-05-17,"80+",768230,122117,0,0,674976,.9999,.1809,.0000
2021-05-17,"Adults_18plus",6956997,538767,0,0,12076175,.5761,.0446,.0000
2021-05-17,"Ontario_12plus",6958801,538847,0,0,13038032,.5337,.0413,.0000
2021-05-17,"Undisclosed_or_missing",170,36,0,0,0,.0000,.0000,.0000
2021-05-18,"12-17yrs",2021,85,0,0,961857,.0021,.0001,.0000
2021-05-18,"18-29yrs",671935,50701,0,0,2454802,.2737,.0207,.0000
2021-05-18,"30-39yrs",795758,71979,0,0,2077137,.3831,.0347,.0000
2021-05-18,"40-49yrs",930652,69358,0,0,1855340,.5016,.0374,.0000
2021-05-18,"50-59yrs",1225470,83384,0,0,2019276,.6069,.0413,.0000
2021-05-18,"60-69yrs",1522056,89301,0,0,1813493,.8393,.0492,.0000
2021-05-18,"70-79yrs",1142462,62226,0,0,1181151,.9672,.0527,.0000
2021-05-18,"80+",768737,122415,0,0,674976,.9999,.1814,.0000
2021-05-18,"Adults_18plus",7057070,549364,0,0,12076175,.5844,.0455,.0000
2021-05-18,"Ontario_12plus",7059091,549449,0,0,13038032,.5414,.0421,.0000
2021-05-18,"Undisclosed_or_missing",173,38,0,0,0,.0000,.0000,.0000
2021-05-19,"12-17yrs",5141,88,0,0,961857,.0053,.0001,.0000
2021-05-19,"18-29yrs",707493,52945,0,0,2454802,.2882,.0216,.0000
2021-05-19,"30-39yrs",826244,74912,0,0,2077137,.3978,.0361,.0000
2021-05-19,"40-49yrs",954930,72371,0,0,1855340,.5147,.0390,.0000
2021-05-19,"50-59yrs",1249938,86705,0,0,2019276,.6190,.0429,.0000
2021-05-19,"60-69yrs",1533401,91974,0,0,1813493,.8456,.0507,.0000
2021-05-19,"70-79yrs",1145741,63573,0,0,1181151,.9700,.0538,.0000
2021-05-19,"80+",769526,123045,0,0,674976,.9999,.1823,.0000
2021-05-19,"Adults_18plus",7187273,565525,0,0,12076175,.5952,.0468,.0000
2021-05-19,"Ontario_12plus",7192414,565613,0,0,13038032,.5516,.0434,.0000
2021-05-19,"Undisclosed_or_missing",176,39,0,0,0,.0000,.0000,.0000
2021-05-20,"12-17yrs",11759,94,0,0,961857,.0122,.0001,.0000
2021-05-20,"18-29yrs",742800,55765,0,0,2454802,.3026,.0227,.0000
2021-05-20,"30-39yrs",856107,78686,0,0,2077137,.4122,.0379,.0000
2021-05-20,"40-49yrs",978824,75930,0,0,1855340,.5276,.0409,.0000
2021-05-20,"50-59yrs",1272801,90782,0,0,2019276,.6303,.0450,.0000
2021-05-20,"60-69yrs",1542961,95102,0,0,1813493,.8508,.0524,.0000
2021-05-20,"70-79yrs",1148271,65158,0,0,1181151,.9722,.0552,.0000
2021-05-20,"80+",770294,123805,0,0,674976,.9999,.1834,.0000
2021-05-20,"Adults_18plus",7312058,585228,0,0,12076175,.6055,.0485,.0000
2021-05-20,"Ontario_12plus",7323817,585322,0,0,13038032,.5617,.0449,.0000
2021-05-20,"Undisclosed_or_missing",177,39,0,0,0,.0000,.0000,.0000
2021-05-21,"12-17yrs",20134,98,0,0,961857,.0209,.0001,.0000
2021-05-21,"18-29yrs",780728,59112,0,0,2454802,.3180,.0241,.0000
2021-05-21,"30-39yrs",888598,83176,0,0,2077137,.4278,.0400,.0000
2021-05-21,"40-49yrs",1004938,80358,0,0,1855340,.5416,.0433,.0000
2021-05-21,"50-59yrs",1296043,95777,0,0,2019276,.6418,.0474,.0000
2021-05-21,"60-69yrs",1552075,99147,0,0,1813493,.8558,.0547,.0000
2021-05-21,"70-79yrs",1150940,67046,0,0,1181151,.9744,.0568,.0000
2021-05-21,"80+",771075,124782,0,0,674976,.9999,.1849,.0000
2021-05-21,"Adults_18plus",7444397,609398,0,0,12076175,.6165,.0505,.0000
2021-05-21,"Ontario_12plus",7464531,609496,0,0,13038032,.5725,.0467,.0000
2021-05-21,"Undisclosed_or_missing",182,39,0,0,0,.0000,.0000,.0000
2021-05-22,"12-17yrs",27514,99,0,0,961857,.0286,.0001,.0000
2021-05-22,"18-29yrs",825792,62712,0,0,2454802,.3364,.0255,.0000
2021-05-22,"30-39yrs",929832,88536,0,0,2077137,.4477,.0426,.0000
2021-05-22,"40-49yrs",1041336,85525,0,0,1855340,.5613,.0461,.0000
2021-05-22,"50-59yrs",1323839,101286,0,0,2019276,.6556,.0502,.0000
2021-05-22,"60-69yrs",1562501,103640,0,0,1813493,.8616,.0571,.0000
2021-05-22,"70-79yrs",1153848,68953,0,0,1181151,.9769,.0584,.0000
2021-05-22,"80+",771934,125640,0,0,674976,.9999,.1861,.0000
2021-05-22,"Adults_18plus",7609082,636292,0,0,12076175,.6301,.0527,.0000
2021-05-22,"Ontario_12plus",7636596,636391,0,0,13038032,.5857,.0488,.0000
2021-05-22,"Undisclosed_or_missing",185,39,0,0,0,.0000,.0000,.0000
2021-05-23,"12-17yrs",34259,101,0,0,961857,.0356,.0001,.0000
2021-05-23,"18-29yrs",864831,64495,0,0,2454802,.3523,.0263,.0000
2021-05-23,"30-39yrs",961329,90708,0,0,2077137,.4628,.0437,.0000
2021-05-23,"40-49yrs",1064640,87814,0,0,1855340,.5738,.0473,.0000
2021-05-23,"50-59yrs",1341290,103806,0,0,2019276,.6642,.0514,.0000
2021-05-23,"60-69yrs",1569519,105575,0,0,1813493,.8655,.0582,.0000
2021-05-23,"70-79yrs",1155643,69997,0,0,1181151,.9784,.0593,.0000
2021-05-23,"80+",772380,126061,0,0,674976,.9999,.1868,.0000
2021-05-23,"Adults_18plus",7729632,648456,0,0,12076175,.6401,.0537,.0000
2021-05-23,"Ontario_12plus",7763891,648557,0,0,13038032,.5955,.0497,.0000
2021-05-23,"Undisclosed_or_missing",187,40,0,0,0,.0000,.0000,.0000
2021-05-24,"12-17yrs",42639,105,0,0,961857,.0443,.0001,.0000
2021-05-24,"18-29yrs",894432,65498,0,0,2454802,.3644,.0267,.0000
2021-05-24,"30-39yrs",983795,92046,0,0,2077137,.4736,.0443,.0000
2021-05-24,"40-49yrs",1079835,89154,0,0,1855340,.5820,.0481,.0000
2021-05-24,"50-59yrs",1353341,105081,0,0,2019276,.6702,.0520,.0000
2021-05-24,"60-69yrs",1573453,106585,0,0,1813493,.8676,.0588,.0000
2021-05-24,"70-79yrs",1156840,70566,0,0,1181151,.9794,.0597,.0000
2021-05-24,"80+",772716,126279,0,0,674976,.9999,.1871,.0000
2021-05-24,"Adults_18plus",7814412,655209,0,0,12076175,.6471,.0543,.0000
2021-05-24,"Ontario_12plus",7857051,655314,0,0,13038032,.6026,.0503,.0000
2021-05-24,"Undisclosed_or_missing",187,40,0,0,0,.0000,.0000,.0000
2021-05-25,"12-17yrs",51957,107,0,0,961857,.0540,.0001,.0000
2021-05-25,"18-29yrs",921530,66626,0,0,2454802,.3754,.0271,.0000
2021-05-25,"30-39yrs",1002366,93341,0,0,2077137,.4826,.0449,.0000
2021-05-25,"40-49yrs",1092239,90509,0,0,1855340,.5887,.0488,.0000
2021-05-25,"50-59yrs",1363930,106541,0,0,2019276,.6755,.0528,.0000
2021-05-25,"60-69yrs",1576886,107800,0,0,1813493,.8695,.0594,.0000
2021-05-25,"70-79yrs",1157957,71132,0,0,1181151,.9804,.0602,.0000
2021-05-25,"80+",773021,126468,0,0,674976,.9999,.1874,.0000
2021-05-25,"Adults_18plus",7887929,662417,0,0,12076175,.6532,.0549,.0000
2021-05-25,"Ontario_12plus",7939886,662524,0,0,13038032,.6090,.0508,.0000
2021-05-25,"Undisclosed_or_missing",189,40,0,0,0,.0000,.0000,.0000
2021-05-26,"12-17yrs",63295,110,0,0,961857,.0658,.0001,.0000
2021-05-26,"18-29yrs",955156,69937,0,0,2454802,.3891,.0285,.0000
2021-05-26,"30-39yrs",1026657,97906,0,0,2077137,.4943,.0471,.0000
2021-05-26,"40-49yrs",1110612,95032,0,0,1855340,.5986,.0512,.0000
2021-05-26,"50-59yrs",1380431,111690,0,0,2019276,.6836,.0553,.0000
2021-05-26,"60-69yrs",1583088,113865,0,0,1813493,.8729,.0628,.0000
2021-05-26,"70-79yrs",1159943,72987,0,0,1181151,.9820,.0618,.0000
2021-05-26,"80+",773547,127435,0,0,674976,.9999,.1888,.0000
2021-05-26,"Adults_18plus",7989434,688852,0,0,12076175,.6616,.0570,.0000
2021-05-26,"Ontario_12plus",8052729,688962,0,0,13038032,.6176,.0528,.0000
2021-05-26,"Undisclosed_or_missing",190,41,0,0,0,.0000,.0000,.0000
2021-05-27,"12-17yrs",76020,113,0,0,961857,.0790,.0001,.0000
2021-05-27,"18-29yrs",993288,73180,0,0,2454802,.4046,.0298,.0000
2021-05-27,"30-39yrs",1054340,102631,0,0,2077137,.5076,.0494,.0000
2021-05-27,"40-49yrs",1130628,99659,0,0,1855340,.6094,.0537,.0000
2021-05-27,"50-59yrs",1396304,116651,0,0,2019276,.6915,.0578,.0000
2021-05-27,"60-69yrs",1589050,122027,0,0,1813493,.8762,.0673,.0000
2021-05-27,"70-79yrs",1161818,74965,0,0,1181151,.9836,.0635,.0000
2021-05-27,"80+",774177,128433,0,0,674976,.9999,.1903,.0000
2021-05-27,"Adults_18plus",8099605,717546,0,0,12076175,.6707,.0594,.0000
2021-05-27,"Ontario_12plus",8175625,717659,0,0,13038032,.6271,.0550,.0000
2021-05-27,"Undisclosed_or_missing",193,44,0,0,0,.0000,.0000,.0000
2021-05-28,"12-17yrs",88499,115,0,0,961857,.0920,.0001,.0000
2021-05-28,"18-29yrs",1032454,76673,0,0,2454802,.4206,.0312,.0000
2021-05-28,"30-39yrs",1084150,107571,0,0,2077137,.5219,.0518,.0000
2021-05-28,"40-49yrs",1153220,104929,0,0,1855340,.6216,.0566,.0000
2021-05-28,"50-59yrs",1413548,122097,0,0,2019276,.7000,.0605,.0000
2021-05-28,"60-69yrs",1596603,130478,0,0,1813493,.8804,.0719,.0000
2021-05-28,"70-79yrs",1164316,77184,0,0,1181151,.9857,.0653,.0000
2021-05-28,"80+",774982,129801,0,0,674976,.9999,.1923,.0000
2021-05-28,"Adults_18plus",8219273,748733,0,0,12076175,.6806,.0620,.0000
2021-05-28,"Ontario_12plus",8307772,748848,0,0,13038032,.6372,.0574,.0000
2021-05-28,"Undisclosed_or_missing",198,47,0,0,0,.0000,.0000,.0000
2021-05-29,"12-17yrs",98711,122,0,0,961857,.1026,.0001,.0000
2021-05-29,"18-29yrs",1066415,80393,0,0,2454802,.4344,.0327,.0000
2021-05-29,"30-39yrs",1112312,112861,0,0,2077137,.5355,.0543,.0000
2021-05-29,"40-49yrs",1173613,110151,0,0,1855340,.6326,.0594,.0000
2021-05-29,"50-59yrs",1429110,127765,0,0,2019276,.7077,.0633,.0000
2021-05-29,"60-69yrs",1602793,142841,0,0,1813493,.8838,.0788,.0000
2021-05-29,"70-79yrs",1166142,79466,0,0,1181151,.9873,.0673,.0000
2021-05-29,"80+",775667,131221,0,0,674976,.9999,.1944,.0000
2021-05-29,"Adults_18plus",8326052,784698,0,0,12076175,.6895,.0650,.0000
2021-05-29,"Ontario_12plus",8424763,784820,0,0,13038032,.6462,.0602,.0000
2021-05-29,"Undisclosed_or_missing",199,50,0,0,0,.0000,.0000,.0000
2021-05-30,"12-17yrs",113897,148,0,0,961857,.1184,.0002,.0000
2021-05-30,"18-29yrs",1103442,83067,0,0,2454802,.4495,.0338,.0000
2021-05-30,"30-39yrs",1139084,116339,0,0,2077137,.5484,.0560,.0000
2021-05-30,"40-49yrs",1191802,113502,0,0,1855340,.6424,.0612,.0000
2021-05-30,"50-59yrs",1442869,131400,0,0,2019276,.7145,.0651,.0000
2021-05-30,"60-69yrs",1608577,156436,0,0,1813493,.8870,.0863,.0000
2021-05-30,"70-79yrs",1167776,81570,0,0,1181151,.9887,.0691,.0000
2021-05-30,"80+",776171,132775,0,0,674976,.9999,.1967,.0000
2021-05-30,"Adults_18plus",8429721,815089,0,0,12076175,.6980,.0675,.0000
2021-05-30,"Ontario_12plus",8543618,815237,0,0,13038032,.6553,.0625,.0000
2021-05-30,"Undisclosed_or_missing",205,50,0,0,0,.0000,.0000,.0000
2021-05-31,"12-17yrs",123701,169,0,0,961857,.1286,.0002,.0000
2021-05-31,"18-29yrs",1129347,84671,0,0,2454802,.4601,.0345,.0000
2021-05-31,"30-39yrs",1156775,118038,0,0,2077137,.5569,.0568,.0000
2021-05-31,"40-49yrs",1204079,115320,0,0,1855340,.6490,.0622,.0000
2021-05-31,"50-59yrs",1452244,133536,0,0,2019276,.7192,.0661,.0000
2021-05-31,"60-69yrs",1611857,166117,0,0,1813493,.8888,.0916,.0000
2021-05-31,"70-79yrs",1168810,82837,0,0,1181151,.9896,.0701,.0000
2021-05-31,"80+",776466,133686,0,0,674976,.9999,.1981,.0000
2021-05-31,"Adults_18plus",8499578,834205,0,0,12076175,.7038,.0691,.0000
2021-05-31,"Ontario_12plus",8623279,834374,0,0,13038032,.6614,.0640,.0000
2021-05-31,"Undisclosed_or_missing",206,51,0,0,0,.0000,.0000,.0000
2021-06-01,"12-17yrs",132651,175,0,0,961857,.1379,.0002,.0000
2021-06-01,"18-29yrs",1158684,87005,0,0,2454802,.4720,.0354,.0000
2021-06-01,"30-39yrs",1178571,121072,0,0,2077137,.5674,.0583,.0000
2021-06-01,"40-49yrs",1218623,118544,0,0,1855340,.6568,.0639,.0000
2021-06-01,"50-59yrs",1462082,137393,0,0,2019276,.7241,.0680,.0000
2021-06-01,"60-69yrs",1615930,173977,0,0,1813493,.8911,.0959,.0000
2021-06-01,"70-79yrs",1170199,85536,0,0,1181151,.9907,.0724,.0000
2021-06-01,"80+",776971,143847,0,0,674976,.9999,.2131,.0000
2021-06-01,"Adults_18plus",8581060,867374,0,0,12076175,.7106,.0718,.0000
2021-06-01,"Ontario_12plus",8713711,867549,0,0,13038032,.6683,.0665,.0000
2021-06-01,"Undisclosed_or_missing",209,53,0,0,0,.0000,.0000,.0000
2021-06-02,"12-17yrs",143718,193,0,0,961857,.1494,.0002,.0000
2021-06-02,"18-29yrs",1191951,90137,0,0,2454802,.4856,.0367,.0000
2021-06-02,"30-39yrs",1202043,125109,0,0,2077137,.5787,.0602,.0000
2021-06-02,"40-49yrs",1235693,122599,0,0,1855340,.6660,.0661,.0000
2021-06-02,"50-59yrs",1472352,142194,0,0,2019276,.7291,.0704,.0000
2021-06-02,"60-69yrs",1620560,179535,0,0,1813493,.8936,.0990,.0000
2021-06-02,"70-79yrs",1171817,89227,0,0,1181151,.9921,.0755,.0000
2021-06-02,"80+",777557,161403,0,0,674976,.9999,.2391,.0000
2021-06-02,"Adults_18plus",8671973,910204,0,0,12076175,.7181,.0754,.0000
2021-06-02,"Ontario_12plus",8815691,910397,0,0,13038032,.6762,.0698,.0000
2021-06-02,"Undisclosed_or_missing",215,54,0,0,0,.0000,.0000,.0000
2021-06-03,"12-17yrs",156567,250,0,0,961857,.1628,.0003,.0000
2021-06-03,"18-29yrs",1224281,93781,0,0,2454802,.4987,.0382,.0000
2021-06-03,"30-39yrs",1223946,129777,0,0,2077137,.5892,.0625,.0000
2021-06-03,"40-49yrs",1252016,127162,0,0,1855340,.6748,.0685,.0000
2021-06-03,"50-59yrs",1482211,147669,0,0,2019276,.7340,.0731,.0000
2021-06-03,"60-69yrs",1624923,185898,0,0,1813493,.8960,.1025,.0000
2021-06-03,"70-79yrs",1173356,94406,0,0,1181151,.9934,.0799,.0000
2021-06-03,"80+",778136,186561,0,0,674976,.9999,.2764,.0000
2021-06-03,"Adults_18plus",8758869,965254,0,0,12076175,.7253,.0799,.0000
2021-06-03,"Ontario_12plus",8915436,965504,0,0,13038032,.6838,.0741,.0000
2021-06-03,"Undisclosed_or_missing",217,54,0,0,0,.0000,.0000,.0000
2021-06-04,"12-17yrs",171392,358,0,0,961857,.1782,.0004,.0000
2021-06-04,"18-29yrs",1261350,98165,0,0,2454802,.5138,.0400,.0000
2021-06-04,"30-39yrs",1249553,135624,0,0,2077137,.6016,.0653,.0000
2021-06-04,"40-49yrs",1270285,133008,0,0,1855340,.6847,.0717,.0000
2021-06-04,"50-59yrs",1494252,154462,0,0,2019276,.7400,.0765,.0000
2021-06-04,"60-69yrs",1630021,194499,0,0,1813493,.8988,.1073,.0000
2021-06-04,"70-79yrs",1175215,103270,0,0,1181151,.9950,.0874,.0000
2021-06-04,"80+",778714,211944,0,0,674976,.9999,.3140,.0000
2021-06-04,"Adults_18plus",8859390,1030972,0,0,12076175,.7336,.0854,.0000
2021-06-04,"Ontario_12plus",9030782,1031330,0,0,13038032,.6926,.0791,.0000
2021-06-04,"Undisclosed_or_missing",222,58,0,0,0,.0000,.0000,.0000
2021-06-05,"12-17yrs",184412,443,0,0,961857,.1917,.0005,.0000
2021-06-05,"18-29yrs",1294255,102222,0,0,2454802,.5272,.0416,.0000
2021-06-05,"30-39yrs",1273568,141147,0,0,2077137,.6131,.0680,.0000
2021-06-05,"40-49yrs",1286743,138475,0,0,1855340,.6935,.0746,.0000
2021-06-05,"50-59yrs",1504440,160854,0,0,2019276,.7450,.0797,.0000
2021-06-05,"60-69yrs",1634629,203598,0,0,1813493,.9014,.1123,.0000
2021-06-05,"70-79yrs",1176748,114252,0,0,1181151,.9963,.0967,.0000
2021-06-05,"80+",779235,238570,0,0,674976,.9999,.3534,.0000
2021-06-05,"Adults_18plus",8949618,1099118,0,0,12076175,.7411,.0910,.0000
2021-06-05,"Ontario_12plus",9134030,1099561,0,0,13038032,.7006,.0843,.0000
2021-06-05,"Undisclosed_or_missing",225,61,0,0,0,.0000,.0000,.0000
2021-06-06,"12-17yrs",197067,528,0,0,961857,.2049,.0005,.0000
2021-06-06,"18-29yrs",1325179,105823,0,0,2454802,.5398,.0431,.0000
2021-06-06,"30-39yrs",1294001,146108,0,0,2077137,.6230,.0703,.0000
2021-06-06,"40-49yrs",1300473,143720,0,0,1855340,.7009,.0775,.0000
2021-06-06,"50-59yrs",1512957,168334,0,0,2019276,.7493,.0834,.0000
2021-06-06,"60-69yrs",1638399,215419,0,0,1813493,.9034,.1188,.0000
2021-06-06,"70-79yrs",1177993,130560,0,0,1181151,.9973,.1105,.0000
2021-06-06,"80+",779663,260244,0,0,674976,.9999,.3856,.0000
2021-06-06,"Adults_18plus",9028665,1170208,0,0,12076175,.7476,.0969,.0000
2021-06-06,"Ontario_12plus",9225732,1170736,0,0,13038032,.7076,.0898,.0000
2021-06-06,"Undisclosed_or_missing",226,62,0,0,0,.0000,.0000,.0000
2021-06-07,"12-17yrs",207344,584,0,0,961857,.2156,.0006,.0000
2021-06-07,"18-29yrs",1345979,108251,0,0,2454802,.5483,.0441,.0000
2021-06-07,"30-39yrs",1306527,149152,0,0,2077137,.6290,.0718,.0000
2021-06-07,"40-49yrs",1310232,146955,0,0,1855340,.7062,.0792,.0000
2021-06-07,"50-59yrs",1518974,173914,0,0,2019276,.7522,.0861,.0000
2021-06-07,"60-69yrs",1640792,224799,0,0,1813493,.9048,.1240,.0000
2021-06-07,"70-79yrs",1178832,147167,0,0,1181151,.9980,.1246,.0000
2021-06-07,"80+",779917,276129,0,0,674976,.9999,.4091,.0000
2021-06-07,"Adults_18plus",9081253,1226367,0,0,12076175,.7520,.1016,.0000
2021-06-07,"Ontario_12plus",9288597,1226951,0,0,13038032,.7124,.0941,.0000
2021-06-07,"Undisclosed_or_missing",229,62,0,0,0,.0000,.0000,.0000
2021-06-08,"12-17yrs",218905,660,0,0,961857,.2276,.0007,.0000
2021-06-08,"18-29yrs",1368686,112469,0,0,2454802,.5576,.0458,.0000
2021-06-08,"30-39yrs",1320830,154893,0,0,2077137,.6359,.0746,.0000
2021-06-08,"40-49yrs",1321562,153054,0,0,1855340,.7123,.0825,.0000
2021-06-08,"50-59yrs",1526228,182977,0,0,2019276,.7558,.0906,.0000
2021-06-08,"60-69yrs",1644134,243730,0,0,1813493,.9066,.1344,.0000
2021-06-08,"70-79yrs",1180167,173040,0,0,1181151,.9992,.1465,.0000
2021-06-08,"80+",780363,295057,0,0,674976,.9999,.4371,.0000
2021-06-08,"Adults_18plus",9141970,1315220,0,0,12076175,.7570,.1089,.0000
