"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2020-12-16,"12-17yrs",0,0,0,0,961857,.0000,.0000,.0000
2020-12-16,"18-29yrs",31,0,0,0,2454802,.0000,.0000,.0000
2020-12-16,"30-39yrs",86,0,0,0,2077137,.0000,.0000,.0000
2020-12-16,"40-49yrs",98,0,0,0,1855340,.0001,.0000,.0000
2020-12-16,"50-59yrs",144,0,0,0,2019276,.0001,.0000,.0000
2020-12-16,"60-69yrs",84,0,0,0,1813493,.0000,.0000,.0000
2020-12-16,"70-79yrs",17,0,0,0,1181151,.0000,.0000,.0000
2020-12-16,"80+",6,0,0,0,674976,.0000,.0000,.0000
2020-12-16,"Adults_18plus",466,0,0,0,12076175,.0000,.0000,.0000
2020-12-16,"Ontario_12plus",466,0,0,0,13038032,.0000,.0000,.0000
2020-12-16,"Undisclosed_or_missing",0,0,0,0,0,.0000,.0000,.0000
2020-12-17,"12-17yrs",0,0,0,0,961857,.0000,.0000,.0000
2020-12-17,"18-29yrs",101,0,0,0,2454802,.0000,.0000,.0000
2020-12-17,"30-39yrs",233,0,0,0,2077137,.0001,.0000,.0000
2020-12-17,"40-49yrs",279,0,0,0,1855340,.0002,.0000,.0000
2020-12-17,"50-59yrs",335,0,0,0,2019276,.0002,.0000,.0000
2020-12-17,"60-69yrs",204,0,0,0,1813493,.0001,.0000,.0000
2020-12-17,"70-79yrs",38,0,0,0,1181151,.0000,.0000,.0000
2020-12-17,"80+",6,0,0,0,674976,.0000,.0000,.0000
2020-12-17,"Adults_18plus",1196,0,0,0,12076175,.0001,.0000,.0000
2020-12-17,"Ontario_12plus",1196,0,0,0,13038032,.0001,.0000,.0000
2020-12-17,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-18,"12-17yrs",0,0,0,0,961857,.0000,.0000,.0000
2020-12-18,"18-29yrs",208,0,0,0,2454802,.0001,.0000,.0000
2020-12-18,"30-39yrs",437,0,0,0,2077137,.0002,.0000,.0000
2020-12-18,"40-49yrs",519,0,0,0,1855340,.0003,.0000,.0000
2020-12-18,"50-59yrs",616,0,0,0,2019276,.0003,.0000,.0000
2020-12-18,"60-69yrs",395,0,0,0,1813493,.0002,.0000,.0000
2020-12-18,"70-79yrs",62,0,0,0,1181151,.0001,.0000,.0000
2020-12-18,"80+",9,0,0,0,674976,.0000,.0000,.0000
2020-12-18,"Adults_18plus",2246,0,0,0,12076175,.0002,.0000,.0000
2020-12-18,"Ontario_12plus",2246,0,0,0,13038032,.0002,.0000,.0000
2020-12-18,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-19,"12-17yrs",2,0,0,0,961857,.0000,.0000,.0000
2020-12-19,"18-29yrs",296,0,0,0,2454802,.0001,.0000,.0000
2020-12-19,"30-39yrs",641,0,0,0,2077137,.0003,.0000,.0000
2020-12-19,"40-49yrs",757,0,0,0,1855340,.0004,.0000,.0000
2020-12-19,"50-59yrs",949,0,0,0,2019276,.0005,.0000,.0000
2020-12-19,"60-69yrs",608,0,0,0,1813493,.0003,.0000,.0000
2020-12-19,"70-79yrs",97,0,0,0,1181151,.0001,.0000,.0000
2020-12-19,"80+",10,0,0,0,674976,.0000,.0000,.0000
2020-12-19,"Adults_18plus",3358,0,0,0,12076175,.0003,.0000,.0000
2020-12-19,"Ontario_12plus",3360,0,0,0,13038032,.0003,.0000,.0000
2020-12-19,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-20,"12-17yrs",2,0,0,0,961857,.0000,.0000,.0000
2020-12-20,"18-29yrs",304,0,0,0,2454802,.0001,.0000,.0000
2020-12-20,"30-39yrs",667,0,0,0,2077137,.0003,.0000,.0000
2020-12-20,"40-49yrs",767,0,0,0,1855340,.0004,.0000,.0000
2020-12-20,"50-59yrs",958,0,0,0,2019276,.0005,.0000,.0000
2020-12-20,"60-69yrs",610,0,0,0,1813493,.0003,.0000,.0000
2020-12-20,"70-79yrs",97,0,0,0,1181151,.0001,.0000,.0000
2020-12-20,"80+",12,0,0,0,674976,.0000,.0000,.0000
2020-12-20,"Adults_18plus",3415,0,0,0,12076175,.0003,.0000,.0000
2020-12-20,"Ontario_12plus",3417,0,0,0,13038032,.0003,.0000,.0000
2020-12-20,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-21,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-21,"18-29yrs",314,0,0,0,2454802,.0001,.0000,.0000
2020-12-21,"30-39yrs",697,0,0,0,2077137,.0003,.0000,.0000
2020-12-21,"40-49yrs",782,0,0,0,1855340,.0004,.0000,.0000
2020-12-21,"50-59yrs",975,0,0,0,2019276,.0005,.0000,.0000
2020-12-21,"60-69yrs",614,0,0,0,1813493,.0003,.0000,.0000
2020-12-21,"70-79yrs",99,0,0,0,1181151,.0001,.0000,.0000
2020-12-21,"80+",12,0,0,0,674976,.0000,.0000,.0000
2020-12-21,"Adults_18plus",3493,0,0,0,12076175,.0003,.0000,.0000
2020-12-21,"Ontario_12plus",3496,0,0,0,13038032,.0003,.0000,.0000
2020-12-21,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-22,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-22,"18-29yrs",428,0,0,0,2454802,.0002,.0000,.0000
2020-12-22,"30-39yrs",863,0,0,0,2077137,.0004,.0000,.0000
2020-12-22,"40-49yrs",936,0,0,0,1855340,.0005,.0000,.0000
2020-12-22,"50-59yrs",1205,0,0,0,2019276,.0006,.0000,.0000
2020-12-22,"60-69yrs",751,0,0,0,1813493,.0004,.0000,.0000
2020-12-22,"70-79yrs",127,0,0,0,1181151,.0001,.0000,.0000
2020-12-22,"80+",13,0,0,0,674976,.0000,.0000,.0000
2020-12-22,"Adults_18plus",4323,0,0,0,12076175,.0004,.0000,.0000
2020-12-22,"Ontario_12plus",4326,0,0,0,13038032,.0003,.0000,.0000
2020-12-22,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-23,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-23,"18-29yrs",680,0,0,0,2454802,.0003,.0000,.0000
2020-12-23,"30-39yrs",1330,0,0,0,2077137,.0006,.0000,.0000
2020-12-23,"40-49yrs",1442,0,0,0,1855340,.0008,.0000,.0000
2020-12-23,"50-59yrs",1804,0,0,0,2019276,.0009,.0000,.0000
2020-12-23,"60-69yrs",1208,0,0,0,1813493,.0007,.0000,.0000
2020-12-23,"70-79yrs",201,0,0,0,1181151,.0002,.0000,.0000
2020-12-23,"80+",128,0,0,0,674976,.0002,.0000,.0000
2020-12-23,"Adults_18plus",6793,0,0,0,12076175,.0006,.0000,.0000
2020-12-23,"Ontario_12plus",6796,0,0,0,13038032,.0005,.0000,.0000
2020-12-23,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-24,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-24,"18-29yrs",1079,0,0,0,2454802,.0004,.0000,.0000
2020-12-24,"30-39yrs",2025,0,0,0,2077137,.0010,.0000,.0000
2020-12-24,"40-49yrs",2157,0,0,0,1855340,.0012,.0000,.0000
2020-12-24,"50-59yrs",2754,0,0,0,2019276,.0014,.0000,.0000
2020-12-24,"60-69yrs",1919,0,0,0,1813493,.0011,.0000,.0000
2020-12-24,"70-79yrs",362,0,0,0,1181151,.0003,.0000,.0000
2020-12-24,"80+",287,0,0,0,674976,.0004,.0000,.0000
2020-12-24,"Adults_18plus",10583,0,0,0,12076175,.0009,.0000,.0000
2020-12-24,"Ontario_12plus",10586,0,0,0,13038032,.0008,.0000,.0000
2020-12-24,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-25,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-25,"18-29yrs",1253,0,0,0,2454802,.0005,.0000,.0000
2020-12-25,"30-39yrs",2368,0,0,0,2077137,.0011,.0000,.0000
2020-12-25,"40-49yrs",2606,0,0,0,1855340,.0014,.0000,.0000
2020-12-25,"50-59yrs",3259,0,0,0,2019276,.0016,.0000,.0000
2020-12-25,"60-69yrs",2267,0,0,0,1813493,.0013,.0000,.0000
2020-12-25,"70-79yrs",432,0,0,0,1181151,.0004,.0000,.0000
2020-12-25,"80+",339,0,0,0,674976,.0005,.0000,.0000
2020-12-25,"Adults_18plus",12524,0,0,0,12076175,.0010,.0000,.0000
2020-12-25,"Ontario_12plus",12527,0,0,0,13038032,.0010,.0000,.0000
2020-12-25,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-26,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-26,"18-29yrs",1260,0,0,0,2454802,.0005,.0000,.0000
2020-12-26,"30-39yrs",2371,0,0,0,2077137,.0011,.0000,.0000
2020-12-26,"40-49yrs",2608,0,0,0,1855340,.0014,.0000,.0000
2020-12-26,"50-59yrs",3265,0,0,0,2019276,.0016,.0000,.0000
2020-12-26,"60-69yrs",2270,0,0,0,1813493,.0013,.0000,.0000
2020-12-26,"70-79yrs",434,0,0,0,1181151,.0004,.0000,.0000
2020-12-26,"80+",340,0,0,0,674976,.0005,.0000,.0000
2020-12-26,"Adults_18plus",12548,0,0,0,12076175,.0010,.0000,.0000
2020-12-26,"Ontario_12plus",12551,0,0,0,13038032,.0010,.0000,.0000
2020-12-26,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-27,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-27,"18-29yrs",1276,0,0,0,2454802,.0005,.0000,.0000
2020-12-27,"30-39yrs",2397,0,0,0,2077137,.0012,.0000,.0000
2020-12-27,"40-49yrs",2623,0,0,0,1855340,.0014,.0000,.0000
2020-12-27,"50-59yrs",3277,0,0,0,2019276,.0016,.0000,.0000
2020-12-27,"60-69yrs",2278,0,0,0,1813493,.0013,.0000,.0000
2020-12-27,"70-79yrs",434,0,0,0,1181151,.0004,.0000,.0000
2020-12-27,"80+",340,0,0,0,674976,.0005,.0000,.0000
2020-12-27,"Adults_18plus",12625,0,0,0,12076175,.0010,.0000,.0000
2020-12-27,"Ontario_12plus",12628,0,0,0,13038032,.0010,.0000,.0000
2020-12-27,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-28,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-28,"18-29yrs",1309,0,0,0,2454802,.0005,.0000,.0000
2020-12-28,"30-39yrs",2440,0,0,0,2077137,.0012,.0000,.0000
2020-12-28,"40-49yrs",2667,0,0,0,1855340,.0014,.0000,.0000
2020-12-28,"50-59yrs",3324,0,0,0,2019276,.0016,.0000,.0000
2020-12-28,"60-69yrs",2328,0,0,0,1813493,.0013,.0000,.0000
2020-12-28,"70-79yrs",461,0,0,0,1181151,.0004,.0000,.0000
2020-12-28,"80+",349,0,0,0,674976,.0005,.0000,.0000
2020-12-28,"Adults_18plus",12878,0,0,0,12076175,.0011,.0000,.0000
2020-12-28,"Ontario_12plus",12881,0,0,0,13038032,.0010,.0000,.0000
2020-12-28,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-29,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-29,"18-29yrs",1521,0,0,0,2454802,.0006,.0000,.0000
2020-12-29,"30-39yrs",2848,0,0,0,2077137,.0014,.0000,.0000
2020-12-29,"40-49yrs",3182,0,0,0,1855340,.0017,.0000,.0000
2020-12-29,"50-59yrs",3984,0,0,0,2019276,.0020,.0000,.0000
2020-12-29,"60-69yrs",2871,0,0,0,1813493,.0016,.0000,.0000
2020-12-29,"70-79yrs",561,0,0,0,1181151,.0005,.0000,.0000
2020-12-29,"80+",366,0,0,0,674976,.0005,.0000,.0000
2020-12-29,"Adults_18plus",15333,0,0,0,12076175,.0013,.0000,.0000
2020-12-29,"Ontario_12plus",15336,0,0,0,13038032,.0012,.0000,.0000
2020-12-29,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-30,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-30,"18-29yrs",1970,0,0,0,2454802,.0008,.0000,.0000
2020-12-30,"30-39yrs",3721,0,0,0,2077137,.0018,.0000,.0000
2020-12-30,"40-49yrs",4188,0,0,0,1855340,.0023,.0000,.0000
2020-12-30,"50-59yrs",5113,0,0,0,2019276,.0025,.0000,.0000
2020-12-30,"60-69yrs",3893,0,0,0,1813493,.0021,.0000,.0000
2020-12-30,"70-79yrs",821,0,0,0,1181151,.0007,.0000,.0000
2020-12-30,"80+",469,0,0,0,674976,.0007,.0000,.0000
2020-12-30,"Adults_18plus",20175,0,0,0,12076175,.0017,.0000,.0000
2020-12-30,"Ontario_12plus",20178,0,0,0,13038032,.0015,.0000,.0000
2020-12-30,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-31,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-31,"18-29yrs",2605,0,0,0,2454802,.0011,.0000,.0000
2020-12-31,"30-39yrs",4829,0,0,0,2077137,.0023,.0000,.0000
2020-12-31,"40-49yrs",5343,0,0,0,1855340,.0029,.0000,.0000
2020-12-31,"50-59yrs",6494,0,0,0,2019276,.0032,.0000,.0000
2020-12-31,"60-69yrs",5007,0,0,0,1813493,.0028,.0000,.0000
2020-12-31,"70-79yrs",1078,0,0,0,1181151,.0009,.0000,.0000
2020-12-31,"80+",558,0,0,0,674976,.0008,.0000,.0000
2020-12-31,"Adults_18plus",25914,0,0,0,12076175,.0021,.0000,.0000
2020-12-31,"Ontario_12plus",25917,0,0,0,13038032,.0020,.0000,.0000
2020-12-31,"Undisclosed_or_missing",4,0,0,0,0,.0000,.0000,.0000
2021-01-01,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2021-01-01,"18-29yrs",3240,0,0,0,2454802,.0013,.0000,.0000
2021-01-01,"30-39yrs",5940,0,0,0,2077137,.0029,.0000,.0000
2021-01-01,"40-49yrs",6501,0,0,0,1855340,.0035,.0000,.0000
2021-01-01,"50-59yrs",7853,0,0,0,2019276,.0039,.0000,.0000
2021-01-01,"60-69yrs",6083,0,0,0,1813493,.0034,.0000,.0000
2021-01-01,"70-79yrs",1417,0,0,0,1181151,.0012,.0000,.0000
2021-01-01,"80+",1121,0,0,0,674976,.0017,.0000,.0000
2021-01-01,"Adults_18plus",32155,0,0,0,12076175,.0027,.0000,.0000
2021-01-01,"Ontario_12plus",32158,0,0,0,13038032,.0025,.0000,.0000
2021-01-01,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-02,"12-17yrs",4,0,0,0,961857,.0000,.0000,.0000
2021-01-02,"18-29yrs",3759,0,0,0,2454802,.0015,.0000,.0000
2021-01-02,"30-39yrs",6919,0,0,0,2077137,.0033,.0000,.0000
2021-01-02,"40-49yrs",7498,0,0,0,1855340,.0040,.0000,.0000
2021-01-02,"50-59yrs",8811,0,0,0,2019276,.0044,.0000,.0000
2021-01-02,"60-69yrs",6785,0,0,0,1813493,.0037,.0000,.0000
2021-01-02,"70-79yrs",1625,0,0,0,1181151,.0014,.0000,.0000
2021-01-02,"80+",1309,0,0,0,674976,.0019,.0000,.0000
2021-01-02,"Adults_18plus",36706,0,0,0,12076175,.0030,.0000,.0000
2021-01-02,"Ontario_12plus",36710,0,0,0,13038032,.0028,.0000,.0000
2021-01-02,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-03,"12-17yrs",4,0,0,0,961857,.0000,.0000,.0000
2021-01-03,"18-29yrs",4329,0,0,0,2454802,.0018,.0000,.0000
2021-01-03,"30-39yrs",7916,0,0,0,2077137,.0038,.0000,.0000
2021-01-03,"40-49yrs",8469,0,0,0,1855340,.0046,.0000,.0000
2021-01-03,"50-59yrs",9847,0,0,0,2019276,.0049,.0000,.0000
2021-01-03,"60-69yrs",7559,0,0,0,1813493,.0042,.0000,.0000
2021-01-03,"70-79yrs",1915,0,0,0,1181151,.0016,.0000,.0000
2021-01-03,"80+",2060,0,0,0,674976,.0031,.0000,.0000
2021-01-03,"Adults_18plus",42095,0,0,0,12076175,.0035,.0000,.0000
2021-01-03,"Ontario_12plus",42099,0,0,0,13038032,.0032,.0000,.0000
2021-01-03,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-04,"12-17yrs",4,0,0,0,961857,.0000,.0000,.0000
2021-01-04,"18-29yrs",5079,0,0,0,2454802,.0021,.0000,.0000
2021-01-04,"30-39yrs",9087,0,0,0,2077137,.0044,.0000,.0000
2021-01-04,"40-49yrs",9636,0,0,0,1855340,.0052,.0000,.0000
2021-01-04,"50-59yrs",11070,0,0,0,2019276,.0055,.0000,.0000
2021-01-04,"60-69yrs",8467,0,0,0,1813493,.0047,.0000,.0000
2021-01-04,"70-79yrs",2233,0,0,0,1181151,.0019,.0000,.0000
2021-01-04,"80+",2515,0,0,0,674976,.0037,.0000,.0000
2021-01-04,"Adults_18plus",48087,0,0,0,12076175,.0040,.0000,.0000
2021-01-04,"Ontario_12plus",48091,0,0,0,13038032,.0037,.0000,.0000
2021-01-04,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-05,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-05,"18-29yrs",6065,0,0,0,2454802,.0025,.0000,.0000
2021-01-05,"30-39yrs",10993,0,0,0,2077137,.0053,.0000,.0000
2021-01-05,"40-49yrs",11591,0,0,0,1855340,.0062,.0000,.0000
2021-01-05,"50-59yrs",13191,0,0,0,2019276,.0065,.0000,.0000
2021-01-05,"60-69yrs",10007,0,0,0,1813493,.0055,.0000,.0000
2021-01-05,"70-79yrs",2666,0,0,0,1181151,.0023,.0000,.0000
2021-01-05,"80+",3232,0,0,0,674976,.0048,.0000,.0000
2021-01-05,"Adults_18plus",57745,0,0,0,12076175,.0048,.0000,.0000
2021-01-05,"Ontario_12plus",57751,0,0,0,13038032,.0044,.0000,.0000
2021-01-05,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-06,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-06,"18-29yrs",7196,35,0,0,2454802,.0029,.0000,.0000
2021-01-06,"30-39yrs",13285,94,0,0,2077137,.0064,.0000,.0000
2021-01-06,"40-49yrs",13896,103,0,0,1855340,.0075,.0001,.0000
2021-01-06,"50-59yrs",15618,145,0,0,2019276,.0077,.0001,.0000
2021-01-06,"60-69yrs",11875,89,0,0,1813493,.0065,.0000,.0000
2021-01-06,"70-79yrs",3436,16,0,0,1181151,.0029,.0000,.0000
2021-01-06,"80+",4762,0,0,0,674976,.0071,.0000,.0000
2021-01-06,"Adults_18plus",70068,482,0,0,12076175,.0058,.0000,.0000
2021-01-06,"Ontario_12plus",70074,482,0,0,13038032,.0054,.0000,.0000
2021-01-06,"Undisclosed_or_missing",7,0,0,0,0,.0000,.0000,.0000
2021-01-07,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-07,"18-29yrs",8570,97,0,0,2454802,.0035,.0000,.0000
2021-01-07,"30-39yrs",15910,232,0,0,2077137,.0077,.0001,.0000
2021-01-07,"40-49yrs",16315,273,0,0,1855340,.0088,.0001,.0000
2021-01-07,"50-59yrs",18411,336,0,0,2019276,.0091,.0002,.0000
2021-01-07,"60-69yrs",13983,205,0,0,1813493,.0077,.0001,.0000
2021-01-07,"70-79yrs",4471,37,0,0,1181151,.0038,.0000,.0000
2021-01-07,"80+",7912,0,0,0,674976,.0117,.0000,.0000
2021-01-07,"Adults_18plus",85572,1180,0,0,12076175,.0071,.0001,.0000
2021-01-07,"Ontario_12plus",85578,1180,0,0,13038032,.0066,.0001,.0000
2021-01-07,"Undisclosed_or_missing",10,0,0,0,0,.0000,.0000,.0000
2021-01-08,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-08,"18-29yrs",10282,192,0,0,2454802,.0042,.0001,.0000
2021-01-08,"30-39yrs",18957,425,0,0,2077137,.0091,.0002,.0000
2021-01-08,"40-49yrs",19252,507,0,0,1855340,.0104,.0003,.0000
2021-01-08,"50-59yrs",21658,608,0,0,2019276,.0107,.0003,.0000
2021-01-08,"60-69yrs",16501,387,0,0,1813493,.0091,.0002,.0000
2021-01-08,"70-79yrs",5567,61,0,0,1181151,.0047,.0001,.0000
2021-01-08,"80+",10379,3,0,0,674976,.0154,.0000,.0000
2021-01-08,"Adults_18plus",102596,2183,0,0,12076175,.0085,.0002,.0000
2021-01-08,"Ontario_12plus",102602,2183,0,0,13038032,.0079,.0002,.0000
2021-01-08,"Undisclosed_or_missing",10,0,0,0,0,.0000,.0000,.0000
2021-01-09,"12-17yrs",6,2,0,0,961857,.0000,.0000,.0000
2021-01-09,"18-29yrs",11870,270,0,0,2454802,.0048,.0001,.0000
2021-01-09,"30-39yrs",21965,620,0,0,2077137,.0106,.0003,.0000
2021-01-09,"40-49yrs",22225,738,0,0,1855340,.0120,.0004,.0000
2021-01-09,"50-59yrs",25136,924,0,0,2019276,.0124,.0005,.0000
2021-01-09,"60-69yrs",19344,595,0,0,1813493,.0107,.0003,.0000
2021-01-09,"70-79yrs",6680,94,0,0,1181151,.0057,.0001,.0000
2021-01-09,"80+",13794,4,0,0,674976,.0204,.0000,.0000
2021-01-09,"Adults_18plus",121014,3245,0,0,12076175,.0100,.0003,.0000
2021-01-09,"Ontario_12plus",121020,3247,0,0,13038032,.0093,.0002,.0000
2021-01-09,"Undisclosed_or_missing",18,0,0,0,0,.0000,.0000,.0000
2021-01-10,"12-17yrs",6,2,0,0,961857,.0000,.0000,.0000
2021-01-10,"18-29yrs",12977,273,0,0,2454802,.0053,.0001,.0000
2021-01-10,"30-39yrs",23978,640,0,0,2077137,.0115,.0003,.0000
2021-01-10,"40-49yrs",24208,746,0,0,1855340,.0130,.0004,.0000
2021-01-10,"50-59yrs",27234,929,0,0,2019276,.0135,.0005,.0000
2021-01-10,"60-69yrs",21179,596,0,0,1813493,.0117,.0003,.0000
2021-01-10,"70-79yrs",7460,94,0,0,1181151,.0063,.0001,.0000
2021-01-10,"80+",15302,6,0,0,674976,.0227,.0000,.0000
2021-01-10,"Adults_18plus",132338,3284,0,0,12076175,.0110,.0003,.0000
2021-01-10,"Ontario_12plus",132344,3286,0,0,13038032,.0102,.0003,.0000
2021-01-10,"Undisclosed_or_missing",19,0,0,0,0,.0000,.0000,.0000
2021-01-11,"12-17yrs",7,2,0,0,961857,.0000,.0000,.0000
2021-01-11,"18-29yrs",14071,278,0,0,2454802,.0057,.0001,.0000
2021-01-11,"30-39yrs",25946,665,0,0,2077137,.0125,.0003,.0000
2021-01-11,"40-49yrs",26227,752,0,0,1855340,.0141,.0004,.0000
2021-01-11,"50-59yrs",29212,938,0,0,2019276,.0145,.0005,.0000
2021-01-11,"60-69yrs",22934,598,0,0,1813493,.0126,.0003,.0000
2021-01-11,"70-79yrs",8324,95,0,0,1181151,.0070,.0001,.0000
2021-01-11,"80+",17284,6,0,0,674976,.0256,.0000,.0000
2021-01-11,"Adults_18plus",143998,3332,0,0,12076175,.0119,.0003,.0000
2021-01-11,"Ontario_12plus",144005,3334,0,0,13038032,.0110,.0003,.0000
2021-01-11,"Undisclosed_or_missing",19,0,0,0,0,.0000,.0000,.0000
2021-01-12,"12-17yrs",9,2,0,0,961857,.0000,.0000,.0000
2021-01-12,"18-29yrs",15291,323,0,0,2454802,.0062,.0001,.0000
2021-01-12,"30-39yrs",28208,745,0,0,2077137,.0136,.0004,.0000
2021-01-12,"40-49yrs",28230,810,0,0,1855340,.0152,.0004,.0000
2021-01-12,"50-59yrs",31543,1011,0,0,2019276,.0156,.0005,.0000
2021-01-12,"60-69yrs",24909,634,0,0,1813493,.0137,.0003,.0000
2021-01-12,"70-79yrs",9363,100,0,0,1181151,.0079,.0001,.0000
2021-01-12,"80+",20606,7,0,0,674976,.0305,.0000,.0000
2021-01-12,"Adults_18plus",158150,3630,0,0,12076175,.0131,.0003,.0000
2021-01-12,"Ontario_12plus",158159,3632,0,0,13038032,.0121,.0003,.0000
2021-01-12,"Undisclosed_or_missing",19,0,0,0,0,.0000,.0000,.0000
2021-01-13,"12-17yrs",10,2,0,0,961857,.0000,.0000,.0000
2021-01-13,"18-29yrs",16359,459,0,0,2454802,.0067,.0002,.0000
2021-01-13,"30-39yrs",30097,1075,0,0,2077137,.0145,.0005,.0000
2021-01-13,"40-49yrs",29938,1150,0,0,1855340,.0161,.0006,.0000
2021-01-13,"50-59yrs",33487,1408,0,0,2019276,.0166,.0007,.0000
2021-01-13,"60-69yrs",26682,897,0,0,1813493,.0147,.0005,.0000
2021-01-13,"70-79yrs",10468,128,0,0,1181151,.0089,.0001,.0000
2021-01-13,"80+",24917,105,0,0,674976,.0369,.0002,.0000
2021-01-13,"Adults_18plus",171948,5222,0,0,12076175,.0142,.0004,.0000
2021-01-13,"Ontario_12plus",171958,5224,0,0,13038032,.0132,.0004,.0000
2021-01-13,"Undisclosed_or_missing",20,0,0,0,0,.0000,.0000,.0000
2021-01-14,"12-17yrs",11,2,0,0,961857,.0000,.0000,.0000
2021-01-14,"18-29yrs",17606,686,0,0,2454802,.0072,.0003,.0000
2021-01-14,"30-39yrs",32205,1552,0,0,2077137,.0155,.0007,.0000
2021-01-14,"40-49yrs",31925,1655,0,0,1855340,.0172,.0009,.0000
2021-01-14,"50-59yrs",35777,2031,0,0,2019276,.0177,.0010,.0000
2021-01-14,"60-69yrs",28966,1320,0,0,1813493,.0160,.0007,.0000
2021-01-14,"70-79yrs",11883,201,0,0,1181151,.0101,.0002,.0000
2021-01-14,"80+",30320,213,0,0,674976,.0449,.0003,.0000
2021-01-14,"Adults_18plus",188682,7658,0,0,12076175,.0156,.0006,.0000
2021-01-14,"Ontario_12plus",188693,7660,0,0,13038032,.0145,.0006,.0000
2021-01-14,"Undisclosed_or_missing",20,0,0,0,0,.0000,.0000,.0000
2021-01-15,"12-17yrs",11,2,0,0,961857,.0000,.0000,.0000
2021-01-15,"18-29yrs",18971,873,0,0,2454802,.0077,.0004,.0000
2021-01-15,"30-39yrs",34544,1920,0,0,2077137,.0166,.0009,.0000
2021-01-15,"40-49yrs",34197,2090,0,0,1855340,.0184,.0011,.0000
2021-01-15,"50-59yrs",38489,2557,0,0,2019276,.0191,.0013,.0000
2021-01-15,"60-69yrs",31609,1691,0,0,1813493,.0174,.0009,.0000
2021-01-15,"70-79yrs",13485,270,0,0,1181151,.0114,.0002,.0000
2021-01-15,"80+",35393,295,0,0,674976,.0524,.0004,.0000
2021-01-15,"Adults_18plus",206688,9696,0,0,12076175,.0171,.0008,.0000
2021-01-15,"Ontario_12plus",206699,9698,0,0,13038032,.0159,.0007,.0000
2021-01-15,"Undisclosed_or_missing",22,0,0,0,0,.0000,.0000,.0000
2021-01-16,"12-17yrs",11,2,0,0,961857,.0000,.0000,.0000
2021-01-16,"18-29yrs",20282,1017,0,0,2454802,.0083,.0004,.0000
2021-01-16,"30-39yrs",36493,2105,0,0,2077137,.0176,.0010,.0000
2021-01-16,"40-49yrs",36190,2303,0,0,1855340,.0195,.0012,.0000
2021-01-16,"50-59yrs",40828,2886,0,0,2019276,.0202,.0014,.0000
2021-01-16,"60-69yrs",33847,1935,0,0,1813493,.0187,.0011,.0000
2021-01-16,"70-79yrs",14831,319,0,0,1181151,.0126,.0003,.0000
2021-01-16,"80+",40135,302,0,0,674976,.0595,.0004,.0000
2021-01-16,"Adults_18plus",222606,10867,0,0,12076175,.0184,.0009,.0000
