"Date","PHU ID","PHU name","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2021-08-16,2236,"HALTON REGION","70-79yrs",41590,40535,,,43839,.9487,.9246,
2021-08-16,2237,"CITY OF HAMILTON","70-79yrs",42518,40941,,,45295,.9387,.9039,
2021-08-16,2238,"HASTINGS & PRINCE EDWARD COUNTIES","70-79yrs",18361,17688,,,18608,.9867,.9506,
2021-08-16,2240,"CHATHAM-KENT","70-79yrs",10516,10272,,,10558,.9960,.9729,
2021-08-16,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","70-79yrs",19804,19331,,,19981,.9911,.9675,
2021-08-16,2242,"LAMBTON COUNTY","70-79yrs",12898,12607,,,13758,.9375,.9163,
2021-08-16,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","70-79yrs",21300,20783,,,20048,1.062,1.037,
2021-08-16,2244,"MIDDLESEX-LONDON","70-79yrs",38266,37003,,,40094,.9544,.9229,
2021-08-16,2246,"NIAGARA REGION","70-79yrs",46235,44688,,,48175,.9597,.9276,
2021-08-16,2247,"NORTH BAY PARRY SOUND DISTRICT","70-79yrs",13428,13042,,,14235,.9433,.9162,
2021-08-16,2249,"NORTHWESTERN","70-79yrs",6132,5877,,,6718,.9128,.8749,
2021-08-16,2251,"CITY OF OTTAWA","70-79yrs",74087,71890,,,75781,.9776,.9487,
2021-08-16,2253,"PEEL REGION","70-79yrs",89252,85783,,,102369,.8719,.8380,
2021-08-16,2255,"PETERBOROUGH COUNTY-CITY","70-79yrs",15892,15490,,,15695,1.013,.9869,
2021-08-16,2256,"PORCUPINE","70-79yrs",6603,6348,,,6754,.9776,.9398,
2021-08-16,2257,"RENFREW COUNTY AND DISTRICT","70-79yrs",10804,10514,,,10814,.9991,.9723,
2021-08-16,2258,"EASTERN ONTARIO","70-79yrs",20364,19713,,,20776,.9802,.9488,
2021-08-16,2260,"SIMCOE MUSKOKA DISTRICT","70-79yrs",52092,50480,,,54104,.9628,.9330,
2021-08-16,2261,"SUDBURY AND DISTRICT","70-79yrs",17963,17512,,,18552,.9683,.9439,
2021-08-16,2262,"THUNDER BAY DISTRICT","70-79yrs",13611,13186,,,13660,.9964,.9653,
2021-08-16,2263,"TIMISKAMING","70-79yrs",3399,3308,,,3541,.9600,.9343,
2021-08-16,2265,"WATERLOO REGION","70-79yrs",38086,36964,,,40380,.9432,.9154,
2021-08-16,2266,"WELLINGTON-DUFFERIN-GUELPH","70-79yrs",22923,22401,,,23504,.9753,.9531,
2021-08-16,2268,"WINDSOR-ESSEX COUNTY","70-79yrs",33907,32898,,,35970,.9426,.9146,
2021-08-16,2270,"YORK REGION","70-79yrs",81868,79236,,,90111,.9085,.8793,
2021-08-16,3895,"TORONTO","70-79yrs",188291,180684,,,202795,.9285,.8910,
2021-08-16,4913,"SOUTHWESTERN","70-79yrs",18788,18149,,,18637,1.008,.9738,
2021-08-16,5183,"HURON PERTH","70-79yrs",14832,14508,,,13697,1.083,1.059,
2021-08-16,9999,"UNKNOWN","70-79yrs",252,129,,,0,,,
2021-08-16,2226,"ALGOMA DISTRICT","80+",7614,7393,,,7929,.9603,.9324,
2021-08-16,2227,"BRANT COUNTY","80+",7226,6984,,,7044,1.026,.9914,
2021-08-16,2230,"DURHAM REGION","80+",27037,26118,,,26420,1.023,.9886,
2021-08-16,2233,"GREY BRUCE","80+",10262,9930,,,11147,.9206,.8908,
2021-08-16,2234,"HALDIMAND-NORFOLK","80+",5998,5826,,,6382,.9399,.9129,
2021-08-16,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","80+",13182,12726,,,14112,.9341,.9018,
2021-08-16,2236,"HALTON REGION","80+",26970,26213,,,25542,1.056,1.026,
2021-08-16,2237,"CITY OF HAMILTON","80+",27566,26427,,,28319,.9734,.9332,
2021-08-16,2238,"HASTINGS & PRINCE EDWARD COUNTIES","80+",10306,9942,,,10614,.9710,.9367,
2021-08-16,2240,"CHATHAM-KENT","80+",6243,6060,,,6269,.9959,.9667,
2021-08-16,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","80+",11418,11103,,,11314,1.009,.9814,
2021-08-16,2242,"LAMBTON COUNTY","80+",7346,7151,,,8068,.9105,.8863,
2021-08-16,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","80+",11255,10921,,,10669,1.055,1.024,
2021-08-16,2244,"MIDDLESEX-LONDON","80+",23596,22705,,,23219,1.016,.9779,
2021-08-16,2246,"NIAGARA REGION","80+",28574,27520,,,29120,.9813,.9451,
2021-08-16,2247,"NORTH BAY PARRY SOUND DISTRICT","80+",7801,7541,,,7885,.9894,.9564,
2021-08-16,2249,"NORTHWESTERN","80+",3213,3050,,,3618,.8880,.8430,
2021-08-16,2251,"CITY OF OTTAWA","80+",43655,42212,,,42388,1.030,.9958,
2021-08-16,2253,"PEEL REGION","80+",47734,45522,,,50535,.9446,.9008,
2021-08-16,2255,"PETERBOROUGH COUNTY-CITY","80+",9279,9061,,,9476,.9792,.9562,
2021-08-16,2256,"PORCUPINE","80+",3684,3505,,,3632,1.014,.9651,
2021-08-16,2257,"RENFREW COUNTY AND DISTRICT","80+",6156,5974,,,6453,.9540,.9258,
2021-08-16,2258,"EASTERN ONTARIO","80+",10970,10571,,,11219,.9778,.9422,
2021-08-16,2260,"SIMCOE MUSKOKA DISTRICT","80+",30095,29021,,,30142,.9984,.9628,
2021-08-16,2261,"SUDBURY AND DISTRICT","80+",10488,10168,,,10028,1.046,1.014,
2021-08-16,2262,"THUNDER BAY DISTRICT","80+",8013,7730,,,7894,1.015,.9793,
2021-08-16,2263,"TIMISKAMING","80+",1935,1868,,,1974,.9803,.9464,
2021-08-16,2265,"WATERLOO REGION","80+",22785,22067,,,22488,1.013,.9813,
2021-08-16,2266,"WELLINGTON-DUFFERIN-GUELPH","80+",13887,13463,,,12749,1.089,1.056,
2021-08-16,2268,"WINDSOR-ESSEX COUNTY","80+",19855,19149,,,20462,.9703,.9358,
2021-08-16,2270,"YORK REGION","80+",47802,45948,,,48390,.9878,.9495,
2021-08-16,3895,"TORONTO","80+",128612,122828,,,144579,.8896,.8496,
2021-08-16,4913,"SOUTHWESTERN","80+",10436,10111,,,10908,.9567,.9269,
2021-08-16,5183,"HURON PERTH","80+",8845,8657,,,8279,1.068,1.046,
2021-08-16,9999,"UNKNOWN","80+",60,38,,,0,,,
2021-08-16,2226,"ALGOMA DISTRICT","Adults_18plus",79623,72590,,,94913,.8389,.7648,
2021-08-16,2227,"BRANT COUNTY","Adults_18plus",102450,93300,,,123546,.8292,.7552,
2021-08-16,2230,"DURHAM REGION","Adults_18plus",476069,440247,,,566267,.8407,.7775,
2021-08-16,2233,"GREY BRUCE","Adults_18plus",114084,105743,,,138881,.8215,.7614,
2021-08-16,2234,"HALDIMAND-NORFOLK","Adults_18plus",71228,64911,,,93135,.7648,.6970,
2021-08-16,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Adults_18plus",134603,122377,,,160405,.8391,.7629,
2021-08-16,2236,"HALTON REGION","Adults_18plus",413999,384705,,,484194,.8550,.7945,
2021-08-16,2237,"CITY OF HAMILTON","Adults_18plus",380476,342912,,,482542,.7885,.7106,
2021-08-16,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Adults_18plus",112209,99641,,,139653,.8035,.7135,
2021-08-16,2240,"CHATHAM-KENT","Adults_18plus",67652,61807,,,85975,.7869,.7189,
2021-08-16,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Adults_18plus",148064,135457,,,177763,.8329,.7620,
2021-08-16,2242,"LAMBTON COUNTY","Adults_18plus",83879,77137,,,107228,.7822,.7194,
2021-08-16,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Adults_18plus",132016,121938,,,143884,.9175,.8475,
2021-08-16,2244,"MIDDLESEX-LONDON","Adults_18plus",346388,308308,,,412459,.8398,.7475,
2021-08-16,2246,"NIAGARA REGION","Adults_18plus",324946,292003,,,391329,.8304,.7462,
2021-08-16,2247,"NORTH BAY PARRY SOUND DISTRICT","Adults_18plus",87046,78959,,,108600,.8015,.7271,
2021-08-16,2249,"NORTHWESTERN","Adults_18plus",55414,49423,,,67354,.8227,.7338,
2021-08-16,2251,"CITY OF OTTAWA","Adults_18plus",729432,665764,,,856529,.8516,.7773,
2021-08-16,2253,"PEEL REGION","Adults_18plus",1054504,928178,,,1273929,.8278,.7286,
2021-08-16,2255,"PETERBOROUGH COUNTY-CITY","Adults_18plus",101317,92108,,,122992,.8238,.7489,
2021-08-16,2256,"PORCUPINE","Adults_18plus",53119,46969,,,66273,.8015,.7087,
2021-08-16,2257,"RENFREW COUNTY AND DISTRICT","Adults_18plus",69656,63939,,,88601,.7862,.7217,
2021-08-16,2258,"EASTERN ONTARIO","Adults_18plus",140442,127133,,,169549,.8283,.7498,
2021-08-16,2260,"SIMCOE MUSKOKA DISTRICT","Adults_18plus",400571,358036,,,490888,.8160,.7294,
2021-08-16,2261,"SUDBURY AND DISTRICT","Adults_18plus",131798,119545,,,163770,.8048,.7300,
2021-08-16,2262,"THUNDER BAY DISTRICT","Adults_18plus",107802,96857,,,122742,.8783,.7891,
2021-08-16,2263,"TIMISKAMING","Adults_18plus",21507,19497,,,26908,.7993,.7246,
2021-08-16,2265,"WATERLOO REGION","Adults_18plus",401740,363858,,,466255,.8616,.7804,
2021-08-16,2266,"WELLINGTON-DUFFERIN-GUELPH","Adults_18plus",209096,192799,,,248856,.8402,.7747,
2021-08-16,2268,"WINDSOR-ESSEX COUNTY","Adults_18plus",277445,251687,,,343007,.8089,.7338,
2021-08-16,2270,"YORK REGION","Adults_18plus",806275,748080,,,979192,.8234,.7640,
2021-08-16,3895,"TORONTO","Adults_18plus",2090867,1909986,,,2607776,.8018,.7324,
2021-08-16,4913,"SOUTHWESTERN","Adults_18plus",137345,121901,,,166876,.8230,.7305,
2021-08-16,5183,"HURON PERTH","Adults_18plus",95846,88121,,,111054,.8631,.7935,
2021-08-16,9999,"UNKNOWN","Adults_18plus",5418,1307,,,0,,,
2021-08-16,2226,"ALGOMA DISTRICT","Ontario_12plus",83826,75946,,,101417,.8265,.7488,
2021-08-16,2227,"BRANT COUNTY","Ontario_12plus",109239,98928,,,134281,.8135,.7367,
2021-08-16,2230,"DURHAM REGION","Ontario_12plus",512706,471271,,,617305,.8306,.7634,
2021-08-16,2233,"GREY BRUCE","Ontario_12plus",120042,110415,,,149060,.8053,.7407,
2021-08-16,2234,"HALDIMAND-NORFOLK","Ontario_12plus",74626,67535,,,100272,.7442,.6735,
2021-08-16,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Ontario_12plus",140980,127129,,,170498,.8269,.7456,
2021-08-16,2236,"HALTON REGION","Ontario_12plus",453225,418393,,,533442,.8496,.7843,
2021-08-16,2237,"CITY OF HAMILTON","Ontario_12plus",404285,361491,,,519560,.7781,.6958,
2021-08-16,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Ontario_12plus",118341,104331,,,149606,.7910,.6974,
2021-08-16,2240,"CHATHAM-KENT","Ontario_12plus",71331,64566,,,93208,.7653,.6927,
2021-08-16,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Ontario_12plus",157227,143095,,,189566,.8294,.7549,
2021-08-16,2242,"LAMBTON COUNTY","Ontario_12plus",88793,80946,,,115508,.7687,.7008,
2021-08-16,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Ontario_12plus",139435,128099,,,154361,.9033,.8299,
2021-08-16,2244,"MIDDLESEX-LONDON","Ontario_12plus",370535,327280,,,444194,.8342,.7368,
2021-08-16,2246,"NIAGARA REGION","Ontario_12plus",343176,306091,,,419682,.8177,.7293,
2021-08-16,2247,"NORTH BAY PARRY SOUND DISTRICT","Ontario_12plus",91514,82380,,,115844,.7900,.7111,
2021-08-16,2249,"NORTHWESTERN","Ontario_12plus",59817,52647,,,74025,.8081,.7112,
2021-08-16,2251,"CITY OF OTTAWA","Ontario_12plus",783174,709152,,,922751,.8487,.7685,
2021-08-16,2253,"PEEL REGION","Ontario_12plus",1133429,990728,,,1392903,.8137,.7113,
2021-08-16,2255,"PETERBOROUGH COUNTY-CITY","Ontario_12plus",106633,96264,,,131033,.8138,.7347,
2021-08-16,2256,"PORCUPINE","Ontario_12plus",56715,49576,,,72027,.7874,.6883,
2021-08-16,2257,"RENFREW COUNTY AND DISTRICT","Ontario_12plus",73688,67131,,,94931,.7762,.7072,
2021-08-16,2258,"EASTERN ONTARIO","Ontario_12plus",149060,133514,,,182972,.8147,.7297,
2021-08-16,2260,"SIMCOE MUSKOKA DISTRICT","Ontario_12plus",425572,377073,,,528502,.8052,.7135,
2021-08-16,2261,"SUDBURY AND DISTRICT","Ontario_12plus",139603,125608,,,175659,.7947,.7151,
2021-08-16,2262,"THUNDER BAY DISTRICT","Ontario_12plus",114058,101784,,,131784,.8655,.7724,
2021-08-16,2263,"TIMISKAMING","Ontario_12plus",22643,20362,,,28805,.7861,.7069,
2021-08-16,2265,"WATERLOO REGION","Ontario_12plus",430809,387989,,,506304,.8509,.7663,
2021-08-16,2266,"WELLINGTON-DUFFERIN-GUELPH","Ontario_12plus",223996,205013,,,270024,.8295,.7592,
2021-08-16,2268,"WINDSOR-ESSEX COUNTY","Ontario_12plus",295702,265803,,,372777,.7932,.7130,
2021-08-16,2270,"YORK REGION","Ontario_12plus",871664,801722,,,1069165,.8153,.7499,
2021-08-16,3895,"TORONTO","Ontario_12plus",2206618,2005306,,,2770322,.7965,.7239,
2021-08-16,4913,"SOUTHWESTERN","Ontario_12plus",146487,128870,,,182213,.8039,.7072,
2021-08-16,5183,"HURON PERTH","Ontario_12plus",101694,92682,,,120844,.8415,.7670,
2021-08-16,9999,"UNKNOWN","Ontario_12plus",5742,1343,,,0,,,
2021-08-16,2226,"ALGOMA DISTRICT","Undisclosed_or_missing",2,,,,0,,,
2021-08-16,2227,"BRANT COUNTY","Undisclosed_or_missing",7,5,,,0,,,
2021-08-16,2230,"DURHAM REGION","Undisclosed_or_missing",62,41,,,0,,,
2021-08-16,2233,"GREY BRUCE","Undisclosed_or_missing",67,57,,,0,,,
2021-08-16,2234,"HALDIMAND-NORFOLK","Undisclosed_or_missing",8,5,,,0,,,
2021-08-16,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Undisclosed_or_missing",21,7,,,0,,,
2021-08-16,2236,"HALTON REGION","Undisclosed_or_missing",22,4,,,0,,,
2021-08-16,2237,"CITY OF HAMILTON","Undisclosed_or_missing",83,39,,,0,,,
2021-08-16,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Undisclosed_or_missing",31,10,,,0,,,
2021-08-16,2240,"CHATHAM-KENT","Undisclosed_or_missing",6,2,,,0,,,
2021-08-16,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Undisclosed_or_missing",12,,,,0,,,
2021-08-16,2242,"LAMBTON COUNTY","Undisclosed_or_missing",11,7,,,0,,,
2021-08-16,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Undisclosed_or_missing",19,13,,,0,,,
2021-08-16,2244,"MIDDLESEX-LONDON","Undisclosed_or_missing",42,22,,,0,,,
2021-08-16,2246,"NIAGARA REGION","Undisclosed_or_missing",22,2,,,0,,,
2021-08-16,2247,"NORTH BAY PARRY SOUND DISTRICT","Undisclosed_or_missing",11,1,,,0,,,
2021-08-16,2249,"NORTHWESTERN","Undisclosed_or_missing",13,5,,,0,,,
2021-08-16,2251,"CITY OF OTTAWA","Undisclosed_or_missing",2691,2458,,,0,,,
2021-08-16,2253,"PEEL REGION","Undisclosed_or_missing",138,50,,,0,,,
2021-08-16,2255,"PETERBOROUGH COUNTY-CITY","Undisclosed_or_missing",22,15,,,0,,,
2021-08-16,2256,"PORCUPINE","Undisclosed_or_missing",10,4,,,0,,,
2021-08-16,2257,"RENFREW COUNTY AND DISTRICT","Undisclosed_or_missing",7,1,,,0,,,
2021-08-16,2258,"EASTERN ONTARIO","Undisclosed_or_missing",18,6,,,0,,,
2021-08-16,2260,"SIMCOE MUSKOKA DISTRICT","Undisclosed_or_missing",14,1,,,0,,,
2021-08-16,2261,"SUDBURY AND DISTRICT","Undisclosed_or_missing",22,11,,,0,,,
2021-08-16,2262,"THUNDER BAY DISTRICT","Undisclosed_or_missing",36,17,,,0,,,
2021-08-16,2263,"TIMISKAMING","Undisclosed_or_missing",3,2,,,0,,,
2021-08-16,2265,"WATERLOO REGION","Undisclosed_or_missing",33,4,,,0,,,
2021-08-16,2266,"WELLINGTON-DUFFERIN-GUELPH","Undisclosed_or_missing",18,6,,,0,,,
2021-08-16,2268,"WINDSOR-ESSEX COUNTY","Undisclosed_or_missing",54,27,,,0,,,
2021-08-16,2270,"YORK REGION","Undisclosed_or_missing",40,16,,,0,,,
2021-08-16,3895,"TORONTO","Undisclosed_or_missing",414,202,,,0,,,
2021-08-16,4913,"SOUTHWESTERN","Undisclosed_or_missing",5,,,,0,,,
2021-08-16,5183,"HURON PERTH","Undisclosed_or_missing",5,,,,0,,,
2021-08-16,9999,"UNKNOWN","Undisclosed_or_missing",16,3,,,0,,,
2021-08-17,2226,"ALGOMA DISTRICT","12-17yrs",4209,3364,,,6504,.6471,.5172,
2021-08-17,2227,"BRANT COUNTY","12-17yrs",6809,5685,,,10734,.6343,.5296,
2021-08-17,2230,"DURHAM REGION","12-17yrs",36750,31289,,,51038,.7201,.6131,
2021-08-17,2233,"GREY BRUCE","12-17yrs",5975,4720,,,10179,.5870,.4637,
2021-08-17,2234,"HALDIMAND-NORFOLK","12-17yrs",3411,2687,,,7138,.4779,.3764,
2021-08-17,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","12-17yrs",6405,4843,,,10093,.6346,.4798,
2021-08-17,2236,"HALTON REGION","12-17yrs",39341,33855,,,49248,.7988,.6874,
2021-08-17,2237,"CITY OF HAMILTON","12-17yrs",23914,18795,,,37018,.6460,.5077,
2021-08-17,2238,"HASTINGS & PRINCE EDWARD COUNTIES","12-17yrs",6153,4757,,,9953,.6182,.4779,
2021-08-17,2240,"CHATHAM-KENT","12-17yrs",3680,2763,,,7233,.5088,.3820,
2021-08-17,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","12-17yrs",9177,7671,,,11803,.7775,.6499,
2021-08-17,2242,"LAMBTON COUNTY","12-17yrs",4916,3815,,,8280,.5937,.4607,
2021-08-17,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","12-17yrs",7428,6171,,,10477,.7090,.5890,
2021-08-17,2244,"MIDDLESEX-LONDON","12-17yrs",24204,19235,,,31735,.7627,.6061,
2021-08-17,2246,"NIAGARA REGION","12-17yrs",18289,14191,,,28353,.6450,.5005,
2021-08-17,2247,"NORTH BAY PARRY SOUND DISTRICT","12-17yrs",4515,3543,,,7244,.6233,.4891,
2021-08-17,2249,"NORTHWESTERN","12-17yrs",4410,3231,,,6670,.6611,.4844,
2021-08-17,2251,"CITY OF OTTAWA","12-17yrs",53893,43958,,,66222,.8138,.6638,
2021-08-17,2253,"PEEL REGION","12-17yrs",79135,63017,,,118974,.6651,.5297,
2021-08-17,2255,"PETERBOROUGH COUNTY-CITY","12-17yrs",5342,4213,,,8041,.6643,.5239,
2021-08-17,2256,"PORCUPINE","12-17yrs",3610,2668,,,5754,.6274,.4637,
2021-08-17,2257,"RENFREW COUNTY AND DISTRICT","12-17yrs",4039,3206,,,6329,.6381,.5065,
2021-08-17,2258,"EASTERN ONTARIO","12-17yrs",8633,6441,,,13423,.6431,.4798,
2021-08-17,2260,"SIMCOE MUSKOKA DISTRICT","12-17yrs",25069,19162,,,37614,.6665,.5094,
2021-08-17,2261,"SUDBURY AND DISTRICT","12-17yrs",7814,6078,,,11889,.6572,.5112,
2021-08-17,2262,"THUNDER BAY DISTRICT","12-17yrs",6275,4964,,,9043,.6939,.5490,
2021-08-17,2263,"TIMISKAMING","12-17yrs",1139,871,,,1897,.6004,.4591,
2021-08-17,2265,"WATERLOO REGION","12-17yrs",29161,24328,,,40049,.7281,.6075,
2021-08-17,2266,"WELLINGTON-DUFFERIN-GUELPH","12-17yrs",14946,12387,,,21168,.7061,.5852,
2021-08-17,2268,"WINDSOR-ESSEX COUNTY","12-17yrs",18347,14223,,,29770,.6163,.4778,
2021-08-17,2270,"YORK REGION","12-17yrs",65582,54072,,,89973,.7289,.6010,
2021-08-17,3895,"TORONTO","12-17yrs",116051,95933,,,162546,.7140,.5902,
2021-08-17,4913,"SOUTHWESTERN","12-17yrs",9176,7162,,,15337,.5983,.4670,
2021-08-17,5183,"HURON PERTH","12-17yrs",5855,4573,,,9790,.5981,.4671,
2021-08-17,9999,"UNKNOWN","12-17yrs",330,37,,,0,,,
2021-08-17,2226,"ALGOMA DISTRICT","18-29yrs",10300,8283,,,15509,.6641,.5341,
2021-08-17,2227,"BRANT COUNTY","18-29yrs",16216,13556,,,24059,.6740,.5635,
2021-08-17,2230,"DURHAM REGION","18-29yrs",82469,72169,,,114063,.7230,.6327,
2021-08-17,2233,"GREY BRUCE","18-29yrs",13574,11327,,,22126,.6135,.5119,
2021-08-17,2234,"HALDIMAND-NORFOLK","18-29yrs",8558,6902,,,15900,.5383,.4341,
2021-08-17,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","18-29yrs",15074,11956,,,22520,.6694,.5309,
2021-08-17,2236,"HALTON REGION","18-29yrs",68988,60462,,,95648,.7213,.6321,
2021-08-17,2237,"CITY OF HAMILTON","18-29yrs",66706,54981,,,100237,.6655,.5485,
2021-08-17,2238,"HASTINGS & PRINCE EDWARD COUNTIES","18-29yrs",13648,10198,,,22375,.6100,.4558,
2021-08-17,2240,"CHATHAM-KENT","18-29yrs",8521,6939,,,14984,.5687,.4631,
2021-08-17,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","18-29yrs",24742,20630,,,34068,.7263,.6056,
2021-08-17,2242,"LAMBTON COUNTY","18-29yrs",11530,9454,,,18558,.6213,.5094,
2021-08-17,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","18-29yrs",15502,12756,,,21695,.7145,.5880,
2021-08-17,2244,"MIDDLESEX-LONDON","18-29yrs",68252,55367,,,88180,.7740,.6279,
2021-08-17,2246,"NIAGARA REGION","18-29yrs",48949,38921,,,70592,.6934,.5514,
2021-08-17,2247,"NORTH BAY PARRY SOUND DISTRICT","18-29yrs",10750,8656,,,17552,.6125,.4932,
2021-08-17,2249,"NORTHWESTERN","18-29yrs",10116,8252,,,13990,.7231,.5898,
2021-08-17,2251,"CITY OF OTTAWA","18-29yrs",137371,115794,,,186587,.7362,.6206,
2021-08-17,2253,"PEEL REGION","18-29yrs",246218,192069,,,278974,.8826,.6885,
2021-08-17,2255,"PETERBOROUGH COUNTY-CITY","18-29yrs",14992,12162,,,21688,.6913,.5608,
2021-08-17,2256,"PORCUPINE","18-29yrs",8307,6360,,,12232,.6791,.5199,
2021-08-17,2257,"RENFREW COUNTY AND DISTRICT","18-29yrs",8780,7142,,,14861,.5908,.4806,
2021-08-17,2258,"EASTERN ONTARIO","18-29yrs",17643,14082,,,27830,.6340,.5060,
2021-08-17,2260,"SIMCOE MUSKOKA DISTRICT","18-29yrs",59872,47234,,,87904,.6811,.5373,
2021-08-17,2261,"SUDBURY AND DISTRICT","18-29yrs",19499,15627,,,29436,.6624,.5309,
2021-08-17,2262,"THUNDER BAY DISTRICT","18-29yrs",18203,14657,,,22251,.8181,.6587,
2021-08-17,2263,"TIMISKAMING","18-29yrs",2651,2029,,,4360,.6081,.4654,
2021-08-17,2265,"WATERLOO REGION","18-29yrs",86257,72384,,,99244,.8691,.7294,
2021-08-17,2266,"WELLINGTON-DUFFERIN-GUELPH","18-29yrs",36014,30918,,,50230,.7170,.6155,
2021-08-17,2268,"WINDSOR-ESSEX COUNTY","18-29yrs",49460,40873,,,72405,.6831,.5645,
2021-08-17,2270,"YORK REGION","18-29yrs",141134,124561,,,198762,.7101,.6267,
2021-08-17,3895,"TORONTO","18-29yrs",418957,359440,,,585930,.7150,.6135,
2021-08-17,4913,"SOUTHWESTERN","18-29yrs",19133,15037,,,30393,.6295,.4948,
2021-08-17,5183,"HURON PERTH","18-29yrs",13054,10759,,,20393,.6401,.5276,
2021-08-17,9999,"UNKNOWN","18-29yrs",1935,315,,,0,,,
2021-08-17,2226,"ALGOMA DISTRICT","30-39yrs",9179,7820,,,12062,.7610,.6483,
2021-08-17,2227,"BRANT COUNTY","30-39yrs",14869,12932,,,19698,.7548,.6565,
2021-08-17,2230,"DURHAM REGION","30-39yrs",77135,69098,,,93632,.8238,.7380,
2021-08-17,2233,"GREY BRUCE","30-39yrs",13813,12011,,,17931,.7703,.6698,
2021-08-17,2234,"HALDIMAND-NORFOLK","30-39yrs",8473,7070,,,11852,.7149,.5965,
2021-08-17,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","30-39yrs",14053,11710,,,17429,.8063,.6719,
2021-08-17,2236,"HALTON REGION","30-39yrs",62466,56180,,,80648,.7746,.6966,
2021-08-17,2237,"CITY OF HAMILTON","30-39yrs",60251,52281,,,84056,.7168,.6220,
2021-08-17,2238,"HASTINGS & PRINCE EDWARD COUNTIES","30-39yrs",12050,9658,,,17863,.6746,.5407,
2021-08-17,2240,"CHATHAM-KENT","30-39yrs",7645,6427,,,11594,.6594,.5543,
2021-08-17,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","30-39yrs",20650,17850,,,29909,.6904,.5968,
2021-08-17,2242,"LAMBTON COUNTY","30-39yrs",10461,9062,,,14493,.7218,.6253,
2021-08-17,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","30-39yrs",15223,13091,,,16449,.9255,.7959,
2021-08-17,2244,"MIDDLESEX-LONDON","30-39yrs",55070,46469,,,73436,.7499,.6328,
2021-08-17,2246,"NIAGARA REGION","30-39yrs",41094,34478,,,54175,.7585,.6364,
2021-08-17,2247,"NORTH BAY PARRY SOUND DISTRICT","30-39yrs",9990,8381,,,14543,.6869,.5763,
2021-08-17,2249,"NORTHWESTERN","30-39yrs",8453,7209,,,9958,.8489,.7240,
2021-08-17,2251,"CITY OF OTTAWA","30-39yrs",119588,105570,,,158259,.7556,.6671,
2021-08-17,2253,"PEEL REGION","30-39yrs",176484,149951,,,235513,.7494,.6367,
2021-08-17,2255,"PETERBOROUGH COUNTY-CITY","30-39yrs",13023,11078,,,18338,.7102,.6041,
2021-08-17,2256,"PORCUPINE","30-39yrs",6784,5560,,,9754,.6955,.5700,
2021-08-17,2257,"RENFREW COUNTY AND DISTRICT","30-39yrs",8181,7015,,,13489,.6065,.5200,
2021-08-17,2258,"EASTERN ONTARIO","30-39yrs",17593,14711,,,21920,.8026,.6711,
2021-08-17,2260,"SIMCOE MUSKOKA DISTRICT","30-39yrs",55359,45975,,,74380,.7443,.6181,
2021-08-17,2261,"SUDBURY AND DISTRICT","30-39yrs",16335,13742,,,24368,.6703,.5639,
2021-08-17,2262,"THUNDER BAY DISTRICT","30-39yrs",14928,12701,,,18511,.8064,.6861,
2021-08-17,2263,"TIMISKAMING","30-39yrs",2419,2026,,,3297,.7338,.6146,
2021-08-17,2265,"WATERLOO REGION","30-39yrs",69021,60328,,,84990,.8121,.7098,
2021-08-17,2266,"WELLINGTON-DUFFERIN-GUELPH","30-39yrs",32587,28873,,,42188,.7724,.6844,
2021-08-17,2268,"WINDSOR-ESSEX COUNTY","30-39yrs",37032,31645,,,48477,.7639,.6528,
2021-08-17,2270,"YORK REGION","30-39yrs",117515,105899,,,155115,.7576,.6827,
2021-08-17,3895,"TORONTO","30-39yrs",403770,363051,,,528595,.7639,.6868,
