"Date","PHU ID","PHU name","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2022-01-19,2256,"PORCUPINE","30-39yrs",9158,,8438,2955,10325,.8870,.8172,.2862
2022-01-19,2257,"RENFREW COUNTY AND DISTRICT","30-39yrs",10055,,9544,3529,13788,.7293,.6922,.2559
2022-01-19,2258,"EASTERN ONTARIO","30-39yrs",22317,,21104,7084,24648,.9054,.8562,.2874
2022-01-19,2260,"SIMCOE MUSKOKA DISTRICT","30-39yrs",66407,,63799,21856,75657,.8777,.8433,.2889
2022-01-19,2261,"SUDBURY AND DISTRICT","30-39yrs",21581,,20441,7521,24636,.8760,.8297,.3053
2022-01-19,2262,"THUNDER BAY DISTRICT","30-39yrs",17551,,16782,6271,19031,.9222,.8818,.3295
2022-01-19,2263,"TIMISKAMING","30-39yrs",3141,,2967,1261,3767,.8338,.7876,.3347
2022-01-19,2265,"WATERLOO REGION","30-39yrs",79549,,76895,34396,87351,.9107,.8803,.3938
2022-01-19,2266,"WELLINGTON-DUFFERIN-GUELPH","30-39yrs",37662,,36522,15398,41744,.9022,.8749,.3689
2022-01-19,2268,"WINDSOR-ESSEX COUNTY","30-39yrs",45804,,43706,14969,48880,.9371,.8941,.3062
2022-01-19,2270,"YORK REGION","30-39yrs",132462,,128846,54183,148115,.8943,.8699,.3658
2022-01-19,3895,"TORONTO","30-39yrs",451572,,435611,182078,520994,.8668,.8361,.3495
2022-01-19,4913,"SOUTHWESTERN","30-39yrs",22717,,21998,7098,26777,.8484,.8215,.2651
2022-01-19,5183,"HURON PERTH","30-39yrs",13854,,13380,5744,16402,.8447,.8158,.3502
2022-01-19,9999,"UNKNOWN","30-39yrs",4745,,3196,118,0,,,
2022-01-19,2226,"ALGOMA DISTRICT","40-49yrs",10959,,10554,5239,12384,.8849,.8522,.4230
2022-01-19,2227,"BRANT COUNTY","40-49yrs",16969,,16516,6923,19010,.8926,.8688,.3642
2022-01-19,2230,"DURHAM REGION","40-49yrs",87903,,86019,37264,94098,.9342,.9141,.3960
2022-01-19,2233,"GREY BRUCE","40-49yrs",15018,,14668,7714,17789,.8442,.8246,.4336
2022-01-19,2234,"HALDIMAND-NORFOLK","40-49yrs",11045,,10722,4045,13113,.8423,.8177,.3085
2022-01-19,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","40-49yrs",16154,,15673,7063,19116,.8451,.8199,.3695
2022-01-19,2236,"HALTON REGION","40-49yrs",84223,,82861,38515,91657,.9189,.9040,.4202
2022-01-19,2237,"CITY OF HAMILTON","40-49yrs",62722,,61045,29313,70959,.8839,.8603,.4131
2022-01-19,2238,"HASTINGS & PRINCE EDWARD COUNTIES","40-49yrs",15580,,15019,7924,18728,.8319,.8020,.4231
2022-01-19,2240,"CHATHAM-KENT","40-49yrs",10086,,9741,4193,11757,.8579,.8285,.3566
2022-01-19,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","40-49yrs",21872,,21011,13431,23716,.9222,.8859,.5663
2022-01-19,2242,"LAMBTON COUNTY","40-49yrs",12154,,11824,4783,14394,.8444,.8215,.3323
2022-01-19,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","40-49yrs",18230,,17789,8685,19842,.9188,.8965,.4377
2022-01-19,2244,"MIDDLESEX-LONDON","40-49yrs",56680,,55305,25071,60902,.9307,.9081,.4117
2022-01-19,2246,"NIAGARA REGION","40-49yrs",48468,,47052,19456,55219,.8777,.8521,.3523
2022-01-19,2247,"NORTH BAY PARRY SOUND DISTRICT","40-49yrs",12061,,11634,5778,14193,.8498,.8197,.4071
2022-01-19,2249,"NORTHWESTERN","40-49yrs",9127,,8739,4277,9209,.9911,.9490,.4644
2022-01-19,2251,"CITY OF OTTAWA","40-49yrs",128375,,125066,73839,135228,.9493,.9249,.5460
2022-01-19,2253,"PEEL REGION","40-49yrs",181726,,177088,60478,204083,.8905,.8677,.2963
2022-01-19,2255,"PETERBOROUGH COUNTY-CITY","40-49yrs",13533,,13173,7150,15438,.8766,.8533,.4631
2022-01-19,2256,"PORCUPINE","40-49yrs",8823,,8370,3712,9905,.8908,.8450,.3748
2022-01-19,2257,"RENFREW COUNTY AND DISTRICT","40-49yrs",9580,,9236,4072,11945,.8020,.7732,.3409
2022-01-19,2258,"EASTERN ONTARIO","40-49yrs",21845,,21158,8403,24855,.8789,.8513,.3381
2022-01-19,2260,"SIMCOE MUSKOKA DISTRICT","40-49yrs",63338,,61581,26968,73483,.8619,.8380,.3670
2022-01-19,2261,"SUDBURY AND DISTRICT","40-49yrs",21856,,21079,9772,24736,.8836,.8522,.3951
2022-01-19,2262,"THUNDER BAY DISTRICT","40-49yrs",15828,,15315,6935,17767,.8909,.8620,.3903
2022-01-19,2263,"TIMISKAMING","40-49yrs",3160,,3066,1580,3693,.8557,.8302,.4278
2022-01-19,2265,"WATERLOO REGION","40-49yrs",69093,,67378,35431,76802,.8996,.8773,.4613
2022-01-19,2266,"WELLINGTON-DUFFERIN-GUELPH","40-49yrs",35006,,34331,17312,39447,.8874,.8703,.4389
2022-01-19,2268,"WINDSOR-ESSEX COUNTY","40-49yrs",46540,,45111,19718,51966,.8956,.8681,.3794
2022-01-19,2270,"YORK REGION","40-49yrs",150748,,147774,68009,165182,.9126,.8946,.4117
2022-01-19,3895,"TORONTO","40-49yrs",350086,,340848,160735,390269,.8970,.8734,.4119
2022-01-19,4913,"SOUTHWESTERN","40-49yrs",22346,,21846,8515,26538,.8420,.8232,.3209
2022-01-19,5183,"HURON PERTH","40-49yrs",13350,,13042,6564,16013,.8337,.8145,.4099
2022-01-19,9999,"UNKNOWN","40-49yrs",2410,,1564,82,0,,,
2022-01-19,2226,"ALGOMA DISTRICT","50-59yrs",14325,,13990,8458,16953,.8450,.8252,.4989
2022-01-19,2227,"BRANT COUNTY","50-59yrs",18453,,18093,10081,20866,.8844,.8671,.4831
2022-01-19,2230,"DURHAM REGION","50-59yrs",94391,,92881,52123,102978,.9166,.9019,.5062
2022-01-19,2233,"GREY BRUCE","50-59yrs",19754,,19396,12533,24877,.7941,.7797,.5038
2022-01-19,2234,"HALDIMAND-NORFOLK","50-59yrs",14482,,14197,7431,17643,.8208,.8047,.4212
2022-01-19,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","50-59yrs",24061,,23545,13405,29429,.8176,.8001,.4555
2022-01-19,2236,"HALTON REGION","50-59yrs",81376,,80161,46887,86903,.9364,.9224,.5395
2022-01-19,2237,"CITY OF HAMILTON","50-59yrs",70962,,69417,41012,80165,.8852,.8659,.5116
2022-01-19,2238,"HASTINGS & PRINCE EDWARD COUNTIES","50-59yrs",21333,,20793,13515,25686,.8305,.8095,.5262
2022-01-19,2240,"CHATHAM-KENT","50-59yrs",12981,,12709,7217,15400,.8429,.8253,.4686
2022-01-19,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","50-59yrs",26530,,25784,18807,29334,.9044,.8790,.6411
2022-01-19,2242,"LAMBTON COUNTY","50-59yrs",14735,,14455,7336,18084,.8148,.7993,.4057
2022-01-19,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","50-59yrs",25508,,25095,15195,28701,.8887,.8744,.5294
2022-01-19,2244,"MIDDLESEX-LONDON","50-59yrs",59781,,58718,34798,66987,.8924,.8766,.5195
2022-01-19,2246,"NIAGARA REGION","50-59yrs",60027,,58722,31551,69466,.8641,.8453,.4542
2022-01-19,2247,"NORTH BAY PARRY SOUND DISTRICT","50-59yrs",16638,,16259,9912,19980,.8327,.8138,.4961
2022-01-19,2249,"NORTHWESTERN","50-59yrs",10306,,10001,5959,11030,.9344,.9067,.5403
2022-01-19,2251,"CITY OF OTTAWA","50-59yrs",134736,,131793,90546,141858,.9498,.9290,.6383
2022-01-19,2253,"PEEL REGION","50-59yrs",193926,,190149,89730,208422,.9304,.9123,.4305
2022-01-19,2255,"PETERBOROUGH COUNTY-CITY","50-59yrs",16567,,16233,10589,20088,.8247,.8081,.5271
2022-01-19,2256,"PORCUPINE","50-59yrs",10847,,10485,6167,12076,.8982,.8683,.5107
2022-01-19,2257,"RENFREW COUNTY AND DISTRICT","50-59yrs",13053,,12740,7114,15347,.8505,.8301,.4635
2022-01-19,2258,"EASTERN ONTARIO","50-59yrs",28564,,27927,14761,33067,.8638,.8446,.4464
2022-01-19,2260,"SIMCOE MUSKOKA DISTRICT","50-59yrs",76616,,75101,43780,89774,.8534,.8366,.4877
2022-01-19,2261,"SUDBURY AND DISTRICT","50-59yrs",26542,,25939,15186,30144,.8805,.8605,.5038
2022-01-19,2262,"THUNDER BAY DISTRICT","50-59yrs",19379,,18925,10919,21815,.8883,.8675,.5005
2022-01-19,2263,"TIMISKAMING","50-59yrs",4095,,3985,2572,4931,.8305,.8082,.5216
2022-01-19,2265,"WATERLOO REGION","50-59yrs",70002,,68622,42494,78080,.8965,.8789,.5442
2022-01-19,2266,"WELLINGTON-DUFFERIN-GUELPH","50-59yrs",39602,,38981,23224,43874,.9026,.8885,.5293
2022-01-19,2268,"WINDSOR-ESSEX COUNTY","50-59yrs",53840,,52670,30417,60022,.8970,.8775,.5068
2022-01-19,2270,"YORK REGION","50-59yrs",164412,,161627,91579,182142,.9027,.8874,.5028
2022-01-19,3895,"TORONTO","50-59yrs",363308,,354931,194520,385616,.9421,.9204,.5044
2022-01-19,4913,"SOUTHWESTERN","50-59yrs",25756,,25356,13768,30384,.8477,.8345,.4531
2022-01-19,5183,"HURON PERTH","50-59yrs",16754,,16484,10548,19943,.8401,.8266,.5289
2022-01-19,9999,"UNKNOWN","50-59yrs",2097,,1302,62,0,,,
2022-01-19,2226,"ALGOMA DISTRICT","60-69yrs",18277,,18010,13052,19044,.9597,.9457,.6854
2022-01-19,2227,"BRANT COUNTY","60-69yrs",18559,,18295,12800,19299,.9617,.9480,.6632
2022-01-19,2230,"DURHAM REGION","60-69yrs",79826,,78577,52932,81177,.9834,.9680,.6521
2022-01-19,2233,"GREY BRUCE","60-69yrs",26466,,26161,19928,28912,.9154,.9048,.6893
2022-01-19,2234,"HALDIMAND-NORFOLK","60-69yrs",17309,,17118,11577,18641,.9285,.9183,.6211
2022-01-19,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","60-69yrs",32099,,31650,22284,34098,.9414,.9282,.6535
2022-01-19,2236,"HALTON REGION","60-69yrs",60616,,59647,41189,62641,.9677,.9522,.6575
2022-01-19,2237,"CITY OF HAMILTON","60-69yrs",66443,,65357,46109,70344,.9445,.9291,.6555
2022-01-19,2238,"HASTINGS & PRINCE EDWARD COUNTIES","60-69yrs",26293,,25946,19566,26940,.9760,.9631,.7263
2022-01-19,2240,"CHATHAM-KENT","60-69yrs",15403,,15207,11136,15899,.9688,.9565,.7004
2022-01-19,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","60-69yrs",28557,,28101,23170,28448,.9999,.9878,.8145
2022-01-19,2242,"LAMBTON COUNTY","60-69yrs",18453,,18233,11739,20598,.8959,.8852,.5699
2022-01-19,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","60-69yrs",30638,,30300,21793,29749,.9999,.9999,.7326
2022-01-19,2244,"MIDDLESEX-LONDON","60-69yrs",57828,,57024,40220,59572,.9707,.9572,.6751
2022-01-19,2246,"NIAGARA REGION","60-69yrs",64373,,63422,42107,67398,.9551,.9410,.6248
2022-01-19,2247,"NORTH BAY PARRY SOUND DISTRICT","60-69yrs",19952,,19649,14385,20696,.9641,.9494,.6951
2022-01-19,2249,"NORTHWESTERN","60-69yrs",10828,,10637,7416,10939,.9899,.9724,.6779
2022-01-19,2251,"CITY OF OTTAWA","60-69yrs",115248,,113016,88140,116477,.9894,.9703,.7567
2022-01-19,2253,"PEEL REGION","60-69yrs",153342,,150660,85688,158887,.9651,.9482,.5393
2022-01-19,2255,"PETERBOROUGH COUNTY-CITY","60-69yrs",21509,,21222,16067,22457,.9578,.9450,.7155
2022-01-19,2256,"PORCUPINE","60-69yrs",11498,,11264,8247,11840,.9711,.9514,.6965
2022-01-19,2257,"RENFREW COUNTY AND DISTRICT","60-69yrs",15918,,15672,10476,16035,.9927,.9774,.6533
2022-01-19,2258,"EASTERN ONTARIO","60-69yrs",31328,,30759,20501,32049,.9775,.9597,.6397
2022-01-19,2260,"SIMCOE MUSKOKA DISTRICT","60-69yrs",78829,,77713,54687,81078,.9723,.9585,.6745
2022-01-19,2261,"SUDBURY AND DISTRICT","60-69yrs",28079,,27700,19490,28774,.9758,.9627,.6773
2022-01-19,2262,"THUNDER BAY DISTRICT","60-69yrs",21475,,21131,14593,22662,.9476,.9324,.6439
2022-01-19,2263,"TIMISKAMING","60-69yrs",5073,,4991,3749,5428,.9346,.9195,.6907
2022-01-19,2265,"WATERLOO REGION","60-69yrs",59926,,58865,42378,63081,.9500,.9332,.6718
2022-01-19,2266,"WELLINGTON-DUFFERIN-GUELPH","60-69yrs",35704,,35141,25289,36353,.9821,.9667,.6957
2022-01-19,2268,"WINDSOR-ESSEX COUNTY","60-69yrs",51284,,50432,36900,53985,.9500,.9342,.6835
2022-01-19,2270,"YORK REGION","60-69yrs",131991,,129895,88144,141049,.9358,.9209,.6249
2022-01-19,3895,"TORONTO","60-69yrs",308594,,301893,195440,311806,.9897,.9682,.6268
2022-01-19,4913,"SOUTHWESTERN","60-69yrs",26689,,26384,18116,28021,.9525,.9416,.6465
2022-01-19,5183,"HURON PERTH","60-69yrs",20752,,20520,15765,20828,.9964,.9852,.7569
2022-01-19,9999,"UNKNOWN","60-69yrs",1972,,1254,76,0,,,
2022-01-19,2226,"ALGOMA DISTRICT","70-79yrs",12987,,12827,10424,13175,.9857,.9736,.7912
2022-01-19,2227,"BRANT COUNTY","70-79yrs",12696,,12568,10171,12099,.9999,.9999,.8406
2022-01-19,2230,"DURHAM REGION","70-79yrs",49449,,48704,37344,47966,.9999,.9999,.7786
2022-01-19,2233,"GREY BRUCE","70-79yrs",19110,,18934,15852,19865,.9620,.9531,.7980
2022-01-19,2234,"HALDIMAND-NORFOLK","70-79yrs",12091,,11960,9661,12113,.9982,.9874,.7976
2022-01-19,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","70-79yrs",24122,,23858,18923,24908,.9684,.9578,.7597
2022-01-19,2236,"HALTON REGION","70-79yrs",42898,,42256,33153,42738,.9999,.9887,.7757
2022-01-19,2237,"CITY OF HAMILTON","70-79yrs",43766,,43125,34195,44413,.9854,.9710,.7699
2022-01-19,2238,"HASTINGS & PRINCE EDWARD COUNTIES","70-79yrs",18806,,18577,15371,18907,.9947,.9825,.8130
2022-01-19,2240,"CHATHAM-KENT","70-79yrs",10762,,10639,8814,10649,.9999,.9991,.8277
2022-01-19,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","70-79yrs",20312,,20070,17547,20104,.9999,.9983,.8728
2022-01-19,2242,"LAMBTON COUNTY","70-79yrs",13214,,13073,10413,13631,.9694,.9591,.7639
2022-01-19,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","70-79yrs",22096,,21894,17916,20560,.9999,.9999,.8714
2022-01-19,2244,"MIDDLESEX-LONDON","70-79yrs",39492,,39020,31259,38641,.9999,.9999,.8090
2022-01-19,2246,"NIAGARA REGION","70-79yrs",47474,,46862,36087,48272,.9835,.9708,.7476
2022-01-19,2247,"NORTH BAY PARRY SOUND DISTRICT","70-79yrs",13614,,13456,10914,13881,.9808,.9694,.7863
2022-01-19,2249,"NORTHWESTERN","70-79yrs",6360,,6275,4892,6199,.9999,.9999,.7892
2022-01-19,2251,"CITY OF OTTAWA","70-79yrs",75979,,74740,63741,74077,.9999,.9999,.8605
2022-01-19,2253,"PEEL REGION","70-79yrs",92772,,91259,60917,94902,.9776,.9616,.6419
2022-01-19,2255,"PETERBOROUGH COUNTY-CITY","70-79yrs",16135,,15975,13395,15750,.9999,.9999,.8505
2022-01-19,2256,"PORCUPINE","70-79yrs",6889,,6786,5529,6809,.9999,.9966,.8120
2022-01-19,2257,"RENFREW COUNTY AND DISTRICT","70-79yrs",10964,,10845,8204,10903,.9999,.9947,.7525
2022-01-19,2258,"EASTERN ONTARIO","70-79yrs",21170,,20853,15970,20986,.9999,.9937,.7610
2022-01-19,2260,"SIMCOE MUSKOKA DISTRICT","70-79yrs",53412,,52770,41984,54147,.9864,.9746,.7754
2022-01-19,2261,"SUDBURY AND DISTRICT","70-79yrs",18833,,18615,14983,18366,.9999,.9999,.8158
2022-01-19,2262,"THUNDER BAY DISTRICT","70-79yrs",13892,,13735,10843,13734,.9999,.9999,.7895
2022-01-19,2263,"TIMISKAMING","70-79yrs",3489,,3435,2888,3483,.9999,.9862,.8292
2022-01-19,2265,"WATERLOO REGION","70-79yrs",39124,,38554,31451,39229,.9973,.9828,.8017
2022-01-19,2266,"WELLINGTON-DUFFERIN-GUELPH","70-79yrs",23465,,23169,19295,22803,.9999,.9999,.8462
2022-01-19,2268,"WINDSOR-ESSEX COUNTY","70-79yrs",34959,,34474,28320,35194,.9933,.9795,.8047
2022-01-19,2270,"YORK REGION","70-79yrs",85196,,83835,63464,86940,.9799,.9643,.7300
2022-01-19,3895,"TORONTO","70-79yrs",195321,,191424,141386,196050,.9963,.9764,.7212
2022-01-19,4913,"SOUTHWESTERN","70-79yrs",18965,,18771,14836,18997,.9983,.9881,.7810
2022-01-19,5183,"HURON PERTH","70-79yrs",15110,,14980,12773,14070,.9999,.9999,.9078
2022-01-19,9999,"UNKNOWN","70-79yrs",862,,674,32,0,,,
2022-01-19,2226,"ALGOMA DISTRICT","80+",7733,,7567,6179,7709,.9999,.9816,.8015
2022-01-19,2227,"BRANT COUNTY","80+",7200,,7034,5666,6558,.9999,.9999,.8640
2022-01-19,2230,"DURHAM REGION","80+",27774,,27156,21002,25291,.9999,.9999,.8304
2022-01-19,2233,"GREY BRUCE","80+",10336,,10102,8338,10831,.9543,.9327,.7698
2022-01-19,2234,"HALDIMAND-NORFOLK","80+",6261,,6132,5041,5905,.9999,.9999,.8537
2022-01-19,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","80+",13272,,12987,10306,12957,.9999,.9999,.7954
2022-01-19,2236,"HALTON REGION","80+",27487,,26948,21390,25249,.9999,.9999,.8472
2022-01-19,2237,"CITY OF HAMILTON","80+",28029,,27364,21427,27732,.9999,.9867,.7726
2022-01-19,2238,"HASTINGS & PRINCE EDWARD COUNTIES","80+",10487,,10253,8521,10075,.9999,.9999,.8458
2022-01-19,2240,"CHATHAM-KENT","80+",6365,,6229,5193,6164,.9999,.9999,.8425
2022-01-19,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","80+",11627,,11382,9768,11162,.9999,.9999,.8751
2022-01-19,2242,"LAMBTON COUNTY","80+",7447,,7312,5949,7598,.9801,.9624,.7830
2022-01-19,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","80+",11412,,11215,9147,10315,.9999,.9999,.8868
2022-01-19,2244,"MIDDLESEX-LONDON","80+",23719,,23198,18630,22251,.9999,.9999,.8373
2022-01-19,2246,"NIAGARA REGION","80+",29032,,28347,22056,28409,.9999,.9978,.7764
2022-01-19,2247,"NORTH BAY PARRY SOUND DISTRICT","80+",7875,,7711,6280,7477,.9999,.9999,.8399
2022-01-19,2249,"NORTHWESTERN","80+",3285,,3191,2515,3212,.9999,.9935,.7830
2022-01-19,2251,"CITY OF OTTAWA","80+",44547,,43436,36766,41522,.9999,.9999,.8855
2022-01-19,2253,"PEEL REGION","80+",48781,,47544,32999,48320,.9999,.9839,.6829
2022-01-19,2255,"PETERBOROUGH COUNTY-CITY","80+",9396,,9238,7710,8939,.9999,.9999,.8625
2022-01-19,2256,"PORCUPINE","80+",3799,,3693,3019,3641,.9999,.9999,.8292
2022-01-19,2257,"RENFREW COUNTY AND DISTRICT","80+",6196,,6068,4631,6084,.9999,.9974,.7612
2022-01-19,2258,"EASTERN ONTARIO","80+",11322,,11032,8616,10870,.9999,.9999,.7926
2022-01-19,2260,"SIMCOE MUSKOKA DISTRICT","80+",30597,,29927,24076,28443,.9999,.9999,.8465
2022-01-19,2261,"SUDBURY AND DISTRICT","80+",10772,,10553,8369,10303,.9999,.9999,.8123
2022-01-19,2262,"THUNDER BAY DISTRICT","80+",8123,,7956,6226,7756,.9999,.9999,.8027
2022-01-19,2263,"TIMISKAMING","80+",1974,,1924,1569,1926,.9999,.9990,.8146
2022-01-19,2265,"WATERLOO REGION","80+",23217,,22729,18471,21692,.9999,.9999,.8515
2022-01-19,2266,"WELLINGTON-DUFFERIN-GUELPH","80+",14097,,13767,11677,12673,.9999,.9999,.9214
2022-01-19,2268,"WINDSOR-ESSEX COUNTY","80+",20271,,19749,16124,19989,.9999,.9880,.8066
2022-01-19,2270,"YORK REGION","80+",49000,,47818,36176,47460,.9999,.9999,.7622
2022-01-19,3895,"TORONTO","80+",131994,,128322,95725,138813,.9509,.9244,.6896
2022-01-19,4913,"SOUTHWESTERN","80+",10827,,10634,8511,10429,.9999,.9999,.8161
2022-01-19,5183,"HURON PERTH","80+",8909,,8769,7402,8080,.9999,.9999,.9161
2022-01-19,9999,"UNKNOWN","80+",184,,153,1,0,,,
2022-01-19,2226,"ALGOMA DISTRICT","Adults_18plus",88714,,85958,52345,98334,.9022,.8741,.5323
2022-01-19,2227,"BRANT COUNTY","Adults_18plus",110657,,107597,56734,121095,.9138,.8885,.4685
2022-01-19,2230,"DURHAM REGION","Adults_18plus",528487,,516044,263471,560803,.9424,.9202,.4698
2022-01-19,2233,"GREY BRUCE","Adults_18plus",122613,,119837,77200,143640,.8536,.8343,.5375
2022-01-19,2234,"HALDIMAND-NORFOLK","Adults_18plus",84189,,82055,43978,97564,.8629,.8410,.4508
2022-01-19,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Adults_18plus",144442,,140646,83244,161500,.8944,.8709,.5154
2022-01-19,2236,"HALTON REGION","Adults_18plus",443180,,434614,234517,475157,.9327,.9147,.4936
2022-01-19,2237,"CITY OF HAMILTON","Adults_18plus",427019,,414842,230958,471883,.9049,.8791,.4894
2022-01-19,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Adults_18plus",125650,,121838,77607,142715,.8804,.8537,.5438
2022-01-19,2240,"CHATHAM-KENT","Adults_18plus",76798,,74712,43573,86438,.8885,.8643,.5041
2022-01-19,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Adults_18plus",164462,,158682,109326,174388,.9431,.9099,.6269
2022-01-19,2242,"LAMBTON COUNTY","Adults_18plus",93457,,91151,48276,108590,.8606,.8394,.4446
2022-01-19,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Adults_18plus",145048,,141809,86043,149339,.9713,.9496,.5762
2022-01-19,2244,"MIDDLESEX-LONDON","Adults_18plus",388825,,378520,199086,413172,.9411,.9161,.4818
2022-01-19,2246,"NIAGARA REGION","Adults_18plus",358853,,348840,183764,397802,.9021,.8769,.4619
2022-01-19,2247,"NORTH BAY PARRY SOUND DISTRICT","Adults_18plus",95737,,92811,56177,107803,.8881,.8609,.5211
2022-01-19,2249,"NORTHWESTERN","Adults_18plus",62481,,59745,32666,62665,.9971,.9534,.5213
2022-01-19,2251,"CITY OF OTTAWA","Adults_18plus",796287,,772999,486069,844464,.9429,.9154,.5756
2022-01-19,2253,"PEEL REGION","Adults_18plus",1158700,,1125722,450952,1247266,.9290,.9026,.3616
2022-01-19,2255,"PETERBOROUGH COUNTY-CITY","Adults_18plus",110703,,108023,68251,123142,.8990,.8772,.5542
2022-01-19,2256,"PORCUPINE","Adults_18plus",62044,,59181,32491,67770,.9155,.8733,.4794
2022-01-19,2257,"RENFREW COUNTY AND DISTRICT","Adults_18plus",76776,,74478,41253,88379,.8687,.8427,.4668
2022-01-19,2258,"EASTERN ONTARIO","Adults_18plus",159297,,154295,81217,174470,.9130,.8844,.4655
2022-01-19,2260,"SIMCOE MUSKOKA DISTRICT","Adults_18plus",441678,,429890,232994,492256,.8973,.8733,.4733
2022-01-19,2261,"SUDBURY AND DISTRICT","Adults_18plus",154169,,149368,83019,169007,.9122,.8838,.4912
2022-01-19,2262,"THUNDER BAY DISTRICT","Adults_18plus",117984,,114425,61758,128979,.9148,.8872,.4788
2022-01-19,2263,"TIMISKAMING","Adults_18plus",24526,,23724,14812,27679,.8861,.8571,.5351
2022-01-19,2265,"WATERLOO REGION","Adults_18plus",444590,,432080,241418,484311,.9180,.8922,.4985
2022-01-19,2266,"WELLINGTON-DUFFERIN-GUELPH","Adults_18plus",228101,,222892,127206,247965,.9199,.8989,.5130
2022-01-19,2268,"WINDSOR-ESSEX COUNTY","Adults_18plus",314403,,304945,165530,347957,.9036,.8764,.4757
2022-01-19,2270,"YORK REGION","Adults_18plus",874227,,855701,462368,960240,.9104,.8911,.4815
2022-01-19,3895,"TORONTO","Adults_18plus",2290963,,2219451,1125337,2506447,.9140,.8855,.4490
2022-01-19,4913,"SOUTHWESTERN","Adults_18plus",150572,,147275,76970,171905,.8759,.8567,.4477
2022-01-19,5183,"HURON PERTH","Adults_18plus",104656,,102454,64391,116004,.9022,.8832,.5551
2022-01-19,9999,"UNKNOWN","Adults_18plus",25238,,14750,495,0,,,
2022-01-19,2226,"ALGOMA DISTRICT","Ontario_12plus",94239,,91199,52477,104953,.8979,.8690,.5000
2022-01-19,2227,"BRANT COUNTY","Ontario_12plus",119328,,115795,56821,132046,.9037,.8769,.4303
2022-01-19,2230,"DURHAM REGION","Ontario_12plus",574420,,560323,264130,612483,.9379,.9148,.4312
2022-01-19,2233,"GREY BRUCE","Ontario_12plus",130246,,127178,77364,154073,.8454,.8254,.5021
2022-01-19,2234,"HALDIMAND-NORFOLK","Ontario_12plus",89260,,86915,44052,105173,.8487,.8264,.4189
2022-01-19,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","Ontario_12plus",152505,,148322,83375,171915,.8871,.8628,.4850
2022-01-19,2236,"HALTON REGION","Ontario_12plus",490501,,480853,235148,526321,.9319,.9136,.4468
2022-01-19,2237,"CITY OF HAMILTON","Ontario_12plus",458742,,444972,231387,509366,.9006,.8736,.4543
2022-01-19,2238,"HASTINGS & PRINCE EDWARD COUNTIES","Ontario_12plus",133996,,129744,77744,153042,.8756,.8478,.5080
2022-01-19,2240,"CHATHAM-KENT","Ontario_12plus",82018,,79695,43652,93570,.8765,.8517,.4665
2022-01-19,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","Ontario_12plus",175558,,169455,109545,186444,.9416,.9089,.5875
2022-01-19,2242,"LAMBTON COUNTY","Ontario_12plus",99955,,97381,48363,116969,.8545,.8325,.4135
2022-01-19,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","Ontario_12plus",154396,,150832,86209,160400,.9626,.9403,.5375
2022-01-19,2244,"MIDDLESEX-LONDON","Ontario_12plus",419520,,408143,199455,446201,.9402,.9147,.4470
2022-01-19,2246,"NIAGARA REGION","Ontario_12plus",382873,,371696,184002,427568,.8955,.8693,.4303
2022-01-19,2247,"NORTH BAY PARRY SOUND DISTRICT","Ontario_12plus",101719,,98497,56260,115269,.8824,.8545,.4881
2022-01-19,2249,"NORTHWESTERN","Ontario_12plus",68423,,65135,32834,68911,.9929,.9452,.4765
2022-01-19,2251,"CITY OF OTTAWA","Ontario_12plus",861631,,835745,487146,913904,.9428,.9145,.5330
2022-01-19,2253,"PEEL REGION","Ontario_12plus",1255627,,1218032,451760,1359892,.9233,.8957,.3322
2022-01-19,2255,"PETERBOROUGH COUNTY-CITY","Ontario_12plus",117670,,114696,68367,131557,.8944,.8718,.5197
2022-01-19,2256,"PORCUPINE","Ontario_12plus",67073,,63857,32591,73670,.9105,.8668,.4424
