"REF_DATE","GEO","DGUID","Gender","Age group","Transmission","Hospitalization","Death","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933669","2.2.5.1.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933670","2.2.5.1.3.3","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933671","2.2.5.1.3.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not hospitalized","Total, by death status","Number","223","units","0","v1160933672","2.2.5.1.4.1","125","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933673","2.2.5.1.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not hospitalized","No, not deceased","Number","223","units","0","v1160933674","2.2.5.1.4.3","92","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933675","2.2.5.1.4.4","33","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933676","2.2.5.1.5.1","7","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933677","2.2.5.1.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933678","2.2.5.1.5.3","4","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Total, by transmission","Not stated, hospitalized","Not stated, deceased","Number","223","units","0","v1160933679","2.2.5.1.5.4","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Total, by hospitalization status","Total, by death status","Number","223","units","0","v1160933680","2.2.5.2.1.1","110","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Total, by hospitalization status","Yes, deceased","Number","223","units","0","v1160933681","2.2.5.2.1.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Total, by hospitalization status","No, not deceased","Number","223","units","0","v1160933682","2.2.5.2.1.3","82","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Total, by hospitalization status","Not stated, deceased","Number","223","units","0","v1160933683","2.2.5.2.1.4","28","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized and ICU admitted","Total, by death status","Number","223","units","0","v1160933684","2.2.5.2.2.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized and ICU admitted","Yes, deceased","Number","223","units","0","v1160933685","2.2.5.2.2.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized and ICU admitted","No, not deceased","Number","223","units","0","v1160933686","2.2.5.2.2.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized and ICU admitted","Not stated, deceased","Number","223","units","0","v1160933687","2.2.5.2.2.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized but not ICU admitted","Total, by death status","Number","223","units","0","v1160933688","2.2.5.2.3.1","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933689","2.2.5.2.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933690","2.2.5.2.3.3","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933691","2.2.5.2.3.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not hospitalized","Total, by death status","Number","223","units","0","v1160933692","2.2.5.2.4.1","104","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933693","2.2.5.2.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not hospitalized","No, not deceased","Number","223","units","0","v1160933694","2.2.5.2.4.3","77","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933695","2.2.5.2.4.4","27","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933696","2.2.5.2.5.1","4","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933697","2.2.5.2.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933698","2.2.5.2.5.3","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Community exposures","Not stated, hospitalized","Not stated, deceased","Number","223","units","0","v1160933699","2.2.5.2.5.4","1","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Total, by hospitalization status","Total, by death status","Number","223","units","0","v1160933700","2.2.5.3.1.1","18","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Total, by hospitalization status","Yes, deceased","Number","223","units","0","v1160933701","2.2.5.3.1.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Total, by hospitalization status","No, not deceased","Number","223","units","0","v1160933702","2.2.5.3.1.3","13","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Total, by hospitalization status","Not stated, deceased","Number","223","units","0","v1160933703","2.2.5.3.1.4","5","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized and ICU admitted","Total, by death status","Number","223","units","0","v1160933704","2.2.5.3.2.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized and ICU admitted","Yes, deceased","Number","223","units","0","v1160933705","2.2.5.3.2.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized and ICU admitted","No, not deceased","Number","223","units","0","v1160933706","2.2.5.3.2.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized and ICU admitted","Not stated, deceased","Number","223","units","0","v1160933707","2.2.5.3.2.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized but not ICU admitted","Total, by death status","Number","223","units","0","v1160933708","2.2.5.3.3.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933709","2.2.5.3.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933710","2.2.5.3.3.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933711","2.2.5.3.3.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not hospitalized","Total, by death status","Number","223","units","0","v1160933712","2.2.5.3.4.1","18","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933713","2.2.5.3.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not hospitalized","No, not deceased","Number","223","units","0","v1160933714","2.2.5.3.4.3","13","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933715","2.2.5.3.4.4","5","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933716","2.2.5.3.5.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933717","2.2.5.3.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933718","2.2.5.3.5.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Travel exposures","Not stated, hospitalized","Not stated, deceased","Number","223","units","0","v1160933719","2.2.5.3.5.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Total, by hospitalization status","Total, by death status","Number","223","units","0","v1160933720","2.2.5.4.1.1","6","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Total, by hospitalization status","Yes, deceased","Number","223","units","0","v1160933721","2.2.5.4.1.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Total, by hospitalization status","No, not deceased","Number","223","units","0","v1160933722","2.2.5.4.1.3","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Total, by hospitalization status","Not stated, deceased","Number","223","units","0","v1160933723","2.2.5.4.1.4","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized and ICU admitted","Total, by death status","Number","223","units","0","v1160933724","2.2.5.4.2.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized and ICU admitted","Yes, deceased","Number","223","units","0","v1160933725","2.2.5.4.2.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized and ICU admitted","No, not deceased","Number","223","units","0","v1160933726","2.2.5.4.2.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized and ICU admitted","Not stated, deceased","Number","223","units","0","v1160933727","2.2.5.4.2.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","Total, by death status","Number","223","units","0","v1160933728","2.2.5.4.3.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933729","2.2.5.4.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933730","2.2.5.4.3.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933731","2.2.5.4.3.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not hospitalized","Total, by death status","Number","223","units","0","v1160933732","2.2.5.4.4.1","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933733","2.2.5.4.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not hospitalized","No, not deceased","Number","223","units","0","v1160933734","2.2.5.4.4.3","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933735","2.2.5.4.4.4","1","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933736","2.2.5.4.5.1","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933737","2.2.5.4.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933738","2.2.5.4.5.3","1","","","","0"
"2021","Atlantic Region","2016A00011","Male","40 to 49 years","Not stated, transmission","Not stated, hospitalized","Not stated, deceased","Number","223","units","0","v1160933739","2.2.5.4.5.4","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Total, by hospitalization status","Total, by death status","Number","223","units","0","v1160933740","2.2.6.1.1.1","190","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Total, by hospitalization status","Yes, deceased","Number","223","units","0","v1160933741","2.2.6.1.1.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Total, by hospitalization status","No, not deceased","Number","223","units","0","v1160933742","2.2.6.1.1.3","154","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Total, by hospitalization status","Not stated, deceased","Number","223","units","0","v1160933743","2.2.6.1.1.4","36","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized and ICU admitted","Total, by death status","Number","223","units","0","v1160933744","2.2.6.1.2.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized and ICU admitted","Yes, deceased","Number","223","units","0","v1160933745","2.2.6.1.2.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized and ICU admitted","No, not deceased","Number","223","units","0","v1160933746","2.2.6.1.2.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized and ICU admitted","Not stated, deceased","Number","223","units","0","v1160933747","2.2.6.1.2.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized but not ICU admitted","Total, by death status","Number","223","units","0","v1160933748","2.2.6.1.3.1","12","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933749","2.2.6.1.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933750","2.2.6.1.3.3","11","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933751","2.2.6.1.3.4","1","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not hospitalized","Total, by death status","Number","223","units","0","v1160933752","2.2.6.1.4.1","170","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933753","2.2.6.1.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not hospitalized","No, not deceased","Number","223","units","0","v1160933754","2.2.6.1.4.3","140","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933755","2.2.6.1.4.4","30","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933756","2.2.6.1.5.1","8","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933757","2.2.6.1.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933758","2.2.6.1.5.3","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Total, by transmission","Not stated, hospitalized","Not stated, deceased","Number","223","units","0","v1160933759","2.2.6.1.5.4","5","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Total, by hospitalization status","Total, by death status","Number","223","units","0","v1160933760","2.2.6.2.1.1","166","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Total, by hospitalization status","Yes, deceased","Number","223","units","0","v1160933761","2.2.6.2.1.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Total, by hospitalization status","No, not deceased","Number","223","units","0","v1160933762","2.2.6.2.1.3","136","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Total, by hospitalization status","Not stated, deceased","Number","223","units","0","v1160933763","2.2.6.2.1.4","30","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized and ICU admitted","Total, by death status","Number","223","units","0","v1160933764","2.2.6.2.2.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized and ICU admitted","Yes, deceased","Number","223","units","0","v1160933765","2.2.6.2.2.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized and ICU admitted","No, not deceased","Number","223","units","0","v1160933766","2.2.6.2.2.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized and ICU admitted","Not stated, deceased","Number","223","units","0","v1160933767","2.2.6.2.2.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized but not ICU admitted","Total, by death status","Number","223","units","0","v1160933768","2.2.6.2.3.1","10","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933769","2.2.6.2.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933770","2.2.6.2.3.3","10","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933771","2.2.6.2.3.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not hospitalized","Total, by death status","Number","223","units","0","v1160933772","2.2.6.2.4.1","150","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933773","2.2.6.2.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not hospitalized","No, not deceased","Number","223","units","0","v1160933774","2.2.6.2.4.3","124","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933775","2.2.6.2.4.4","26","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933776","2.2.6.2.5.1","6","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933777","2.2.6.2.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933778","2.2.6.2.5.3","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Community exposures","Not stated, hospitalized","Not stated, deceased","Number","223","units","0","v1160933779","2.2.6.2.5.4","4","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Total, by hospitalization status","Total, by death status","Number","223","units","0","v1160933780","2.2.6.3.1.1","19","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Total, by hospitalization status","Yes, deceased","Number","223","units","0","v1160933781","2.2.6.3.1.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Total, by hospitalization status","No, not deceased","Number","223","units","0","v1160933782","2.2.6.3.1.3","14","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Total, by hospitalization status","Not stated, deceased","Number","223","units","0","v1160933783","2.2.6.3.1.4","5","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized and ICU admitted","Total, by death status","Number","223","units","0","v1160933784","2.2.6.3.2.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized and ICU admitted","Yes, deceased","Number","223","units","0","v1160933785","2.2.6.3.2.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized and ICU admitted","No, not deceased","Number","223","units","0","v1160933786","2.2.6.3.2.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized and ICU admitted","Not stated, deceased","Number","223","units","0","v1160933787","2.2.6.3.2.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized but not ICU admitted","Total, by death status","Number","223","units","0","v1160933788","2.2.6.3.3.1","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933789","2.2.6.3.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933790","2.2.6.3.3.3","1","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933791","2.2.6.3.3.4","1","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not hospitalized","Total, by death status","Number","223","units","0","v1160933792","2.2.6.3.4.1","17","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933793","2.2.6.3.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not hospitalized","No, not deceased","Number","223","units","0","v1160933794","2.2.6.3.4.3","13","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933795","2.2.6.3.4.4","4","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933796","2.2.6.3.5.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933797","2.2.6.3.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933798","2.2.6.3.5.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Travel exposures","Not stated, hospitalized","Not stated, deceased","Number","223","units","0","v1160933799","2.2.6.3.5.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Total, by hospitalization status","Total, by death status","Number","223","units","0","v1160933800","2.2.6.4.1.1","5","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Total, by hospitalization status","Yes, deceased","Number","223","units","0","v1160933801","2.2.6.4.1.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Total, by hospitalization status","No, not deceased","Number","223","units","0","v1160933802","2.2.6.4.1.3","4","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Total, by hospitalization status","Not stated, deceased","Number","223","units","0","v1160933803","2.2.6.4.1.4","1","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized and ICU admitted","Total, by death status","Number","223","units","0","v1160933804","2.2.6.4.2.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized and ICU admitted","Yes, deceased","Number","223","units","0","v1160933805","2.2.6.4.2.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized and ICU admitted","No, not deceased","Number","223","units","0","v1160933806","2.2.6.4.2.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized and ICU admitted","Not stated, deceased","Number","223","units","0","v1160933807","2.2.6.4.2.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","Total, by death status","Number","223","units","0","v1160933808","2.2.6.4.3.1","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","Yes, deceased","Number","223","units","0","v1160933809","2.2.6.4.3.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","No, not deceased","Number","223","units","0","v1160933810","2.2.6.4.3.3","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Yes, hospitalized but not ICU admitted","Not stated, deceased","Number","223","units","0","v1160933811","2.2.6.4.3.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Not hospitalized","Total, by death status","Number","223","units","0","v1160933812","2.2.6.4.4.1","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Not hospitalized","Yes, deceased","Number","223","units","0","v1160933813","2.2.6.4.4.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Not hospitalized","No, not deceased","Number","223","units","0","v1160933814","2.2.6.4.4.3","3","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Not hospitalized","Not stated, deceased","Number","223","units","0","v1160933815","2.2.6.4.4.4","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Not stated, hospitalized","Total, by death status","Number","223","units","0","v1160933816","2.2.6.4.5.1","2","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Not stated, hospitalized","Yes, deceased","Number","223","units","0","v1160933817","2.2.6.4.5.2","0","","","","0"
"2021","Atlantic Region","2016A00011","Male","50 to 59 years","Not stated, transmission","Not stated, hospitalized","No, not deceased","Number","223","units","0","v1160933818","2.2.6.4.5.3","1","","","","0"
