DATE,age_category,percent_positive_7d_avg
27Dec2021,25to64,0.2234
28Dec2021,25to64,0.2501
29Dec2021,25to64,0.2775
30Dec2021,25to64,0.3031
31Dec2021,25to64,0.3126
01Jan2022,25to64,0.3123
02Jan2022,25to64,0.3121
03Jan2022,25to64,0.3104
04Jan2022,25to64,0.3034
05Jan2022,25to64,0.2918
06Jan2022,25to64,0.2722
07Jan2022,25to64,0.2628
08Jan2022,25to64,0.2650
09Jan2022,25to64,0.2647
10Jan2022,25to64,0.2594
11Jan2022,25to64,0.2534
12Jan2022,25to64,0.2448
13Jan2022,25to64,0.2374
14Jan2022,25to64,0.2307
15Jan2022,25to64,0.2267
16Jan2022,25to64,0.2217
17Jan2022,25to64,0.2117
18Jan2022,25to64,0.2054
19Jan2022,25to64,0.2005
20Jan2022,25to64,0.1965
21Jan2022,25to64,0.1934
22Jan2022,25to64,0.1886
23Jan2022,25to64,0.1833
24Jan2022,25to64,0.1794
25Jan2022,25to64,0.1704
26Jan2022,25to64,0.1635
27Jan2022,25to64,0.1560
28Jan2022,25to64,0.1502
29Jan2022,25to64,0.1445
30Jan2022,25to64,0.1418
31Jan2022,25to64,0.1371
01Feb2022,25to64,0.1320
02Feb2022,25to64,0.1275
03Feb2022,25to64,0.1256
04Feb2022,25to64,0.1221
05Feb2022,25to64,0.1200
06Feb2022,25to64,0.1175
07Feb2022,25to64,0.1149
08Feb2022,25to64,0.1124
09Feb2022,25to64,0.1095
10Feb2022,25to64,0.1076
11Feb2022,25to64,0.1056
12Feb2022,25to64,0.1036
13Feb2022,25to64,0.1014
14Feb2022,25to64,0.0993
15Feb2022,25to64,0.0971
16Feb2022,25to64,0.0954
17Feb2022,25to64,0.0935
18Feb2022,25to64,0.0929
19Feb2022,25to64,0.0919
20Feb2022,25to64,0.0903
21Feb2022,25to64,0.0866
22Feb2022,25to64,0.0860
23Feb2022,25to64,0.0859
24Feb2022,25to64,0.0861
25Feb2022,25to64,0.0860
26Feb2022,25to64,0.0851
27Feb2022,25to64,0.0853
28Feb2022,25to64,0.0890
01Mar2022,25to64,0.0913
02Mar2022,25to64,0.0927
03Mar2022,25to64,0.0937
04Mar2022,25to64,0.0957
05Mar2022,25to64,0.0997
06Mar2022,25to64,0.1056
07Mar2022,25to64,0.1099
08Mar2022,25to64,0.1104
09Mar2022,25to64,0.1142
10Mar2022,25to64,0.1164
11Mar2022,25to64,0.1188
12Mar2022,25to64,0.1204
13Mar2022,25to64,0.1208
14Mar2022,25to64,0.1237
15Mar2022,25to64,0.1275
16Mar2022,25to64,0.1303
17Mar2022,25to64,0.1311
18Mar2022,25to64,0.1329
19Mar2022,25to64,0.1339
20Mar2022,25to64,0.1351
21Mar2022,25to64,0.1384
22Mar2022,25to64,0.1416
23Mar2022,25to64,0.1434
24Mar2022,25to64,0.1488
25Mar2022,25to64,0.1515
26Mar2022,25to64,0.1534
27Mar2022,25to64,0.1551
28Mar2022,25to64,0.1612
29Mar2022,25to64,0.1665
30Mar2022,25to64,0.1728
31Mar2022,25to64,0.1768
01Apr2022,25to64,0.1824
02Apr2022,25to64,0.1871
03Apr2022,25to64,0.1912
04Apr2022,25to64,0.1964
05Apr2022,25to64,0.2004
06Apr2022,25to64,0.2043
07Apr2022,25to64,0.2073
08Apr2022,25to64,0.2076
09Apr2022,25to64,0.2076
10Apr2022,25to64,0.2070
11Apr2022,25to64,0.2080
12Apr2022,25to64,0.2084
13Apr2022,25to64,0.2067
14Apr2022,25to64,0.2051
15Apr2022,25to64,0.2061
16Apr2022,25to64,0.2076
17Apr2022,25to64,0.2070
18Apr2022,25to64,0.2045
19Apr2022,25to64,0.2033
20Apr2022,25to64,0.2004
21Apr2022,25to64,0.1984
22Apr2022,25to64,0.1959
23Apr2022,25to64,0.1916
24Apr2022,25to64,0.1902
25Apr2022,25to64,0.1833
26Apr2022,25to64,0.1752
27Apr2022,25to64,0.1702
28Apr2022,25to64,0.1644
29Apr2022,25to64,0.1590
30Apr2022,25to64,0.1570
01May2022,25to64,0.1555
02May2022,25to64,0.1533
03May2022,25to64,0.1519
04May2022,25to64,0.1493
05May2022,25to64,0.1477
06May2022,25to64,0.1467
07May2022,25to64,0.1469
08May2022,25to64,0.1462
09May2022,25to64,0.1454
10May2022,25to64,0.1427
11May2022,25to64,0.1395
12May2022,25to64,0.1355
13May2022,25to64,0.1314
14May2022,25to64,0.1291
15May2022,25to64,0.1278
16May2022,25to64,0.1229
17May2022,25to64,0.1174
18May2022,25to64,0.1130
19May2022,25to64,0.1090
20May2022,25to64,0.1051
21May2022,25to64,0.1027
22May2022,25to64,0.1002
23May2022,25to64,0.0947
24May2022,25to64,0.0939
25May2022,25to64,0.0903
26May2022,25to64,0.0901
27May2022,25to64,0.0901
28May2022,25to64,0.0893
29May2022,25to64,0.0874
30May2022,25to64,0.0887
31May2022,25to64,0.0857
01Jun2022,25to64,0.0861
02Jun2022,25to64,0.0851
03Jun2022,25to64,0.0839
04Jun2022,25to64,0.0825
05Jun2022,25to64,0.0825
06Jun2022,25to64,0.0805
07Jun2022,25to64,0.0795
08Jun2022,25to64,0.0791
09Jun2022,25to64,0.0781
10Jun2022,25to64,0.0772
11Jun2022,25to64,0.0771
12Jun2022,25to64,0.0783
13Jun2022,25to64,0.0782
14Jun2022,25to64,0.0812
15Jun2022,25to64,0.0819
16Jun2022,25to64,0.0815
17Jun2022,25to64,0.0822
18Jun2022,25to64,0.0832
19Jun2022,25to64,0.0840
20Jun2022,25to64,0.0862
21Jun2022,25to64,0.0873
22Jun2022,25to64,0.0897
23Jun2022,25to64,0.0941
24Jun2022,25to64,0.0994
25Jun2022,25to64,0.1010
26Jun2022,25to64,0.1027
27Jun2022,25to64,0.1085
28Jun2022,25to64,0.1138
29Jun2022,25to64,0.1193
30Jun2022,25to64,0.1235
01Jul2022,25to64,0.1258
02Jul2022,25to64,0.1315
03Jul2022,25to64,0.1364
04Jul2022,25to64,0.1430
05Jul2022,25to64,0.1473
06Jul2022,25to64,0.1523
07Jul2022,25to64,0.1570
08Jul2022,25to64,0.1591
09Jul2022,25to64,0.1587
10Jul2022,25to64,0.1569
11Jul2022,25to64,0.1608
12Jul2022,25to64,0.1640
13Jul2022,25to64,0.1649
14Jul2022,25to64,0.1651
15Jul2022,25to64,0.1654
16Jul2022,25to64,0.1663
17Jul2022,25to64,0.1687
18Jul2022,25to64,0.1717
19Jul2022,25to64,0.1725
20Jul2022,25to64,0.1708
21Jul2022,25to64,0.1702
22Jul2022,25to64,0.1671
23Jul2022,25to64,0.1663
24Jul2022,25to64,0.1660
25Jul2022,25to64,0.1627
26Jul2022,25to64,0.1580
27Jul2022,25to64,0.1569
28Jul2022,25to64,0.1548
29Jul2022,25to64,0.1552
30Jul2022,25to64,0.1541
31Jul2022,25to64,0.1537
01Aug2022,25to64,0.1496
02Aug2022,25to64,0.1541
03Aug2022,25to64,0.1548
04Aug2022,25to64,0.1529
05Aug2022,25to64,0.1519
06Aug2022,25to64,0.1528
07Aug2022,25to64,0.1496
08Aug2022,25to64,0.1498
09Aug2022,25to64,0.1421
10Aug2022,25to64,0.1392
11Aug2022,25to64,0.1404
12Aug2022,25to64,0.1415
13Aug2022,25to64,0.1394
14Aug2022,25to64,0.1399
15Aug2022,25to64,0.1390
16Aug2022,25to64,0.1402
17Aug2022,25to64,0.1387
18Aug2022,25to64,0.1375
19Aug2022,25to64,0.1353
20Aug2022,25to64,0.1355
21Aug2022,25to64,0.1343
22Aug2022,25to64,0.1337
23Aug2022,25to64,0.1332
24Aug2022,25to64,0.1325
25Aug2022,25to64,0.1294
26Aug2022,25to64,0.1287
27Aug2022,25to64,0.1288
28Aug2022,25to64,0.1279
29Aug2022,25to64,0.1239
30Aug2022,25to64,0.1234
31Aug2022,25to64,0.1209
01Sep2022,25to64,0.1200
02Sep2022,25to64,0.1174
03Sep2022,25to64,0.1155
04Sep2022,25to64,0.1140
05Sep2022,25to64,0.1090
06Sep2022,25to64,0.1089
07Sep2022,25to64,0.1086
08Sep2022,25to64,0.1086
09Sep2022,25to64,0.1079
10Sep2022,25to64,0.1071
11Sep2022,25to64,0.1074
12Sep2022,25to64,0.1122
13Sep2022,25to64,0.1093
14Sep2022,25to64,0.1080
15Sep2022,25to64,0.1070
16Sep2022,25to64,0.1066
17Sep2022,25to64,0.1057
18Sep2022,25to64,0.1068
19Sep2022,25to64,0.1074
20Sep2022,25to64,0.1081
21Sep2022,25to64,0.1107
22Sep2022,25to64,0.1128
23Sep2022,25to64,0.1142
24Sep2022,25to64,0.1159
25Sep2022,25to64,0.1158
26Sep2022,25to64,0.1174
27Sep2022,25to64,0.1186
28Sep2022,25to64,0.1200
29Sep2022,25to64,0.1221
30Sep2022,25to64,0.1259
01Oct2022,25to64,0.1275
02Oct2022,25to64,0.1294
03Oct2022,25to64,0.1332
04Oct2022,25to64,0.1371
05Oct2022,25to64,0.1404
06Oct2022,25to64,0.1435
07Oct2022,25to64,0.1451
08Oct2022,25to64,0.1476
09Oct2022,25to64,0.1496
10Oct2022,25to64,0.1490
11Oct2022,25to64,0.1547
12Oct2022,25to64,0.1599
13Oct2022,25to64,0.1614
14Oct2022,25to64,0.1635
15Oct2022,25to64,0.1625
16Oct2022,25to64,0.1630
17Oct2022,25to64,0.1644
18Oct2022,25to64,0.1606
19Oct2022,25to64,0.1576
20Oct2022,25to64,0.1590
21Oct2022,25to64,0.1584
22Oct2022,25to64,0.1610
23Oct2022,25to64,0.1618
24Oct2022,25to64,0.1637
25Oct2022,25to64,0.1662
26Oct2022,25to64,0.1673
27Oct2022,25to64,0.1679
28Oct2022,25to64,0.1691
29Oct2022,25to64,0.1666
30Oct2022,25to64,0.1654
31Oct2022,25to64,0.1602
01Nov2022,25to64,0.1549
02Nov2022,25to64,0.1494
03Nov2022,25to64,0.1425
04Nov2022,25to64,0.1400
05Nov2022,25to64,0.1386
06Nov2022,25to64,0.1370
07Nov2022,25to64,0.1354
08Nov2022,25to64,0.1321
09Nov2022,25to64,0.1270
10Nov2022,25to64,0.1241
11Nov2022,25to64,0.1204
12Nov2022,25to64,0.1207
13Nov2022,25to64,0.1177
14Nov2022,25to64,0.1116
15Nov2022,25to64,0.1104
16Nov2022,25to64,0.1101
17Nov2022,25to64,0.1103
18Nov2022,25to64,0.1080
19Nov2022,25to64,0.1055
20Nov2022,25to64,0.1057
21Nov2022,25to64,0.1063
22Nov2022,25to64,0.1061
23Nov2022,25to64,0.1072
24Nov2022,25to64,0.1064
25Nov2022,25to64,0.1064
26Nov2022,25to64,0.1069
27Nov2022,25to64,0.1068
28Nov2022,25to64,0.1066
29Nov2022,25to64,0.1072
30Nov2022,25to64,0.1085
01Dec2022,25to64,0.1076
02Dec2022,25to64,0.1104
03Dec2022,25to64,0.1100
04Dec2022,25to64,0.1098
05Dec2022,25to64,0.1135
06Dec2022,25to64,0.1145
07Dec2022,25to64,0.1168
08Dec2022,25to64,0.1212
09Dec2022,25to64,0.1245
10Dec2022,25to64,0.1258
11Dec2022,25to64,0.1279
12Dec2022,25to64,0.1323
13Dec2022,25to64,0.1365
14Dec2022,25to64,0.1392
15Dec2022,25to64,0.1404
16Dec2022,25to64,0.1425
17Dec2022,25to64,0.1455
18Dec2022,25to64,0.1470
19Dec2022,25to64,0.1496
20Dec2022,25to64,0.1534
21Dec2022,25to64,0.1573
22Dec2022,25to64,0.1626
23Dec2022,25to64,0.1620
24Dec2022,25to64,0.1627
25Dec2022,25to64,0.1639
26Dec2022,25to64,0.1650
27Dec2022,25to64,0.1751
28Dec2022,25to64,0.1772
29Dec2022,25to64,0.1820
30Dec2022,25to64,0.1870
31Dec2022,25to64,0.1891
01Jan2023,25to64,0.1894
02Jan2023,25to64,0.1942
03Jan2023,25to64,0.1911
04Jan2023,25to64,0.1876
05Jan2023,25to64,0.1818
06Jan2023,25to64,0.1781
07Jan2023,25to64,0.1767
08Jan2023,25to64,0.1750
09Jan2023,25to64,0.1672
10Jan2023,25to64,0.1578
11Jan2023,25to64,0.1555
12Jan2023,25to64,0.1511
13Jan2023,25to64,0.1481
14Jan2023,25to64,0.1445
15Jan2023,25to64,0.1416
16Jan2023,25to64,0.1402
17Jan2023,25to64,0.1403
18Jan2023,25to64,0.1386
19Jan2023,25to64,0.1392
20Jan2023,25to64,0.1387
21Jan2023,25to64,0.1398
22Jan2023,25to64,0.1416
23Jan2023,25to64,0.1404
24Jan2023,25to64,0.1401
25Jan2023,25to64,0.1411
26Jan2023,25to64,0.1404
27Jan2023,25to64,0.1426
28Jan2023,25to64,0.1420
29Jan2023,25to64,0.1428
30Jan2023,25to64,0.1429
31Jan2023,25to64,0.1435
01Feb2023,25to64,0.1429
02Feb2023,25to64,0.1423
03Feb2023,25to64,0.1389
04Feb2023,25to64,0.1395
05Feb2023,25to64,0.1380
06Feb2023,25to64,0.1377
07Feb2023,25to64,0.1330
08Feb2023,25to64,0.1314
09Feb2023,25to64,0.1310
10Feb2023,25to64,0.1306
11Feb2023,25to64,0.1280
12Feb2023,25to64,0.1287
13Feb2023,25to64,0.1264
14Feb2023,25to64,0.1271
15Feb2023,25to64,0.1254
16Feb2023,25to64,0.1254
17Feb2023,25to64,0.1234
18Feb2023,25to64,0.1245
19Feb2023,25to64,0.1228
20Feb2023,25to64,0.1209
21Feb2023,25to64,0.1225
22Feb2023,25to64,0.1200
23Feb2023,25to64,0.1169
24Feb2023,25to64,0.1189
25Feb2023,25to64,0.1168
26Feb2023,25to64,0.1140
27Feb2023,25to64,0.1131
28Feb2023,25to64,0.1079
01Mar2023,25to64,0.1073
02Mar2023,25to64,0.1081
03Mar2023,25to64,0.1058
04Mar2023,25to64,0.1034
05Mar2023,25to64,0.1051
06Mar2023,25to64,0.1048
07Mar2023,25to64,0.1059
08Mar2023,25to64,0.1067
09Mar2023,25to64,0.1085
10Mar2023,25to64,0.1085
11Mar2023,25to64,0.1106
12Mar2023,25to64,0.1092
13Mar2023,25to64,0.1095
14Mar2023,25to64,0.1104
15Mar2023,25to64,0.1099
16Mar2023,25to64,0.1055
17Mar2023,25to64,0.1048
18Mar2023,25to64,0.1044
19Mar2023,25to64,0.1047
20Mar2023,25to64,0.1066
21Mar2023,25to64,0.1046
22Mar2023,25to64,0.1037
23Mar2023,25to64,0.1026
24Mar2023,25to64,0.1023
25Mar2023,25to64,0.1005
26Mar2023,25to64,0.1004
27Mar2023,25to64,0.0951
28Mar2023,25to64,0.0946
29Mar2023,25to64,0.0909
30Mar2023,25to64,0.0902
31Mar2023,25to64,0.0872
01Apr2023,25to64,0.0874
02Apr2023,25to64,0.0856
03Apr2023,25to64,0.0865
04Apr2023,25to64,0.0845
05Apr2023,25to64,0.0858
06Apr2023,25to64,0.0835
07Apr2023,25to64,0.0820
08Apr2023,25to64,0.0810
09Apr2023,25to64,0.0812
10Apr2023,25to64,0.0785
11Apr2023,25to64,0.0797
12Apr2023,25to64,0.0820
13Apr2023,25to64,0.0850
14Apr2023,25to64,0.0862
15Apr2023,25to64,0.0864
16Apr2023,25to64,0.0853
17Apr2023,25to64,0.0828
18Apr2023,25to64,0.0797
19Apr2023,25to64,0.0739
20Apr2023,25to64,0.0694
21Apr2023,25to64,0.0679
22Apr2023,25to64,0.0664
23Apr2023,25to64,0.0656
24Apr2023,25to64,0.0648
25Apr2023,25to64,0.0634
26Apr2023,25to64,0.0630
27Apr2023,25to64,0.0650
28Apr2023,25to64,0.0647
29Apr2023,25to64,0.0652
30Apr2023,25to64,0.0662
01May2023,25to64,0.0652
02May2023,25to64,0.0662
03May2023,25to64,0.0691
04May2023,25to64,0.0683
05May2023,25to64,0.0681
06May2023,25to64,0.0685
07May2023,25to64,0.0665
08May2023,25to64,0.0680
09May2023,25to64,0.0682
10May2023,25to64,0.0667
11May2023,25to64,0.0665
12May2023,25to64,0.0671
13May2023,25to64,0.0646
14May2023,25to64,0.0663
15May2023,25to64,0.0646
16May2023,25to64,0.0633
17May2023,25to64,0.0619
18May2023,25to64,0.0626
19May2023,25to64,0.0634
20May2023,25to64,0.0647
21May2023,25to64,0.0645
22May2023,25to64,0.0624
23May2023,25to64,0.0637
24May2023,25to64,0.0653
25May2023,25to64,0.0667
26May2023,25to64,0.0660
27May2023,25to64,0.0664
28May2023,25to64,0.0640
29May2023,25to64,0.0665
30May2023,25to64,0.0657
31May2023,25to64,0.0655
01Jun2023,25to64,0.0628
02Jun2023,25to64,0.0604
03Jun2023,25to64,0.0609
04Jun2023,25to64,0.0608
05Jun2023,25to64,0.0551
06Jun2023,25to64,0.0524
07Jun2023,25to64,0.0507
08Jun2023,25to64,0.0479
09Jun2023,25to64,0.0501
10Jun2023,25to64,0.0519
11Jun2023,25to64,0.0555
12Jun2023,25to64,0.0604
13Jun2023,25to64,0.0594
14Jun2023,25to64,0.0575
15Jun2023,25to64,0.0606
16Jun2023,25to64,0.0601
17Jun2023,25to64,0.0551
18Jun2023,25to64,0.0545
19Jun2023,25to64,0.0528
20Jun2023,25to64,0.0534
21Jun2023,25to64,0.0539
22Jun2023,25to64,0.0505
23Jun2023,25to64,0.0462
24Jun2023,25to64,0.0489
25Jun2023,25to64,0.0475
26Jun2023,25to64,0.0452
27Jun2023,25to64,0.0440
28Jun2023,25to64,0.0419
29Jun2023,25to64,0.0406
30Jun2023,25to64,0.0415
01Jul2023,25to64,0.0408
02Jul2023,25to64,0.0403
03Jul2023,25to64,0.0415
04Jul2023,25to64,0.0429
05Jul2023,25to64,0.0427
06Jul2023,25to64,0.0476
07Jul2023,25to64,0.0514
08Jul2023,25to64,0.0525
09Jul2023,25to64,0.0529
10Jul2023,25to64,0.0520
11Jul2023,25to64,0.0533
12Jul2023,25to64,0.0548
13Jul2023,25to64,0.0502
14Jul2023,25to64,0.0473
15Jul2023,25to64,0.0450
16Jul2023,25to64,0.0471
17Jul2023,25to64,0.0477
18Jul2023,25to64,0.0460
19Jul2023,25to64,0.0476
20Jul2023,25to64,0.0512
01May2020,65+,0.0427
02May2020,65+,0.0432
03May2020,65+,0.0439
04May2020,65+,0.0405
05May2020,65+,0.0395
06May2020,65+,0.0360
07May2020,65+,0.0350
08May2020,65+,0.0342
09May2020,65+,0.0342
10May2020,65+,0.0336
11May2020,65+,0.0356
12May2020,65+,0.0370
13May2020,65+,0.0405
14May2020,65+,0.0420
15May2020,65+,0.0442
16May2020,65+,0.0456
17May2020,65+,0.0462
18May2020,65+,0.0494
19May2020,65+,0.0523
20May2020,65+,0.0543
21May2020,65+,0.0556
22May2020,65+,0.0519
23May2020,65+,0.0483
24May2020,65+,0.0464
25May2020,65+,0.0408
26May2020,65+,0.0351
27May2020,65+,0.0321
28May2020,65+,0.0299
29May2020,65+,0.0281
30May2020,65+,0.0268
31May2020,65+,0.0253
01Jun2020,65+,0.0265
02Jun2020,65+,0.0258
03Jun2020,65+,0.0239
04Jun2020,65+,0.0231
05Jun2020,65+,0.0231
06Jun2020,65+,0.0223
07Jun2020,65+,0.0224
08Jun2020,65+,0.0199
09Jun2020,65+,0.0188
10Jun2020,65+,0.0186
11Jun2020,65+,0.0170
12Jun2020,65+,0.0145
13Jun2020,65+,0.0141
14Jun2020,65+,0.0131
15Jun2020,65+,0.0107
16Jun2020,65+,0.0092
17Jun2020,65+,0.0085
18Jun2020,65+,0.0077
19Jun2020,65+,0.0077
20Jun2020,65+,0.0074
21Jun2020,65+,0.0073
22Jun2020,65+,0.0073
23Jun2020,65+,0.0076
24Jun2020,65+,0.0073
25Jun2020,65+,0.0073
26Jun2020,65+,0.0071
27Jun2020,65+,0.0067
28Jun2020,65+,0.0065
29Jun2020,65+,0.0062
30Jun2020,65+,0.0059
01Jul2020,65+,0.0053
02Jul2020,65+,0.0052
03Jul2020,65+,0.0050
04Jul2020,65+,0.0051
05Jul2020,65+,0.0052
06Jul2020,65+,0.0051
07Jul2020,65+,0.0048
08Jul2020,65+,0.0049
09Jul2020,65+,0.0044
10Jul2020,65+,0.0048
11Jul2020,65+,0.0047
12Jul2020,65+,0.0046
13Jul2020,65+,0.0042
14Jul2020,65+,0.0044
15Jul2020,65+,0.0041
16Jul2020,65+,0.0040
17Jul2020,65+,0.0040
18Jul2020,65+,0.0039
19Jul2020,65+,0.0037
20Jul2020,65+,0.0038
21Jul2020,65+,0.0037
22Jul2020,65+,0.0035
23Jul2020,65+,0.0036
24Jul2020,65+,0.0032
25Jul2020,65+,0.0034
26Jul2020,65+,0.0034
27Jul2020,65+,0.0033
28Jul2020,65+,0.0032
29Jul2020,65+,0.0033
30Jul2020,65+,0.0033
31Jul2020,65+,0.0035
01Aug2020,65+,0.0033
02Aug2020,65+,0.0032
03Aug2020,65+,0.0029
04Aug2020,65+,0.0025
05Aug2020,65+,0.0023
06Aug2020,65+,0.0025
07Aug2020,65+,0.0024
08Aug2020,65+,0.0023
09Aug2020,65+,0.0025
10Aug2020,65+,0.0027
11Aug2020,65+,0.0030
12Aug2020,65+,0.0030
13Aug2020,65+,0.0028
14Aug2020,65+,0.0028
15Aug2020,65+,0.0030
16Aug2020,65+,0.0030
17Aug2020,65+,0.0030
18Aug2020,65+,0.0028
19Aug2020,65+,0.0030
20Aug2020,65+,0.0031
21Aug2020,65+,0.0030
22Aug2020,65+,0.0030
23Aug2020,65+,0.0032
24Aug2020,65+,0.0035
25Aug2020,65+,0.0038
26Aug2020,65+,0.0038
27Aug2020,65+,0.0040
28Aug2020,65+,0.0040
29Aug2020,65+,0.0040
30Aug2020,65+,0.0040
31Aug2020,65+,0.0039
01Sep2020,65+,0.0038
02Sep2020,65+,0.0036
03Sep2020,65+,0.0034
04Sep2020,65+,0.0037
05Sep2020,65+,0.0039
06Sep2020,65+,0.0037
07Sep2020,65+,0.0037
08Sep2020,65+,0.0040
09Sep2020,65+,0.0042
10Sep2020,65+,0.0047
11Sep2020,65+,0.0047
12Sep2020,65+,0.0049
13Sep2020,65+,0.0051
14Sep2020,65+,0.0048
15Sep2020,65+,0.0052
16Sep2020,65+,0.0053
17Sep2020,65+,0.0055
18Sep2020,65+,0.0059
19Sep2020,65+,0.0061
20Sep2020,65+,0.0065
21Sep2020,65+,0.0073
22Sep2020,65+,0.0079
23Sep2020,65+,0.0085
24Sep2020,65+,0.0089
25Sep2020,65+,0.0097
26Sep2020,65+,0.0104
27Sep2020,65+,0.0104
28Sep2020,65+,0.0115
29Sep2020,65+,0.0122
30Sep2020,65+,0.0124
01Oct2020,65+,0.0124
02Oct2020,65+,0.0125
03Oct2020,65+,0.0124
04Oct2020,65+,0.0126
05Oct2020,65+,0.0124
06Oct2020,65+,0.0126
07Oct2020,65+,0.0128
08Oct2020,65+,0.0127
09Oct2020,65+,0.0133
10Oct2020,65+,0.0134
11Oct2020,65+,0.0141
12Oct2020,65+,0.0146
13Oct2020,65+,0.0146
14Oct2020,65+,0.0150
15Oct2020,65+,0.0162
16Oct2020,65+,0.0163
17Oct2020,65+,0.0176
18Oct2020,65+,0.0178
19Oct2020,65+,0.0170
20Oct2020,65+,0.0178
21Oct2020,65+,0.0199
22Oct2020,65+,0.0205
23Oct2020,65+,0.0209
24Oct2020,65+,0.0210
25Oct2020,65+,0.0221
26Oct2020,65+,0.0233
27Oct2020,65+,0.0246
28Oct2020,65+,0.0255
29Oct2020,65+,0.0259
30Oct2020,65+,0.0255
31Oct2020,65+,0.0254
01Nov2020,65+,0.0246
02Nov2020,65+,0.0263
03Nov2020,65+,0.0263
04Nov2020,65+,0.0259
05Nov2020,65+,0.0267
06Nov2020,65+,0.0300
07Nov2020,65+,0.0312
08Nov2020,65+,0.0325
09Nov2020,65+,0.0331
10Nov2020,65+,0.0333
11Nov2020,65+,0.0339
12Nov2020,65+,0.0346
13Nov2020,65+,0.0332
14Nov2020,65+,0.0330
15Nov2020,65+,0.0335
16Nov2020,65+,0.0322
17Nov2020,65+,0.0326
18Nov2020,65+,0.0318
19Nov2020,65+,0.0318
20Nov2020,65+,0.0317
21Nov2020,65+,0.0320
22Nov2020,65+,0.0311
23Nov2020,65+,0.0311
24Nov2020,65+,0.0307
25Nov2020,65+,0.0311
26Nov2020,65+,0.0322
27Nov2020,65+,0.0318
28Nov2020,65+,0.0318
29Nov2020,65+,0.0331
30Nov2020,65+,0.0331
01Dec2020,65+,0.0331
02Dec2020,65+,0.0325
03Dec2020,65+,0.0308
04Dec2020,65+,0.0325
05Dec2020,65+,0.0327
06Dec2020,65+,0.0324
07Dec2020,65+,0.0327
08Dec2020,65+,0.0329
09Dec2020,65+,0.0333
10Dec2020,65+,0.0352
11Dec2020,65+,0.0350
12Dec2020,65+,0.0354
13Dec2020,65+,0.0358
14Dec2020,65+,0.0363
15Dec2020,65+,0.0367
16Dec2020,65+,0.0385
17Dec2020,65+,0.0389
18Dec2020,65+,0.0384
19Dec2020,65+,0.0389
20Dec2020,65+,0.0381
21Dec2020,65+,0.0377
22Dec2020,65+,0.0390
23Dec2020,65+,0.0391
24Dec2020,65+,0.0400
25Dec2020,65+,0.0433
26Dec2020,65+,0.0453
27Dec2020,65+,0.0479
28Dec2020,65+,0.0505
29Dec2020,65+,0.0510
30Dec2020,65+,0.0519
31Dec2020,65+,0.0519
01Jan2021,65+,0.0526
02Jan2021,65+,0.0527
03Jan2021,65+,0.0530
04Jan2021,65+,0.0525
05Jan2021,65+,0.0536
06Jan2021,65+,0.0548
07Jan2021,65+,0.0556
08Jan2021,65+,0.0535
09Jan2021,65+,0.0525
10Jan2021,65+,0.0512
11Jan2021,65+,0.0509
12Jan2021,65+,0.0494
13Jan2021,65+,0.0475
14Jan2021,65+,0.0459
15Jan2021,65+,0.0444
16Jan2021,65+,0.0435
17Jan2021,65+,0.0432
18Jan2021,65+,0.0423
19Jan2021,65+,0.0418
20Jan2021,65+,0.0410
21Jan2021,65+,0.0394
22Jan2021,65+,0.0381
23Jan2021,65+,0.0374
24Jan2021,65+,0.0370
25Jan2021,65+,0.0362
26Jan2021,65+,0.0355
27Jan2021,65+,0.0339
28Jan2021,65+,0.0333
29Jan2021,65+,0.0321
30Jan2021,65+,0.0317
31Jan2021,65+,0.0305
01Feb2021,65+,0.0289
02Feb2021,65+,0.0274
03Feb2021,65+,0.0266
04Feb2021,65+,0.0250
05Feb2021,65+,0.0248
06Feb2021,65+,0.0236
07Feb2021,65+,0.0234
08Feb2021,65+,0.0222
09Feb2021,65+,0.0212
10Feb2021,65+,0.0202
11Feb2021,65+,0.0193
12Feb2021,65+,0.0187
13Feb2021,65+,0.0186
14Feb2021,65+,0.0178
15Feb2021,65+,0.0183
16Feb2021,65+,0.0175
17Feb2021,65+,0.0170
18Feb2021,65+,0.0177
19Feb2021,65+,0.0172
20Feb2021,65+,0.0167
21Feb2021,65+,0.0168
22Feb2021,65+,0.0160
23Feb2021,65+,0.0165
24Feb2021,65+,0.0168
25Feb2021,65+,0.0165
26Feb2021,65+,0.0166
27Feb2021,65+,0.0166
28Feb2021,65+,0.0166
01Mar2021,65+,0.0167
02Mar2021,65+,0.0169
03Mar2021,65+,0.0169
04Mar2021,65+,0.0174
05Mar2021,65+,0.0176
06Mar2021,65+,0.0181
07Mar2021,65+,0.0187
08Mar2021,65+,0.0193
09Mar2021,65+,0.0196
10Mar2021,65+,0.0201
11Mar2021,65+,0.0209
12Mar2021,65+,0.0208
13Mar2021,65+,0.0214
14Mar2021,65+,0.0214
15Mar2021,65+,0.0224
16Mar2021,65+,0.0232
17Mar2021,65+,0.0250
18Mar2021,65+,0.0251
19Mar2021,65+,0.0267
20Mar2021,65+,0.0271
21Mar2021,65+,0.0276
22Mar2021,65+,0.0281
23Mar2021,65+,0.0292
24Mar2021,65+,0.0294
25Mar2021,65+,0.0306
26Mar2021,65+,0.0317
27Mar2021,65+,0.0323
28Mar2021,65+,0.0332
29Mar2021,65+,0.0343
30Mar2021,65+,0.0347
31Mar2021,65+,0.0347
