DATE,age_category,percent_positive_7d_avg
01Apr2021,65+,0.0349
02Apr2021,65+,0.0370
03Apr2021,65+,0.0381
04Apr2021,65+,0.0398
05Apr2021,65+,0.0421
06Apr2021,65+,0.0433
07Apr2021,65+,0.0459
08Apr2021,65+,0.0490
09Apr2021,65+,0.0496
10Apr2021,65+,0.0510
11Apr2021,65+,0.0522
12Apr2021,65+,0.0548
13Apr2021,65+,0.0572
14Apr2021,65+,0.0585
15Apr2021,65+,0.0594
16Apr2021,65+,0.0587
17Apr2021,65+,0.0589
18Apr2021,65+,0.0590
19Apr2021,65+,0.0563
20Apr2021,65+,0.0553
21Apr2021,65+,0.0549
22Apr2021,65+,0.0542
23Apr2021,65+,0.0526
24Apr2021,65+,0.0516
25Apr2021,65+,0.0498
26Apr2021,65+,0.0488
27Apr2021,65+,0.0463
28Apr2021,65+,0.0438
29Apr2021,65+,0.0429
30Apr2021,65+,0.0425
01May2021,65+,0.0413
02May2021,65+,0.0402
03May2021,65+,0.0387
04May2021,65+,0.0391
05May2021,65+,0.0383
06May2021,65+,0.0373
07May2021,65+,0.0366
08May2021,65+,0.0357
09May2021,65+,0.0354
10May2021,65+,0.0348
11May2021,65+,0.0336
12May2021,65+,0.0323
13May2021,65+,0.0309
14May2021,65+,0.0301
15May2021,65+,0.0295
16May2021,65+,0.0293
17May2021,65+,0.0288
18May2021,65+,0.0285
19May2021,65+,0.0284
20May2021,65+,0.0291
21May2021,65+,0.0280
22May2021,65+,0.0271
23May2021,65+,0.0260
24May2021,65+,0.0261
25May2021,65+,0.0240
26May2021,65+,0.0224
27May2021,65+,0.0198
28May2021,65+,0.0188
29May2021,65+,0.0180
30May2021,65+,0.0171
31May2021,65+,0.0158
01Jun2021,65+,0.0154
02Jun2021,65+,0.0150
03Jun2021,65+,0.0145
04Jun2021,65+,0.0143
05Jun2021,65+,0.0139
06Jun2021,65+,0.0134
07Jun2021,65+,0.0129
08Jun2021,65+,0.0124
09Jun2021,65+,0.0122
10Jun2021,65+,0.0122
11Jun2021,65+,0.0115
12Jun2021,65+,0.0111
13Jun2021,65+,0.0109
14Jun2021,65+,0.0108
15Jun2021,65+,0.0108
16Jun2021,65+,0.0106
17Jun2021,65+,0.0103
18Jun2021,65+,0.0102
19Jun2021,65+,0.0098
20Jun2021,65+,0.0099
21Jun2021,65+,0.0092
22Jun2021,65+,0.0088
23Jun2021,65+,0.0083
24Jun2021,65+,0.0079
25Jun2021,65+,0.0078
26Jun2021,65+,0.0080
27Jun2021,65+,0.0079
28Jun2021,65+,0.0081
29Jun2021,65+,0.0082
30Jun2021,65+,0.0088
01Jul2021,65+,0.0088
02Jul2021,65+,0.0090
03Jul2021,65+,0.0089
04Jul2021,65+,0.0092
05Jul2021,65+,0.0090
06Jul2021,65+,0.0085
07Jul2021,65+,0.0074
08Jul2021,65+,0.0067
09Jul2021,65+,0.0061
10Jul2021,65+,0.0056
11Jul2021,65+,0.0050
12Jul2021,65+,0.0051
13Jul2021,65+,0.0048
14Jul2021,65+,0.0048
15Jul2021,65+,0.0049
16Jul2021,65+,0.0048
17Jul2021,65+,0.0050
18Jul2021,65+,0.0051
19Jul2021,65+,0.0046
20Jul2021,65+,0.0048
21Jul2021,65+,0.0055
22Jul2021,65+,0.0052
23Jul2021,65+,0.0053
24Jul2021,65+,0.0052
25Jul2021,65+,0.0051
26Jul2021,65+,0.0054
27Jul2021,65+,0.0053
28Jul2021,65+,0.0048
29Jul2021,65+,0.0049
30Jul2021,65+,0.0050
31Jul2021,65+,0.0050
01Aug2021,65+,0.0050
02Aug2021,65+,0.0050
03Aug2021,65+,0.0050
04Aug2021,65+,0.0051
05Aug2021,65+,0.0052
06Aug2021,65+,0.0058
07Aug2021,65+,0.0058
08Aug2021,65+,0.0060
09Aug2021,65+,0.0057
10Aug2021,65+,0.0062
11Aug2021,65+,0.0064
12Aug2021,65+,0.0069
13Aug2021,65+,0.0074
14Aug2021,65+,0.0080
15Aug2021,65+,0.0087
16Aug2021,65+,0.0097
17Aug2021,65+,0.0097
18Aug2021,65+,0.0103
19Aug2021,65+,0.0106
20Aug2021,65+,0.0107
21Aug2021,65+,0.0107
22Aug2021,65+,0.0104
23Aug2021,65+,0.0105
24Aug2021,65+,0.0112
25Aug2021,65+,0.0117
26Aug2021,65+,0.0120
27Aug2021,65+,0.0127
28Aug2021,65+,0.0130
29Aug2021,65+,0.0133
30Aug2021,65+,0.0142
31Aug2021,65+,0.0140
01Sep2021,65+,0.0139
02Sep2021,65+,0.0142
03Sep2021,65+,0.0141
04Sep2021,65+,0.0144
05Sep2021,65+,0.0146
06Sep2021,65+,0.0146
07Sep2021,65+,0.0161
08Sep2021,65+,0.0166
09Sep2021,65+,0.0170
10Sep2021,65+,0.0171
11Sep2021,65+,0.0164
12Sep2021,65+,0.0169
13Sep2021,65+,0.0161
14Sep2021,65+,0.0152
15Sep2021,65+,0.0148
16Sep2021,65+,0.0146
17Sep2021,65+,0.0145
18Sep2021,65+,0.0155
19Sep2021,65+,0.0153
20Sep2021,65+,0.0153
21Sep2021,65+,0.0160
22Sep2021,65+,0.0166
23Sep2021,65+,0.0162
24Sep2021,65+,0.0157
25Sep2021,65+,0.0149
26Sep2021,65+,0.0141
27Sep2021,65+,0.0144
28Sep2021,65+,0.0139
29Sep2021,65+,0.0135
30Sep2021,65+,0.0136
01Oct2021,65+,0.0140
02Oct2021,65+,0.0146
03Oct2021,65+,0.0151
04Oct2021,65+,0.0149
05Oct2021,65+,0.0149
06Oct2021,65+,0.0152
07Oct2021,65+,0.0155
08Oct2021,65+,0.0155
09Oct2021,65+,0.0150
10Oct2021,65+,0.0153
11Oct2021,65+,0.0157
12Oct2021,65+,0.0168
13Oct2021,65+,0.0158
14Oct2021,65+,0.0153
15Oct2021,65+,0.0154
16Oct2021,65+,0.0151
17Oct2021,65+,0.0143
18Oct2021,65+,0.0137
19Oct2021,65+,0.0125
20Oct2021,65+,0.0124
21Oct2021,65+,0.0116
22Oct2021,65+,0.0101
23Oct2021,65+,0.0099
24Oct2021,65+,0.0098
25Oct2021,65+,0.0102
26Oct2021,65+,0.0104
27Oct2021,65+,0.0113
28Oct2021,65+,0.0121
29Oct2021,65+,0.0130
30Oct2021,65+,0.0134
31Oct2021,65+,0.0141
01Nov2021,65+,0.0142
02Nov2021,65+,0.0144
03Nov2021,65+,0.0162
04Nov2021,65+,0.0160
05Nov2021,65+,0.0170
06Nov2021,65+,0.0172
07Nov2021,65+,0.0182
08Nov2021,65+,0.0188
09Nov2021,65+,0.0187
10Nov2021,65+,0.0180
11Nov2021,65+,0.0187
12Nov2021,65+,0.0200
13Nov2021,65+,0.0197
14Nov2021,65+,0.0188
15Nov2021,65+,0.0190
16Nov2021,65+,0.0201
17Nov2021,65+,0.0213
18Nov2021,65+,0.0210
19Nov2021,65+,0.0202
20Nov2021,65+,0.0215
21Nov2021,65+,0.0216
22Nov2021,65+,0.0211
23Nov2021,65+,0.0208
24Nov2021,65+,0.0200
25Nov2021,65+,0.0212
26Nov2021,65+,0.0212
27Nov2021,65+,0.0210
28Nov2021,65+,0.0215
29Nov2021,65+,0.0226
30Nov2021,65+,0.0235
01Dec2021,65+,0.0230
02Dec2021,65+,0.0242
03Dec2021,65+,0.0244
04Dec2021,65+,0.0249
05Dec2021,65+,0.0254
06Dec2021,65+,0.0265
07Dec2021,65+,0.0256
08Dec2021,65+,0.0260
09Dec2021,65+,0.0256
10Dec2021,65+,0.0264
11Dec2021,65+,0.0264
12Dec2021,65+,0.0274
13Dec2021,65+,0.0279
14Dec2021,65+,0.0289
15Dec2021,65+,0.0305
16Dec2021,65+,0.0316
17Dec2021,65+,0.0334
18Dec2021,65+,0.0348
19Dec2021,65+,0.0357
20Dec2021,65+,0.0396
21Dec2021,65+,0.0448
22Dec2021,65+,0.0494
23Dec2021,65+,0.0553
24Dec2021,65+,0.0595
25Dec2021,65+,0.0611
26Dec2021,65+,0.0658
27Dec2021,65+,0.0729
28Dec2021,65+,0.0809
29Dec2021,65+,0.0908
30Dec2021,65+,0.1001
31Dec2021,65+,0.1033
01Jan2022,65+,0.1052
02Jan2022,65+,0.1056
03Jan2022,65+,0.1068
04Jan2022,65+,0.1065
05Jan2022,65+,0.1034
06Jan2022,65+,0.0992
07Jan2022,65+,0.0991
08Jan2022,65+,0.1013
09Jan2022,65+,0.1050
10Jan2022,65+,0.1058
11Jan2022,65+,0.1063
12Jan2022,65+,0.1085
13Jan2022,65+,0.1085
14Jan2022,65+,0.1093
15Jan2022,65+,0.1091
16Jan2022,65+,0.1077
17Jan2022,65+,0.1058
18Jan2022,65+,0.1063
19Jan2022,65+,0.1056
20Jan2022,65+,0.1054
21Jan2022,65+,0.1049
22Jan2022,65+,0.1049
23Jan2022,65+,0.1030
24Jan2022,65+,0.1025
25Jan2022,65+,0.1002
26Jan2022,65+,0.0960
27Jan2022,65+,0.0920
28Jan2022,65+,0.0903
29Jan2022,65+,0.0878
30Jan2022,65+,0.0868
31Jan2022,65+,0.0827
01Feb2022,65+,0.0805
02Feb2022,65+,0.0785
03Feb2022,65+,0.0786
04Feb2022,65+,0.0769
05Feb2022,65+,0.0749
06Feb2022,65+,0.0727
07Feb2022,65+,0.0705
08Feb2022,65+,0.0684
09Feb2022,65+,0.0671
10Feb2022,65+,0.0650
11Feb2022,65+,0.0631
12Feb2022,65+,0.0611
13Feb2022,65+,0.0607
14Feb2022,65+,0.0597
15Feb2022,65+,0.0573
16Feb2022,65+,0.0583
17Feb2022,65+,0.0573
18Feb2022,65+,0.0575
19Feb2022,65+,0.0572
20Feb2022,65+,0.0554
21Feb2022,65+,0.0544
22Feb2022,65+,0.0533
23Feb2022,65+,0.0504
24Feb2022,65+,0.0497
25Feb2022,65+,0.0468
26Feb2022,65+,0.0466
27Feb2022,65+,0.0456
28Feb2022,65+,0.0451
01Mar2022,65+,0.0449
02Mar2022,65+,0.0451
03Mar2022,65+,0.0441
04Mar2022,65+,0.0443
05Mar2022,65+,0.0428
06Mar2022,65+,0.0425
07Mar2022,65+,0.0424
08Mar2022,65+,0.0419
09Mar2022,65+,0.0419
10Mar2022,65+,0.0430
11Mar2022,65+,0.0428
12Mar2022,65+,0.0435
13Mar2022,65+,0.0436
14Mar2022,65+,0.0452
15Mar2022,65+,0.0458
16Mar2022,65+,0.0458
17Mar2022,65+,0.0460
18Mar2022,65+,0.0468
19Mar2022,65+,0.0472
20Mar2022,65+,0.0487
21Mar2022,65+,0.0493
22Mar2022,65+,0.0509
23Mar2022,65+,0.0522
24Mar2022,65+,0.0540
25Mar2022,65+,0.0551
26Mar2022,65+,0.0566
27Mar2022,65+,0.0573
28Mar2022,65+,0.0601
29Mar2022,65+,0.0609
30Mar2022,65+,0.0633
31Mar2022,65+,0.0667
01Apr2022,65+,0.0701
02Apr2022,65+,0.0728
03Apr2022,65+,0.0764
04Apr2022,65+,0.0792
05Apr2022,65+,0.0813
06Apr2022,65+,0.0838
07Apr2022,65+,0.0848
08Apr2022,65+,0.0873
09Apr2022,65+,0.0880
10Apr2022,65+,0.0877
11Apr2022,65+,0.0904
12Apr2022,65+,0.0966
13Apr2022,65+,0.0993
14Apr2022,65+,0.1064
15Apr2022,65+,0.1100
16Apr2022,65+,0.1137
17Apr2022,65+,0.1148
18Apr2022,65+,0.1189
19Apr2022,65+,0.1190
20Apr2022,65+,0.1204
21Apr2022,65+,0.1164
22Apr2022,65+,0.1138
23Apr2022,65+,0.1125
24Apr2022,65+,0.1130
25Apr2022,65+,0.1125
26Apr2022,65+,0.1119
27Apr2022,65+,0.1101
28Apr2022,65+,0.1085
29Apr2022,65+,0.1097
30Apr2022,65+,0.1085
01May2022,65+,0.1076
02May2022,65+,0.1083
03May2022,65+,0.1070
04May2022,65+,0.1077
05May2022,65+,0.1069
06May2022,65+,0.1051
07May2022,65+,0.1058
08May2022,65+,0.1048
09May2022,65+,0.1008
10May2022,65+,0.0970
11May2022,65+,0.0937
12May2022,65+,0.0924
13May2022,65+,0.0886
14May2022,65+,0.0873
15May2022,65+,0.0864
16May2022,65+,0.0841
17May2022,65+,0.0837
18May2022,65+,0.0817
19May2022,65+,0.0784
20May2022,65+,0.0780
21May2022,65+,0.0757
22May2022,65+,0.0759
23May2022,65+,0.0736
24May2022,65+,0.0686
25May2022,65+,0.0663
26May2022,65+,0.0666
27May2022,65+,0.0648
28May2022,65+,0.0643
29May2022,65+,0.0628
30May2022,65+,0.0619
31May2022,65+,0.0638
01Jun2022,65+,0.0627
02Jun2022,65+,0.0608
03Jun2022,65+,0.0589
04Jun2022,65+,0.0578
05Jun2022,65+,0.0571
06Jun2022,65+,0.0559
07Jun2022,65+,0.0536
08Jun2022,65+,0.0544
09Jun2022,65+,0.0533
10Jun2022,65+,0.0526
11Jun2022,65+,0.0517
12Jun2022,65+,0.0527
13Jun2022,65+,0.0520
14Jun2022,65+,0.0518
15Jun2022,65+,0.0496
16Jun2022,65+,0.0514
17Jun2022,65+,0.0515
18Jun2022,65+,0.0528
19Jun2022,65+,0.0513
20Jun2022,65+,0.0531
21Jun2022,65+,0.0556
22Jun2022,65+,0.0595
23Jun2022,65+,0.0612
24Jun2022,65+,0.0632
25Jun2022,65+,0.0639
26Jun2022,65+,0.0669
27Jun2022,65+,0.0717
28Jun2022,65+,0.0733
29Jun2022,65+,0.0730
30Jun2022,65+,0.0747
01Jul2022,65+,0.0791
02Jul2022,65+,0.0810
03Jul2022,65+,0.0813
04Jul2022,65+,0.0811
05Jul2022,65+,0.0829
06Jul2022,65+,0.0881
07Jul2022,65+,0.0918
08Jul2022,65+,0.0928
09Jul2022,65+,0.0942
10Jul2022,65+,0.0989
11Jul2022,65+,0.1048
12Jul2022,65+,0.1101
13Jul2022,65+,0.1126
14Jul2022,65+,0.1191
15Jul2022,65+,0.1224
16Jul2022,65+,0.1244
17Jul2022,65+,0.1266
18Jul2022,65+,0.1300
19Jul2022,65+,0.1324
20Jul2022,65+,0.1340
21Jul2022,65+,0.1302
22Jul2022,65+,0.1273
23Jul2022,65+,0.1291
24Jul2022,65+,0.1270
25Jul2022,65+,0.1247
26Jul2022,65+,0.1214
27Jul2022,65+,0.1207
28Jul2022,65+,0.1212
29Jul2022,65+,0.1225
30Jul2022,65+,0.1228
31Jul2022,65+,0.1238
01Aug2022,65+,0.1228
02Aug2022,65+,0.1226
03Aug2022,65+,0.1207
04Aug2022,65+,0.1188
05Aug2022,65+,0.1190
06Aug2022,65+,0.1177
07Aug2022,65+,0.1154
08Aug2022,65+,0.1158
09Aug2022,65+,0.1148
10Aug2022,65+,0.1152
11Aug2022,65+,0.1163
12Aug2022,65+,0.1172
13Aug2022,65+,0.1170
14Aug2022,65+,0.1174
15Aug2022,65+,0.1161
16Aug2022,65+,0.1195
17Aug2022,65+,0.1201
18Aug2022,65+,0.1212
19Aug2022,65+,0.1197
20Aug2022,65+,0.1193
21Aug2022,65+,0.1193
22Aug2022,65+,0.1217
23Aug2022,65+,0.1207
24Aug2022,65+,0.1195
25Aug2022,65+,0.1185
26Aug2022,65+,0.1219
27Aug2022,65+,0.1209
28Aug2022,65+,0.1211
29Aug2022,65+,0.1199
30Aug2022,65+,0.1187
31Aug2022,65+,0.1202
01Sep2022,65+,0.1184
02Sep2022,65+,0.1149
03Sep2022,65+,0.1156
04Sep2022,65+,0.1153
05Sep2022,65+,0.1165
06Sep2022,65+,0.1160
07Sep2022,65+,0.1139
08Sep2022,65+,0.1140
09Sep2022,65+,0.1124
10Sep2022,65+,0.1129
11Sep2022,65+,0.1135
12Sep2022,65+,0.1134
13Sep2022,65+,0.1144
14Sep2022,65+,0.1138
15Sep2022,65+,0.1142
16Sep2022,65+,0.1149
17Sep2022,65+,0.1133
18Sep2022,65+,0.1132
19Sep2022,65+,0.1132
20Sep2022,65+,0.1132
21Sep2022,65+,0.1144
22Sep2022,65+,0.1151
23Sep2022,65+,0.1171
24Sep2022,65+,0.1182
25Sep2022,65+,0.1187
26Sep2022,65+,0.1201
27Sep2022,65+,0.1216
28Sep2022,65+,0.1240
29Sep2022,65+,0.1302
30Sep2022,65+,0.1307
01Oct2022,65+,0.1319
02Oct2022,65+,0.1334
03Oct2022,65+,0.1374
04Oct2022,65+,0.1388
05Oct2022,65+,0.1412
06Oct2022,65+,0.1419
07Oct2022,65+,0.1447
08Oct2022,65+,0.1482
09Oct2022,65+,0.1485
10Oct2022,65+,0.1514
11Oct2022,65+,0.1588
12Oct2022,65+,0.1640
13Oct2022,65+,0.1662
14Oct2022,65+,0.1702
15Oct2022,65+,0.1689
16Oct2022,65+,0.1715
17Oct2022,65+,0.1757
18Oct2022,65+,0.1760
19Oct2022,65+,0.1769
20Oct2022,65+,0.1788
21Oct2022,65+,0.1814
22Oct2022,65+,0.1856
23Oct2022,65+,0.1893
24Oct2022,65+,0.1898
25Oct2022,65+,0.1928
26Oct2022,65+,0.1954
27Oct2022,65+,0.1989
28Oct2022,65+,0.1965
29Oct2022,65+,0.1945
30Oct2022,65+,0.1895
31Oct2022,65+,0.1866
01Nov2022,65+,0.1832
02Nov2022,65+,0.1792
03Nov2022,65+,0.1746
04Nov2022,65+,0.1751
05Nov2022,65+,0.1749
06Nov2022,65+,0.1768
07Nov2022,65+,0.1727
08Nov2022,65+,0.1675
09Nov2022,65+,0.1596
10Nov2022,65+,0.1560
11Nov2022,65+,0.1509
12Nov2022,65+,0.1472
13Nov2022,65+,0.1437
14Nov2022,65+,0.1409
15Nov2022,65+,0.1385
16Nov2022,65+,0.1392
17Nov2022,65+,0.1375
18Nov2022,65+,0.1367
19Nov2022,65+,0.1353
20Nov2022,65+,0.1337
21Nov2022,65+,0.1326
22Nov2022,65+,0.1345
23Nov2022,65+,0.1331
24Nov2022,65+,0.1295
25Nov2022,65+,0.1292
26Nov2022,65+,0.1289
27Nov2022,65+,0.1285
28Nov2022,65+,0.1251
29Nov2022,65+,0.1226
30Nov2022,65+,0.1216
01Dec2022,65+,0.1203
02Dec2022,65+,0.1211
03Dec2022,65+,0.1209
04Dec2022,65+,0.1194
05Dec2022,65+,0.1230
06Dec2022,65+,0.1237
07Dec2022,65+,0.1246
08Dec2022,65+,0.1264
09Dec2022,65+,0.1268
10Dec2022,65+,0.1258
11Dec2022,65+,0.1278
12Dec2022,65+,0.1294
13Dec2022,65+,0.1332
14Dec2022,65+,0.1358
15Dec2022,65+,0.1375
16Dec2022,65+,0.1394
17Dec2022,65+,0.1436
18Dec2022,65+,0.1468
19Dec2022,65+,0.1498
20Dec2022,65+,0.1519
21Dec2022,65+,0.1527
22Dec2022,65+,0.1536
23Dec2022,65+,0.1559
24Dec2022,65+,0.1548
25Dec2022,65+,0.1543
26Dec2022,65+,0.1558
27Dec2022,65+,0.1585
28Dec2022,65+,0.1634
29Dec2022,65+,0.1684
30Dec2022,65+,0.1684
31Dec2022,65+,0.1713
01Jan2023,65+,0.1736
02Jan2023,65+,0.1749
03Jan2023,65+,0.1709
04Jan2023,65+,0.1694
05Jan2023,65+,0.1661
06Jan2023,65+,0.1688
07Jan2023,65+,0.1682
08Jan2023,65+,0.1655
09Jan2023,65+,0.1607
10Jan2023,65+,0.1599
11Jan2023,65+,0.1557
12Jan2023,65+,0.1535
13Jan2023,65+,0.1472
14Jan2023,65+,0.1447
15Jan2023,65+,0.1421
16Jan2023,65+,0.1410
17Jan2023,65+,0.1414
18Jan2023,65+,0.1432
19Jan2023,65+,0.1448
20Jan2023,65+,0.1438
21Jan2023,65+,0.1425
22Jan2023,65+,0.1417
23Jan2023,65+,0.1396
24Jan2023,65+,0.1345
25Jan2023,65+,0.1291
26Jan2023,65+,0.1279
27Jan2023,65+,0.1263
28Jan2023,65+,0.1251
29Jan2023,65+,0.1263
30Jan2023,65+,0.1238
31Jan2023,65+,0.1220
01Feb2023,65+,0.1231
02Feb2023,65+,0.1211
03Feb2023,65+,0.1201
04Feb2023,65+,0.1193
05Feb2023,65+,0.1182
06Feb2023,65+,0.1166
07Feb2023,65+,0.1170
08Feb2023,65+,0.1184
09Feb2023,65+,0.1206
10Feb2023,65+,0.1209
11Feb2023,65+,0.1217
12Feb2023,65+,0.1212
13Feb2023,65+,0.1241
14Feb2023,65+,0.1246
15Feb2023,65+,0.1244
16Feb2023,65+,0.1214
17Feb2023,65+,0.1220
18Feb2023,65+,0.1223
19Feb2023,65+,0.1230
20Feb2023,65+,0.1214
21Feb2023,65+,0.1206
22Feb2023,65+,0.1195
23Feb2023,65+,0.1191
24Feb2023,65+,0.1195
25Feb2023,65+,0.1189
26Feb2023,65+,0.1185
27Feb2023,65+,0.1212
28Feb2023,65+,0.1195
01Mar2023,65+,0.1193
02Mar2023,65+,0.1186
03Mar2023,65+,0.1144
04Mar2023,65+,0.1133
05Mar2023,65+,0.1127
06Mar2023,65+,0.1098
07Mar2023,65+,0.1097
08Mar2023,65+,0.1084
09Mar2023,65+,0.1098
10Mar2023,65+,0.1097
11Mar2023,65+,0.1097
12Mar2023,65+,0.1088
13Mar2023,65+,0.1100
14Mar2023,65+,0.1123
15Mar2023,65+,0.1118
16Mar2023,65+,0.1110
17Mar2023,65+,0.1138
18Mar2023,65+,0.1143
19Mar2023,65+,0.1147
20Mar2023,65+,0.1097
21Mar2023,65+,0.1093
22Mar2023,65+,0.1087
23Mar2023,65+,0.1059
24Mar2023,65+,0.1028
25Mar2023,65+,0.1023
26Mar2023,65+,0.1014
27Mar2023,65+,0.1026
28Mar2023,65+,0.1037
29Mar2023,65+,0.1031
30Mar2023,65+,0.1027
31Mar2023,65+,0.1049
01Apr2023,65+,0.1036
02Apr2023,65+,0.1058
03Apr2023,65+,0.1045
04Apr2023,65+,0.1005
05Apr2023,65+,0.0994
06Apr2023,65+,0.0986
07Apr2023,65+,0.0957
08Apr2023,65+,0.0971
09Apr2023,65+,0.0946
10Apr2023,65+,0.0976
11Apr2023,65+,0.1004
12Apr2023,65+,0.1042
13Apr2023,65+,0.1095
14Apr2023,65+,0.1116
15Apr2023,65+,0.1119
16Apr2023,65+,0.1128
17Apr2023,65+,0.1133
18Apr2023,65+,0.1088
19Apr2023,65+,0.1021
20Apr2023,65+,0.0979
21Apr2023,65+,0.0980
22Apr2023,65+,0.0966
23Apr2023,65+,0.0954
24Apr2023,65+,0.0921
25Apr2023,65+,0.0927
26Apr2023,65+,0.0966
27Apr2023,65+,0.0970
28Apr2023,65+,0.0949
29Apr2023,65+,0.0951
30Apr2023,65+,0.0947
01May2023,65+,0.0965
02May2023,65+,0.0971
03May2023,65+,0.0978
04May2023,65+,0.1000
05May2023,65+,0.1026
06May2023,65+,0.1038
07May2023,65+,0.1033
08May2023,65+,0.1021
09May2023,65+,0.1068
10May2023,65+,0.1063
11May2023,65+,0.1041
12May2023,65+,0.1015
13May2023,65+,0.0996
14May2023,65+,0.0987
15May2023,65+,0.1013
16May2023,65+,0.0947
17May2023,65+,0.0951
18May2023,65+,0.0976
19May2023,65+,0.0996
20May2023,65+,0.0998
21May2023,65+,0.0991
22May2023,65+,0.0980
23May2023,65+,0.1046
24May2023,65+,0.1079
25May2023,65+,0.1061
26May2023,65+,0.1023
27May2023,65+,0.1000
28May2023,65+,0.1003
29May2023,65+,0.1009
30May2023,65+,0.0978
31May2023,65+,0.0962
01Jun2023,65+,0.0986
02Jun2023,65+,0.0986
03Jun2023,65+,0.1003
04Jun2023,65+,0.0994
05Jun2023,65+,0.0960
06Jun2023,65+,0.0935
07Jun2023,65+,0.0901
08Jun2023,65+,0.0866
09Jun2023,65+,0.0840
10Jun2023,65+,0.0830
11Jun2023,65+,0.0830
12Jun2023,65+,0.0809
13Jun2023,65+,0.0802
14Jun2023,65+,0.0796
15Jun2023,65+,0.0814
16Jun2023,65+,0.0804
17Jun2023,65+,0.0780
18Jun2023,65+,0.0766
19Jun2023,65+,0.0786
20Jun2023,65+,0.0818
21Jun2023,65+,0.0825
22Jun2023,65+,0.0768
23Jun2023,65+,0.0778
24Jun2023,65+,0.0797
25Jun2023,65+,0.0788
26Jun2023,65+,0.0740
27Jun2023,65+,0.0707
28Jun2023,65+,0.0665
29Jun2023,65+,0.0644
30Jun2023,65+,0.0628
01Jul2023,65+,0.0610
02Jul2023,65+,0.0611
03Jul2023,65+,0.0610
04Jul2023,65+,0.0561
05Jul2023,65+,0.0581
06Jul2023,65+,0.0573
07Jul2023,65+,0.0596
08Jul2023,65+,0.0600
09Jul2023,65+,0.0599
10Jul2023,65+,0.0601
11Jul2023,65+,0.0651
12Jul2023,65+,0.0657
13Jul2023,65+,0.0686
14Jul2023,65+,0.0674
15Jul2023,65+,0.0707
16Jul2023,65+,0.0753
17Jul2023,65+,0.0784
18Jul2023,65+,0.0762
19Jul2023,65+,0.0727
20Jul2023,65+,0.0755
