Report_Data_Extracted,PHU_Num,PHU,LTC_Home,City,Beds,Total_LTC_Resident_Deaths
2020-04-24,2236,Halton,Allendale,Milton,200,0
2020-04-24,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-04-24,2244,Middlesex-London,Chelsey Park,London,247,0
2020-04-24,3895,Toronto,Chester Village,Toronto,203,0
2020-04-24,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-04-24,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-04-24,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-04-24,2268,Windsor-Essex,Extendicare Southwood Lakes,Windsor,150,0
2020-04-24,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-04-24,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-04-24,2251,Ottawa,Garden Terrace,Kanata,160,0
2020-04-24,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-04-24,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-04-24,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-04-24,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-04-24,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-04-24,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-04-24,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-04-24,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-04-24,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-04-24,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-04-24,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-04-24,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-04-24,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-04-24,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-04-24,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-04-24,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-04-24,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-04-24,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-04-24,3895,Toronto,Westside,Etobicoke,242,<5
2020-04-24,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-04-25,2236,Halton,Allendale,Milton,200,0
2020-04-25,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-04-25,2244,Middlesex-London,Chelsey Park,London,247,0
2020-04-25,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-04-25,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-04-25,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-04-25,2268,Windsor-Essex,Extendicare Southwood Lakes,Windsor,150,0
2020-04-25,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-04-25,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-04-25,2251,Ottawa,Garden Terrace,Kanata,160,0
2020-04-25,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-04-25,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-04-25,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-04-25,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-04-25,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-04-25,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-04-25,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-04-25,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-04-25,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-04-25,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-04-25,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-04-25,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-04-25,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-04-25,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-04-25,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-04-25,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-04-25,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-04-25,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-04-25,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-04-25,3895,Toronto,Westside,Etobicoke,242,<5
2020-04-25,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-04-26,2236,Halton,Allendale,Milton,200,0
2020-04-26,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-04-26,2244,Middlesex-London,Chelsey Park,London,247,0
2020-04-26,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-04-26,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-04-26,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-04-26,2268,Windsor-Essex,Extendicare Southwood Lakes,Windsor,150,0
2020-04-26,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-04-26,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-04-26,2251,Ottawa,Garden Terrace,Kanata,160,0
2020-04-26,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-04-26,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-04-26,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-04-26,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-04-26,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-04-26,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-04-26,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-04-26,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-04-26,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-04-26,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-04-26,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-04-26,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-04-26,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-04-26,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-04-26,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-04-26,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-04-26,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-04-26,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-04-26,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-04-26,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-04-26,3895,Toronto,Westside,Etobicoke,242,<5
2020-04-26,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-04-27,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-04-27,2236,Halton,Allendale,Milton,200,0
2020-04-27,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-04-27,2244,Middlesex-London,Chelsey Park,London,247,0
2020-04-27,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-04-27,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-04-27,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-04-27,2268,Windsor-Essex,Extendicare Southwood Lakes,Windsor,150,0
2020-04-27,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-04-27,2268,Windsor-Essex,Franklin Gardens Long Term Care Home,Leamington,120,0
2020-04-27,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-04-27,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-04-27,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-04-27,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-04-27,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-04-27,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-04-27,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-04-27,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-04-27,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-04-27,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-04-27,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-04-27,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-04-27,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-04-27,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-04-27,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-04-27,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-04-27,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-04-27,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-04-27,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-04-27,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-04-27,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-04-27,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-04-27,3895,Toronto,Westside,Etobicoke,242,<5
2020-04-27,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-04-28,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-04-28,2236,Halton,Allendale,Milton,200,0
2020-04-28,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-04-28,2244,Middlesex-London,Chelsey Park,London,247,0
2020-04-28,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-04-28,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-04-28,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-04-28,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-04-28,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-04-28,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-04-28,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-04-28,2237,Hamilton,Heritage Green Nursing Home,Stoney Creek,167,<5
2020-04-28,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-04-28,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-04-28,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-04-28,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-04-28,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-04-28,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-04-28,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-04-28,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-04-28,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-04-28,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-04-28,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-04-28,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-04-28,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-04-28,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-04-28,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-04-28,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-04-28,2265,Waterloo,The Village at University Gates,Waterloo,192,<5
2020-04-28,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-04-28,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-04-28,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-04-28,3895,Toronto,Westside,Etobicoke,242,<5
2020-04-28,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-04-29,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-04-29,2236,Halton,Allendale,Milton,200,0
2020-04-29,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-04-29,2244,Middlesex-London,Chelsey Park,London,247,0
2020-04-29,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-04-29,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-04-29,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-04-29,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-04-29,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-04-29,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-04-29,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-04-29,2237,Hamilton,Heritage Green Nursing Home,Stoney Creek,167,<5
2020-04-29,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-04-29,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-04-29,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2020-04-29,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-04-29,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-04-29,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-04-29,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-04-29,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-04-29,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-04-29,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-04-29,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-04-29,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-04-29,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-04-29,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-04-29,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-04-29,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-04-29,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-04-29,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-04-29,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-04-29,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-04-29,3895,Toronto,Westside,Etobicoke,242,<5
2020-04-29,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-04-30,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-04-30,2236,Halton,Allendale,Milton,200,0
2020-04-30,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-04-30,2244,Middlesex-London,Chelsey Park,London,247,0
2020-04-30,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-04-30,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-04-30,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-04-30,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-04-30,2230,Durham,Fairview Lodge,Whitby,198,0
2020-04-30,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-04-30,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-04-30,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-04-30,2237,Hamilton,Heritage Green Nursing Home,Stoney Creek,167,<5
2020-04-30,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-04-30,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-04-30,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2020-04-30,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-04-30,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-04-30,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-04-30,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-04-30,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-04-30,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-04-30,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-04-30,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-04-30,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-04-30,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-04-30,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-04-30,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-04-30,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-04-30,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-04-30,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-04-30,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-04-30,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-04-30,3895,Toronto,Westside,Etobicoke,242,<5
2020-04-30,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-05-01,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-05-01,2236,Halton,Allendale,Milton,200,0
2020-05-01,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,Clarence Creek,113,0
2020-05-01,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-05-01,2244,Middlesex-London,Chelsey Park,London,247,0
2020-05-01,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-05-01,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-05-01,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-05-01,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-05-01,2230,Durham,Fairview Lodge,Whitby,198,0
2020-05-01,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-05-01,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-05-01,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-05-01,2237,Hamilton,Heritage Green Nursing Home,Stoney Creek,167,<5
2020-05-01,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-05-01,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-05-01,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2020-05-01,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-05-01,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-05-01,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-05-01,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-05-01,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-05-01,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-05-01,3895,Toronto,Rockcliffe Care Community,Scarborough,204,0
2020-05-01,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-05-01,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-05-01,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-05-01,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-05-01,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-05-01,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-05-01,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-05-01,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-05-01,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-05-01,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-05-01,3895,Toronto,Westside,Etobicoke,242,<5
2020-05-01,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-05-02,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-05-02,2236,Halton,Allendale,Milton,200,0
2020-05-02,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,Clarence Creek,113,0
2020-05-02,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-05-02,2244,Middlesex-London,Chelsey Park,London,247,0
2020-05-02,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-05-02,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-05-02,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-05-02,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-05-02,2230,Durham,Fairview Lodge,Whitby,198,0
2020-05-02,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-05-02,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-05-02,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-05-02,2237,Hamilton,Heritage Green Nursing Home,Stoney Creek,167,<5
2020-05-02,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-05-02,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-05-02,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2020-05-02,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-05-02,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-05-02,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-05-02,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-05-02,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-05-02,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-05-02,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-05-02,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-05-02,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-05-02,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-05-02,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-05-02,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-05-02,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-05-02,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-05-02,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-05-02,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-05-02,3895,Toronto,Westside,Etobicoke,242,<5
2020-05-02,2230,Durham,Winbourne Park,Ajax,110,0
2020-05-02,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-05-03,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-05-03,2236,Halton,Allendale,Milton,200,0
2020-05-03,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,Clarence Creek,113,0
2020-05-03,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-05-03,2244,Middlesex-London,Chelsey Park,London,247,0
2020-05-03,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-05-03,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-05-03,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-05-03,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-05-03,2230,Durham,Fairview Lodge,Whitby,198,0
2020-05-03,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-05-03,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-05-03,2258,Eastern Ontario,Heartwood,Cornwall,118,0
2020-05-03,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-05-03,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-05-03,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2020-05-03,2233,Grey-Bruce,Maple View,Owen Sound,29,0
2020-05-03,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-05-03,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-05-03,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-05-03,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-05-03,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-05-03,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-05-03,2243,"Leeds,Grenville,Lanark",Rosebridge Manor,Jasper,78,0
2020-05-03,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-05-03,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-05-03,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-05-03,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-05-03,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-05-03,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
2020-05-03,2268,Windsor-Essex,The Village at St. Clair,Windsor,256,0
2020-05-03,2251,Ottawa,Villa Marconi,Ottawa,128,0
2020-05-03,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,Fergus,176,0
2020-05-03,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2020-05-03,3895,Toronto,Westside,Etobicoke,242,<5
2020-05-03,2230,Durham,Winbourne Park,Ajax,110,0
2020-05-03,2270,York Region,Yee Hong Centre - Markham,Markham,200,0
2020-05-04,2246,Niagara,"Albright Gardens Homes, Incorporated",Beamsville,231,0
2020-05-04,2236,Halton,Allendale,Milton,200,0
2020-05-04,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,Clarence Creek,113,0
2020-05-04,2265,Waterloo,Chartwell Westmount Long Term Care Residence,Kitchener,160,0
2020-05-04,2244,Middlesex-London,Chelsey Park,London,247,0
2020-05-04,2237,Hamilton,Clarion Nursing Home,Stoney Creek,100,0
2020-05-04,2246,Niagara,Douglas H. Rapelje Lodge,Welland,120,0
2020-05-04,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2020-05-04,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2020-05-04,2230,Durham,Fairview Lodge,Whitby,198,0
2020-05-04,2246,Niagara,Garden City Manor,St. Catharines,200,0
2020-05-04,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2020-05-04,2236,Halton,Hampton Terrace Care Centre,Burlington,101,0
2020-05-04,5183,Huron Perth,Hillside Manor,Stratford,90,0
2020-05-04,2230,Durham,Lakeview Manor,Beaverton,149,0
2020-05-04,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2020-05-04,2233,Grey-Bruce,Maple View,Owen Sound,29,0
2020-05-04,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2020-05-04,2244,Middlesex-London,Mount Hope Centre for Long Term Care,London,394,0
2020-05-04,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2020-05-04,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2020-05-04,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2020-05-04,2255,Peterborough,Riverview Manor Nursing Home,Peterborough,124,0
2020-05-04,2243,"Leeds,Grenville,Lanark",Rosebridge Manor,Jasper,78,0
2020-05-04,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2020-05-04,2246,Niagara,Shalom Manor Long Term Care Home,Grimsby,144,0
2020-05-04,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2020-05-04,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2020-05-04,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,Cambridge,128,0
2020-05-04,3895,Toronto,Tendercare Living Centre,Scarborough,254,<5
