Report_Data_Extracted,PHU_Num,PHU,LTC_Home,City,Beds,Total_LTC_Resident_Deaths
2021-01-15,2260,Simcoe-Muskoka,Sara Vista,Elmvale,60,0
2021-01-15,3895,Toronto,Wesburn Manor,Etobicoke,192,<5
2021-01-15,2257,Renfrew,Groves Park Lodge,Renfrew,100,0
2021-01-15,3895,Toronto,The Village of Humber Heights,Etobicoke,192,23
2021-01-15,2234,Haldimand-Norfolk,Delhi Long Term Care Centre,Delhi,60,0
2021-01-15,5183,Huron Perth,Braemar Retirement Centre,Wingham,69,0
2021-01-15,2258,Eastern Ontario,Residence Prescott et Russell,Hawkesbury,146,15
2021-01-15,3895,Toronto,Villa Colombo Homes for the Aged,Toronto,391,34
2021-01-15,2261,Sudbury,"St. Joseph's Villa, Sudbury",Sudbury,128,<5
2021-01-15,2258,Eastern Ontario,St. Joseph's Continuing Care Centre,Cornwall,150,0
2021-01-15,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,Ancaster,169,19
2021-01-15,2265,Waterloo,peopleCare Hilltop Manor Cambridge,Cambridge,185,0
2021-01-15,2242,Lambton,North Lambton Lodge,Forest,88,0
2021-01-15,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2021-01-15,2270,York Region,Bethany Lodge,Markham,128,<5
2021-01-15,2226,Algoma,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256,0
2021-01-15,2253,Peel,Erin Mills Lodge Nursing Home,Mississauga,86,17
2021-01-15,2230,Durham,Bay Ridges,Pickering,124,0
2021-01-15,2237,Hamilton,Heritage Green Nursing Home,Stoney Creek,167,<5
2021-01-15,2233,Grey-Bruce,Errinrung Long Term Care Home,Thornbury,60,0
2021-01-15,2233,Grey-Bruce,The Village Seniors Community,Hanover,70,0
2021-01-15,2266,Wellington-Dufferin-Guelph,Dufferin Oaks,Shelburne,160,0
2021-01-15,2258,Eastern Ontario,Champlain Long Term Care Residence,L'Orignal,60,0
2021-01-15,2258,Eastern Ontario,The Palace,Alexandria,70,0
2021-01-15,2270,York Region,Elginwood,Richmond Hill,124,0
2021-01-15,2246,Niagara,"Niagara Health System, Welland Hospital Site, Extended Care Unit",St. Catharines,115,0
2021-01-15,2255,Peterborough,Fairhaven,Peterborough,256,<5
2021-01-15,2251,Ottawa,Carlingview Manor,Ottawa,303,61
2021-01-15,3895,Toronto,Harmony Hills Care Community,East York,160,11
2021-01-15,3895,Toronto,Suomi-Koti Toronto Nursing Home,Toronto,34,8
2021-01-15,3895,Toronto,Sherbourne Place,Toronto,126,19
2021-01-15,2237,Hamilton,Morriston Park Nursing Home,Puslinch,28,0
2021-01-15,2249,Northwestern,Atikokan General Hospital,Atikokan,26,0
2021-01-15,3895,Toronto,Ukrainian Canadian Care Centre,Etobicoke,152,10
2021-01-15,2235,Haliburton Kawartha Pr,Case Manor Care Community,Bobcaygeon,96,0
2021-01-15,3895,Toronto,Chartwell Westbury Long Term Care Residence,Etobicoke,187,22
2021-01-15,2266,Wellington-Dufferin-Guelph,Shelburne Long Term Care Home,Shelburne,60,18
2021-01-15,2233,Grey-Bruce,Lee Manor Home,Owen Sound,150,0
2021-01-15,2236,Halton,CAMA Woodlands Nursing Home,Burlington,134,0
2021-01-15,2235,Haliburton Kawartha Pr,Extendicare Kawartha Lakes,Lindsay,64,0
2021-01-15,4913,South West,Woodingford Lodge - Tillsonburg,Tillsonburg,34,0
2021-01-15,2262,Thunder Bay,Pioneer Ridge,Thunder Bay,150,0
2021-01-15,2241,Kingston Frontenac L & A,Extendicare Kingston,Kingston,150,0
2021-01-15,3895,Toronto,Rockcliffe Care Community,Scarborough,204,23
2021-01-15,2244,Middlesex-London,McCormick Home,London,160,0
2021-01-15,3895,Toronto,Norfinch Care Community,North York,160,0
2021-01-15,2260,Simcoe-Muskoka,Coleman Care Centre,Barrie,112,0
2021-01-15,2253,Peel,Yee Hong Centre - Mississauga,Mississauga,200,<5
2021-01-15,2268,Windsor-Essex,Country Village Homes - Woodslee,Woodslee,104,18
2021-01-15,2237,Hamilton,BayWoods Place,Hamilton,128,<5
2021-01-15,2246,Niagara,Gilmore Lodge,Fort Erie,80,9
2021-01-15,2244,Middlesex-London,peopleCare Oakcrossing London,London,160,0
2021-01-15,4913,South West,Chartwell Aylmer Long Term Care Residence,Aylmer,64,0
2021-01-15,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2021-01-15,2237,Hamilton,Dundurn Place Care Centre,Hamilton,201,<5
2021-01-15,2265,Waterloo,Derbecker's Heritage House,St. Jacob's,72,0
2021-01-15,2244,Middlesex-London,Dearness Home for Senior Citizens,London,243,0
2021-01-15,2237,Hamilton,"St. Joseph's Villa, Dundas",Dundas,425,9
2021-01-15,5183,Huron Perth,Hillside Manor,Stratford,90,0
2021-01-15,2265,Waterloo,Lanark Heights Long Term Care Centre,Kitchener,160,0
2021-01-15,2243,"Leeds,Grenville,Lanark",Maple View Lodge,Athens,60,0
2021-01-15,2265,Waterloo,Trinity Village Care Centre,Kitchener,150,18
2021-01-15,2236,Halton,Billings Court Manor,Burlington,160,<5
2021-01-15,4913,South West,Elgin Manor,St. Thomas,90,0
2021-01-15,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2021-01-15,2258,Eastern Ontario,Pinecrest (Plantagenet),Plantagenet,60,11
2021-01-15,3895,Toronto,Yee Hong Centre - Scarborough McNicoll,Scarborough,155,0
2021-01-15,2262,Thunder Bay,Southbridge Pinewood,Thunder Bay,128,0
2021-01-15,3895,Toronto,Yee Hong Centre - Scarborough Finch,Scarborough,250,0
2021-01-15,2236,Halton,The Village of Tansley Woods,Burlington,144,0
2021-01-15,2265,Waterloo,Golden Years Nursing Home,Cambridge,88,<5
2021-01-15,2227,Brant,Park Lane Terrace,Paris,132,0
2021-01-15,2235,Haliburton Kawartha Pr,Golden Plough Lodge,Cobourg,151,0
2021-01-15,2230,Durham,Lakeview Manor,Beaverton,149,0
2021-01-15,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2021-01-15,2251,Ottawa,Madonna Care Community,Orleans,160,46
2021-01-15,5183,Huron Perth,Knollcrest Lodge,Milverton,78,0
2021-01-15,3895,Toronto,Humber Valley Terrace,Etobicoke (Rexdale),158,36
2021-01-15,2227,Brant,St. Joseph's Lifecare Centre,Brantford,205,0
2021-01-15,3895,Toronto,Main Street Terrace,Toronto,150,8
2021-01-16,3895,Toronto,Seven Oaks,Scarborough,249,41
2021-01-16,2270,York Region,King City Lodge Nursing Home,King City,36,11
2021-01-16,2266,Wellington-Dufferin-Guelph,Caressant Care Fergus Nursing Home,Fergus,87,0
2021-01-16,2257,Renfrew,Bonnechere Manor,Renfrew,180,0
2021-01-16,2243,"Leeds,Grenville,Lanark",Sherwood Park Manor,Brockville,107,0
2021-01-16,3895,Toronto,Hawthorne Place Care Centre,North York,269,51
2021-01-16,2244,Middlesex-London,Strathmere Lodge,Strathroy,160,0
2021-01-16,2256,Porcupine,Foyer Des Pionniers,Hearst,67,0
2021-01-16,2234,Haldimand-Norfolk,Caressant Care Courtland,Courtland,55,0
2021-01-16,3895,Toronto,Extendicare Scarborough,Scarborough,154,14
2021-01-16,2261,Sudbury,Extendicare York,Sudbury,288,0
2021-01-16,2251,Ottawa,Glebe Centre,Ottawa,254,<5
2021-01-16,2265,Waterloo,Chartwell Elmira Long Term Care Residence,Elmira,48,0
2021-01-16,2244,Middlesex-London,Chartwell London Long Term Care Residence,London,95,0
2021-01-16,2258,Eastern Ontario,Parisien Manor,Cornwall,65,0
2021-01-16,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2021-01-16,2257,Renfrew,"The Grove, Arnprior and District Nursing Home",Arnprior,61,0
2021-01-16,2260,Simcoe-Muskoka,Mill Creek Care Centre,Barrie,160,0
2021-01-16,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2021-01-16,2261,Sudbury,Extendicare Falconbridge,Sudbury,234,0
2021-01-16,2249,Northwestern,Birchwood Terrace,Kenora,96,0
2021-01-16,2233,Grey-Bruce,Golden Dawn Nursing Home,Lion's Head,45,0
2021-01-16,2227,Brant,Hardy Terrace,Brantford,101,0
2021-01-16,2234,Haldimand-Norfolk,Dover Cliffs,Port Dover,70,0
2021-01-16,2251,Ottawa,Peter D. Clark Centre,Ottawa,216,8
2021-01-16,2260,Simcoe-Muskoka,Sunset Manor Home for Senior Citizens,Collingwood,150,0
2021-01-16,4913,South West,Secord Trails Care Community,Ingersoll,80,0
2021-01-16,2251,Ottawa,Montfort,Ottawa,128,30
2021-01-16,3895,Toronto,North Park Nursing Home,North York,75,17
2021-01-16,3895,Toronto,St. Clair O'Connor Community Nursing Home,East York,25,8
2021-01-16,2237,Hamilton,St. Peter's Residence at Chedoke,Hamilton,221,0
2021-01-16,3895,Toronto,Lakeside Long Term Care Centre,Toronto,128,6
2021-01-16,2251,Ottawa,Garden Terrace,Kanata,160,0
2021-01-16,2237,Hamilton,Hamilton Continuing Care,Hamilton,64,8
2021-01-16,2251,Ottawa,Élisabeth-Bruyère Residence,Ottawa,71,15
2021-01-16,2262,Thunder Bay,Geraldton District Hospital,Geraldton,19,0
2021-01-16,2261,Sudbury,Pioneer Manor,Sudbury,433,0
2021-01-16,2241,Kingston Frontenac L & A,Helen Henderson Nursing Home,Amherstview,104,0
2021-01-16,2236,Halton,Wellington Park Care Centre,Burlington,132,0
2021-01-16,3895,Toronto,Norwood Nursing Home,Toronto,60,5
2021-01-16,2244,Middlesex-London,Henley Place,London,192,0
2021-01-16,2243,"Leeds,Grenville,Lanark",Stoneridge Manor,Carleton Place,60,6
2021-01-16,2235,Haliburton Kawartha Pr,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65,29
2021-01-16,2244,Middlesex-London,Meadow Park (London),London,126,<5
2021-01-16,2236,Halton,West Oak Village,Oakville,133,0
2021-01-16,3895,Toronto,Mon Sheong Home for the Aged,Toronto,105,33
2021-01-16,2235,Haliburton Kawartha Pr,Warkworth Place,Warkworth,60,0
2021-01-16,2237,Hamilton,The Wellington Nursing Home,Hamilton,102,0
2021-01-16,2251,Ottawa,Residence Saint-Louis,Ottawa,198,9
2021-01-16,2243,"Leeds,Grenville,Lanark",St. Lawrence Lodge,Brockville,224,0
2021-01-16,2236,Halton,Northridge,Oakville,133,0
2021-01-16,2251,Ottawa,Longfields Manor,Nepean,114,<5
2021-01-16,2260,Simcoe-Muskoka,Spencer House,Orillia,160,0
2021-01-16,5183,Huron Perth,Maitland Manor,Goderich,91,0
2021-01-16,3895,Toronto,Wellesley Central Place,Toronto,150,10
2021-01-16,2233,Grey-Bruce,Parkview Manor Health Care Centre,Chesley,34,0
2021-01-16,2260,Simcoe-Muskoka,Owen Hill Care Community,Barrie,57,12
2021-01-16,2268,Windsor-Essex,Heron Terrace Long Term Care Community,Windsor,140,25
2021-01-16,2261,Sudbury,Finlandia Hoivakoti Nursing Home,Sudbury,112,0
2021-01-16,2256,Porcupine,Extendicare Timmins,Timmins,180,0
2021-01-16,3895,Toronto,Isabel and Arthur Meighen Manor,Toronto,168,48
2021-01-16,2263,Timiskaming,Temiskaming Lodge,Haileybury,83,0
2021-01-16,2263,Timiskaming,Northview Nursing Home,Englehart,48,0
2021-01-16,3895,Toronto,Chester Village,Toronto,203,0
2021-01-16,2235,Haliburton Kawartha Pr,Caressant Care Lindsay Nursing Home,Lindsay,124,0
2021-01-16,2233,Grey-Bruce,Elgin Abbey Nursing Home,Chesley,27,0
2021-01-16,2247,North Bay-Parry Sound,Waters Edge Care Community,North Bay,148,0
2021-01-16,3895,Toronto,Garden Court Nursing Home,Etobicoke,45,10
2021-01-16,3895,Toronto,Altamont Care Community,Scarborough,159,53
2021-01-16,2233,Grey-Bruce,Maple View,Owen Sound,29,0
2021-01-16,2244,Middlesex-London,Sprucedale Care Centre,Strathroy,96,0
2021-01-16,2255,Peterborough,Extendicare Lakefield,Lakefield,100,0
2021-01-16,2236,Halton,Hampton Terrace Care Centre,Burlington,101,0
2021-01-16,2227,Brant,Telfer Place,Paris,45,0
2021-01-16,5183,Huron Perth,Blue Water Rest Home,Zurich,65,0
2021-01-16,2270,York Region,Eagle Terrace,Newmarket,70,<5
2021-01-16,2256,Porcupine,Golden Manor,Timmins,177,0
2021-01-16,3895,Toronto,Harold and Grace Baker Centre,Toronto,120,16
2021-01-16,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,Clarence Creek,113,0
2021-01-16,3895,Toronto,Thompson House,North York,136,0
2021-01-16,2234,Haldimand-Norfolk,The Norfolk Hospital Nursing Home,Simcoe,80,0
2021-01-16,2261,Sudbury,Manitoulin Lodge,Gore Bay,62,0
2021-01-16,2268,Windsor-Essex,Extendicare Southwood Lakes,Windsor,150,0
2021-01-16,2261,Sudbury,Elizabeth Centre,Val Caron,128,0
2021-01-16,2268,Windsor-Essex,Franklin Gardens Long Term Care Home,Leamington,120,0
2021-01-16,2261,Sudbury,Wikwemikong Nursing Home,Wikwemikong,59,0
2021-01-16,2261,Sudbury,St. Gabriel's Villa of Sudbury,Chelmsford,128,0
2021-01-16,4913,South West,Caressant Care on Mary Bucke,St. Thomas,60,0
2021-01-16,2247,North Bay-Parry Sound,Belvedere Heights,Parry Sound,101,0
2021-01-16,2243,"Leeds,Grenville,Lanark",Rosebridge Manor,Jasper,78,0
2021-01-16,2258,Eastern Ontario,Dundas Manor Nursing Home,Winchester,98,0
2021-01-16,2260,Simcoe-Muskoka,Muskoka Shores Care Community,Gravenhurst,207,0
2021-01-16,2226,Algoma,F.J. Davey Home,Sault Ste. Marie,374,0
2021-01-16,2246,Niagara,Deer Park Villa,Grimsby,40,0
2021-01-16,3895,Toronto,Maynard Nursing Home,Toronto,77,0
2021-01-16,2233,Grey-Bruce,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144,0
2021-01-16,3895,Toronto,Chartwell Westbury Long Term Care Residence,Etobicoke,187,22
2021-01-16,2258,Eastern Ontario,St. Jacques Nursing Home,Embrun,60,0
2021-01-16,2270,York Region,MacKenzie Place,Newmarket,93,15
2021-01-16,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,Ottawa,450,13
2021-01-16,2265,Waterloo,Stirling Heights,Cambridge,110,0
2021-01-16,2270,York Region,Cedarvale Lodge Retirement and Care Community,Keswick,60,0
2021-01-16,2246,Niagara,Kilean Lodge,Grimsby,50,0
2021-01-16,2244,Middlesex-London,Craigholme,Ailsa Craig,83,0
2021-01-16,2243,"Leeds,Grenville,Lanark",Almonte Country Haven,Almonte,82,29
2021-01-16,2227,Brant,Anson Place Care Centre,Hagersville,61,23
2021-01-16,3895,Toronto,Providence Healthcare,Scarborough,288,<5
2021-01-16,2260,Simcoe-Muskoka,Woods Park Care Centre,Barrie,123,0
2021-01-16,2255,Peterborough,St. Joseph's at Fleming,Peterborough,200,<5
2021-01-16,2238,Hastings Prince Edward,Belmont Long Term Care Facility,Belleville,128,0
2021-01-16,2238,Hastings Prince Edward,Hallowell House,Picton,97,0
2021-01-16,2243,"Leeds,Grenville,Lanark",Lanark Lodge,Perth,163,0
2021-01-16,3895,Toronto,Carefree Lodge,North York,127,0
2021-01-16,2256,Porcupine,South Centennial Manor,Iroquois Falls,69,0
2021-01-16,2247,North Bay-Parry Sound,Cassellholme,North Bay,240,0
2021-01-16,2260,Simcoe-Muskoka,Collingwood Nursing Home,Collingwood,64,0
2021-01-16,2260,Simcoe-Muskoka,Creedan Valley Care Community,Creemore,95,0
2021-01-16,2260,Simcoe-Muskoka,Stayner Care Centre,Stayner,49,0
2021-01-16,2265,Waterloo,Twin Oaks of Maryhill,Maryhill,31,0
2021-01-16,2233,Grey-Bruce,Trillium Court,Kincardine,40,0
2021-01-16,2270,York Region,Bloomington Cove Care Community,Stouffville,113,0
2021-01-16,2246,Niagara,R. H. Lawson Eventide Home,Niagara Falls,101,0
2021-01-16,2241,Kingston Frontenac L & A,Providence Manor,Kingston,243,0
2021-01-16,2244,Middlesex-London,McGarrell Place,London,157,0
2021-01-16,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,Ancaster,169,19
2021-01-16,2253,Peel,Silverthorn Care Community,Mississauga,160,0
2021-01-16,2230,Durham,Orchard Villa,Pickering,233,70
2021-01-16,2253,Peel,Malton Village Long Term Care Centre,Mississauga,160,<5
2021-01-16,2249,Northwestern,Atikokan General Hospital,Atikokan,26,0
2021-01-16,3895,Toronto,The Village of Humber Heights,Etobicoke,192,23
2021-01-16,3895,Toronto,Ukrainian Canadian Care Centre,Etobicoke,152,10
2021-01-16,2253,Peel,Chartwell Wenleigh Long Term Care Residence,Mississauga,161,0
2021-01-16,2240,Chatham-Kent,Copper Terrace,Chatham,138,0
2021-01-16,2253,Peel,Tyndall Nursing Home,Mississauga,151,35
2021-01-16,2266,Wellington-Dufferin-Guelph,Royal Terrace,Palmerston,67,0
2021-01-16,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,Ajax,100,32
2021-01-16,2241,Kingston Frontenac L & A,Fairmount Home for the Aged,Glenburnie,128,0
2021-01-16,2266,Wellington-Dufferin-Guelph,Shelburne Long Term Care Home,Shelburne,60,18
2021-01-16,2236,Halton,Wyndham Manor Long Term Care Centre,Oakville,128,17
2021-01-16,3895,Toronto,Yee Hong Centre - Scarborough Finch,Scarborough,250,0
2021-01-16,2227,Brant,St. Joseph's Lifecare Centre,Brantford,205,0
2021-01-16,2236,Halton,Bennett Health Care Centre,Georgetown,66,0
2021-01-16,2242,Lambton,Vision Nursing Home,Sarnia,146,10
2021-01-16,2242,Lambton,Afton Park Place Long Term Care Community,Sarnia,128,0
2021-01-16,2246,Niagara,The Woodlands of Sunset,Welland,121,0
2021-01-16,2265,Waterloo,Fairview Mennonite Home,Cambridge,84,0
2021-01-16,3895,Toronto,Extendicare Rouge Valley,Toronto,192,12
2021-01-16,2230,Durham,Lakeview Manor,Beaverton,149,0
2021-01-16,2227,Brant,John Noble Home,Brantford,156,0
2021-01-16,2265,Waterloo,Lanark Heights Long Term Care Centre,Kitchener,160,0
2021-01-16,2266,Wellington-Dufferin-Guelph,Eden House Nursing Home,Guelph,58,0
2021-01-16,2265,Waterloo,Pinehaven Nursing Home,Waterloo,84,0
2021-01-16,2258,Eastern Ontario,Residence Prescott et Russell,Hawkesbury,146,15
2021-01-16,2265,Waterloo,peopleCare A.R. Goudie Kitchener,Kitchener,80,9
2021-01-16,3895,Toronto,Downsview Long Term Care Centre,North York,252,64
2021-01-16,2234,Haldimand-Norfolk,Delhi Long Term Care Centre,Delhi,60,0
2021-01-16,2251,Ottawa,Carleton Lodge,Nepean,161,0
2021-01-16,2244,Middlesex-London,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwatisni),Southwold,64,0
2021-01-16,2246,Niagara,Royal Rose Place,Welland,96,20
2021-01-16,2260,Simcoe-Muskoka,Sara Vista,Elmvale,60,0
2021-01-16,3895,Toronto,Wesburn Manor,Etobicoke,192,<5
2021-01-16,2237,Hamilton,Regina Gardens,Hamilton,128,0
2021-01-16,2257,Renfrew,Miramichi Lodge,Pembroke,166,0
2021-01-16,2246,Niagara,West Park Health Centre,St. Catharines,101,<5
2021-01-16,2237,Hamilton,Ridgeview,Stoney Creek,120,0
2021-01-16,2230,Durham,Bay Ridges,Pickering,124,0
2021-01-16,2247,North Bay-Parry Sound,Lakeland Long Term Care Services,Parry Sound,90,0
2021-01-16,2253,Peel,Erin Mills Lodge Nursing Home,Mississauga,86,17
2021-01-16,2270,York Region,Bethany Lodge,Markham,128,<5
2021-01-16,2253,Peel,Extendicare Brampton,Brampton,150,<5
2021-01-16,2227,Brant,Brierwood Gardens,Brantford,79,0
2021-01-16,3895,Toronto,Yee Hong Centre - Scarborough McNicoll,Scarborough,155,0
2021-01-16,3895,Toronto,Villa Colombo Homes for the Aged,Toronto,391,34
2021-01-16,2258,Eastern Ontario,St. Joseph's Continuing Care Centre,Cornwall,150,0
2021-01-16,2257,Renfrew,Groves Park Lodge,Renfrew,100,0
2021-01-16,2265,Waterloo,peopleCare Hilltop Manor Cambridge,Cambridge,185,0
2021-01-16,2268,Windsor-Essex,Brouillette Manor,Tecumseh,60,0
2021-01-16,2242,Lambton,Lambton Meadowview Villa,Petrolia,125,0
2021-01-16,5183,Huron Perth,Braemar Retirement Centre,Wingham,69,0
2021-01-16,2226,Algoma,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256,0
2021-01-16,3895,Toronto,Fudger House,Toronto,250,13
2021-01-16,2261,Sudbury,"St. Joseph's Villa, Sudbury",Sudbury,128,<5
2021-01-16,3895,Toronto,Eatonville Care Centre,Etobicoke,247,42
2021-01-16,2244,Middlesex-London,Earls Court Village,London,128,0
2021-01-16,2268,Windsor-Essex,Iler Lodge,Essex,104,<5
2021-01-16,2242,Lambton,North Lambton Lodge,Forest,88,0
2021-01-16,3895,Toronto,Suomi-Koti Toronto Nursing Home,Toronto,34,8
2021-01-16,2233,Grey-Bruce,The Village Seniors Community,Hanover,70,0
2021-01-16,2266,Wellington-Dufferin-Guelph,Dufferin Oaks,Shelburne,160,0
2021-01-16,2258,Eastern Ontario,Champlain Long Term Care Residence,L'Orignal,60,0
2021-01-16,2258,Eastern Ontario,The Palace,Alexandria,70,0
2021-01-16,2246,Niagara,"Niagara Health System, Welland Hospital Site, Extended Care Unit",St. Catharines,115,0
2021-01-16,2265,Waterloo,Golden Years Nursing Home,Cambridge,88,<5
2021-01-16,3895,Toronto,Harmony Hills Care Community,East York,160,11
2021-01-16,3895,Toronto,Rockcliffe Care Community,Scarborough,204,23
2021-01-16,3895,Toronto,Sherbourne Place,Toronto,126,19
2021-01-16,2236,Halton,Billings Court Manor,Burlington,160,<5
2021-01-16,2270,York Region,Elginwood,Richmond Hill,124,0
2021-01-16,2237,Hamilton,BayWoods Place,Hamilton,128,<5
2021-01-16,2262,Thunder Bay,Southbridge Pinewood,Thunder Bay,128,0
2021-01-16,2242,Lambton,Trillium Villa Nursing Home,Sarnia,152,0
2021-01-16,2237,Hamilton,Heritage Green Nursing Home,Stoney Creek,167,<5
2021-01-16,3895,Toronto,Norfinch Care Community,North York,160,0
2021-01-16,2233,Grey-Bruce,Lee Manor Home,Owen Sound,150,0
2021-01-16,2236,Halton,CAMA Woodlands Nursing Home,Burlington,134,0
2021-01-16,2235,Haliburton Kawartha Pr,Extendicare Kawartha Lakes,Lindsay,64,0
2021-01-16,4913,South West,Woodingford Lodge - Tillsonburg,Tillsonburg,34,0
2021-01-16,2246,Niagara,Gilmore Lodge,Fort Erie,80,9
2021-01-16,2241,Kingston Frontenac L & A,Extendicare Kingston,Kingston,150,0
2021-01-16,2233,Grey-Bruce,Errinrung Long Term Care Home,Thornbury,60,0
2021-01-16,2244,Middlesex-London,McCormick Home,London,160,0
2021-01-16,2262,Thunder Bay,Pioneer Ridge,Thunder Bay,150,0
2021-01-16,2260,Simcoe-Muskoka,Coleman Care Centre,Barrie,112,0
2021-01-16,2253,Peel,Yee Hong Centre - Mississauga,Mississauga,200,<5
2021-01-16,3895,Toronto,Ina Grafton Gage Home,Scarborough,128,31
2021-01-16,2268,Windsor-Essex,Country Village Homes - Woodslee,Woodslee,104,18
2021-01-16,2255,Peterborough,Fairhaven,Peterborough,256,<5
2021-01-16,3895,Toronto,Main Street Terrace,Toronto,150,8
2021-01-16,2235,Haliburton Kawartha Pr,Case Manor Care Community,Bobcaygeon,96,0
2021-01-16,2237,Hamilton,"St. Joseph's Villa, Dundas",Dundas,425,9
2021-01-16,2237,Hamilton,Extendicare Hamilton,Hamilton,160,0
2021-01-16,2265,Waterloo,Nithview Home,New Hamburg,97,0
2021-01-16,2237,Hamilton,Morriston Park Nursing Home,Puslinch,28,0
2021-01-16,2227,Brant,Park Lane Terrace,Paris,132,0
2021-01-16,2243,"Leeds,Grenville,Lanark",Maple View Lodge,Athens,60,0
2021-01-16,2237,Hamilton,Dundurn Place Care Centre,Hamilton,201,<5
2021-01-16,4913,South West,Elgin Manor,St. Thomas,90,0
2021-01-16,2251,Ottawa,Carlingview Manor,Ottawa,303,61
2021-01-16,4913,South West,Chartwell Aylmer Long Term Care Residence,Aylmer,64,0
2021-01-16,2265,Waterloo,Saint Luke's Place,Cambridge,114,0
2021-01-16,2236,Halton,The Village of Tansley Woods,Burlington,144,0
2021-01-16,2265,Waterloo,Barnswallow Place Care Community,Elmira,96,0
2021-01-16,2244,Middlesex-London,Dearness Home for Senior Citizens,London,243,0
2021-01-16,3895,Toronto,Belmont House,Toronto,140,0
2021-01-16,2235,Haliburton Kawartha Pr,Golden Plough Lodge,Cobourg,151,0
2021-01-16,2258,Eastern Ontario,Pinecrest (Plantagenet),Plantagenet,60,11
2021-01-16,2234,Haldimand-Norfolk,Norview Lodge,Simcoe,179,0
2021-01-16,2244,Middlesex-London,Westmount Gardens Long Term Care Home,London,160,0
2021-01-16,5183,Huron Perth,Knollcrest Lodge,Milverton,78,0
2021-01-16,2230,Durham,Winbourne Park,Ajax,110,<5
2021-01-16,3895,Toronto,Humber Valley Terrace,Etobicoke (Rexdale),158,36
2021-01-16,2265,Waterloo,Derbecker's Heritage House,St. Jacob's,72,0
2021-01-16,2244,Middlesex-London,peopleCare Oakcrossing London,London,160,0
2021-01-16,2268,Windsor-Essex,Riverside Place,Windsor,96,0
2021-01-16,2251,Ottawa,Extendicare Starwood,Nepean,192,26
2021-01-16,2265,Waterloo,Trinity Village Care Centre,Kitchener,150,18
2021-01-16,5183,Huron Perth,Hillside Manor,Stratford,90,0
2021-01-16,2253,Peel,Grace Manor,Brampton,120,12
2021-01-17,2236,Halton,Wellington Park Care Centre,Burlington,132,0
2021-01-17,2244,Middlesex-London,Strathmere Lodge,Strathroy,160,0
2021-01-17,3895,Toronto,Norwood Nursing Home,Toronto,60,5
2021-01-17,3895,Toronto,Hawthorne Place Care Centre,North York,269,51
2021-01-17,2243,"Leeds,Grenville,Lanark",Sherwood Park Manor,Brockville,107,0
2021-01-17,2244,Middlesex-London,Chartwell London Long Term Care Residence,London,95,0
2021-01-17,3895,Toronto,Extendicare Scarborough,Scarborough,154,14
2021-01-17,3895,Toronto,Ehatare Nursing Home,Scarborough,32,0
2021-01-17,2258,Eastern Ontario,Parisien Manor,Cornwall,65,0
2021-01-17,3895,Toronto,Lakeside Long Term Care Centre,Toronto,128,6
2021-01-17,2261,Sudbury,Extendicare York,Sudbury,288,0
2021-01-17,2270,York Region,King City Lodge Nursing Home,King City,36,11
2021-01-17,2257,Renfrew,"The Grove, Arnprior and District Nursing Home",Arnprior,61,0
2021-01-17,2241,Kingston Frontenac L & A,Helen Henderson Nursing Home,Amherstview,104,0
2021-01-17,2251,Ottawa,Garden Terrace,Kanata,160,0
2021-01-17,2237,Hamilton,St. Peter's Residence at Chedoke,Hamilton,221,0
2021-01-17,2260,Simcoe-Muskoka,Mill Creek Care Centre,Barrie,160,0
2021-01-17,4913,South West,Secord Trails Care Community,Ingersoll,80,0
2021-01-17,2251,Ottawa,Montfort,Ottawa,128,30
2021-01-17,2237,Hamilton,Wentworth Lodge,Dundas,160,0
2021-01-17,2251,Ottawa,Peter D. Clark Centre,Ottawa,216,8
2021-01-17,2249,Northwestern,Birchwood Terrace,Kenora,96,0
2021-01-17,3895,Toronto,Chartwell Westbury Long Term Care Residence,Etobicoke,187,22
2021-01-17,2261,Sudbury,Extendicare Falconbridge,Sudbury,234,0
2021-01-17,2235,Haliburton Kawartha Pr,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65,29
2021-01-17,2233,Grey-Bruce,Golden Dawn Nursing Home,Lion's Head,45,0
2021-01-17,2244,Middlesex-London,Meadow Park (London),London,126,<5
2021-01-17,2251,Ottawa,Longfields Manor,Nepean,114,<5
