pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,numtoday,percenttoday,ratetotal,numdeathstoday,percentdeath,ratedeaths,numrecoveredtoday,percentrecover,raterecovered,numteststoday,ratetests,numactive,percentactive,rateactive,numtotal_last7,numtotal_last14,ratetotal_last7,ratetotal_last14,avgtotal_last7,avgincidence_last7,numdeaths_last7,numdeaths_last14,ratedeaths_last7,ratedeaths_last14,avgdeaths_last7,avgratedeaths_last7,numtestedtoday,ratetested
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-10-2021,1,1788,0,10,1788,0,355643,1591,41,2.29,343.48,2,20.00,1.92,23,1.45,305.64,0,683202.29,187,10.46,35.92,134,233,25.74,0.00,19.14,3.68,3,3,0.58,0.58,0.00,0.08,0,0.00
13,New Brunswick,Nouveau-Brunswick,01-10-2021,1,4272,0,60,4272,0,473239,3534,85,1.99,541.29,1,1.67,7.60,97,2.74,447.78,2649,599624.95,678,15.87,85.91,565,1035,71.59,0.00,80.71,10.23,8,12,1.01,1.52,1.00,0.14,0,0.00
12,Nova Scotia,Nouvelle-Écosse,01-10-2021,1,6715,0,97,6715,0,1218574,6378,77,1.15,676.88,0,0.00,9.78,61,0.96,642.91,4625,1228333.11,240,3.57,24.19,229,403,23.08,0.00,32.71,3.30,2,3,0.20,0.30,0.00,0.03,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,01-10-2021,1,302,0,0,302,0,202200,291,3,0.99,183.79,0,0.00,0.00,1,0.34,177.10,651,1230540.78,11,3.64,6.69,9,24,5.48,0.00,1.29,0.78,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,01-10-2021,0,755,0,9,755,0,9129,713,0,0.00,1756.39,0,0.00,20.94,0,0.00,1658.68,0,212371.47,33,4.37,76.77,10,42,23.26,0.00,1.43,3.32,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,01-10-2021,0,1059,0,6,1059,0,32546,770,0,0.00,2327.27,0,0.00,13.19,0,0.00,1692.16,92,715233.83,283,26.72,621.92,177,339,388.98,0.00,25.29,55.57,4,5,8.79,10.99,1.00,1.26,0,0.00
62,Nunavut,Nunavut,01-10-2021,1,664,0,4,664,0,20622,659,0,0.00,1685.15,0,0.00,10.15,1,0.15,1672.46,0,523361.17,1,0.15,2.54,1,5,2.54,0.00,0.14,0.36,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,01-10-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,01-10-2021,,1629142,0,27642,1629142,0,43456266,1556530,4417,0.27,4259.63,50,0.18,72.27,4911,0.32,4069.77,123385,1136227.14,44970,2.76,117.58,30335,59956,79.32,0.00,4333.57,11.33,298,546,0.78,1.43,43.00,0.11,0,0.00
59,British Columbia,Colombie-Britannique,02-10-2021,0,188311,0,1973,188311,0,3845827,178980,617,0.33,3611.08,0,0.00,37.83,0,0.00,3432.15,16675,737482.42,7358,3.91,141.10,4894,9713,93.85,0.00,699.14,13.41,51,85,0.98,1.63,7.00,0.14,0,0.00
48,Alberta,Alberta,02-10-2021,0,301431,0,2731,301431,0,5532165,276856,1629,0.54,6784.59,0,0.00,61.47,0,0.00,6231.45,15857,1245175.71,21844,7.25,491.66,11192,22268,251.91,0.00,1598.86,35.99,109,208,2.45,4.68,16.00,0.35,0,0.00
47,Saskatchewan,Saskatchewan,02-10-2021,1,68290,0,708,68290,0,1136275,62758,480,0.70,5788.05,8,1.13,60.01,418,0.67,5319.18,3237,963072.24,4824,7.06,408.87,3341,6732,283.17,0.00,477.29,40.45,41,70,3.48,5.93,6.00,0.50,0,0.00
46,Manitoba,Manitoba,02-10-2021,1,60749,0,1211,60749,0,1058103,58705,121,0.20,4390.12,0,0.00,87.51,0,0.00,4242.41,4161,764655.13,833,1.37,60.20,649,1083,46.90,0.00,92.71,6.70,3,7,0.22,0.51,0.00,0.03,0,0.00
35,Ontario,Ontario,02-10-2021,1,587521,0,9470,587521,0,17978917,572750,704,0.12,3962.70,6,0.06,63.87,645,0.11,3863.07,35927,1212638.76,5301,0.90,35.75,4246,8652,28.64,0.00,606.57,4.09,48,97,0.32,0.65,7.00,0.05,0,0.00
24,Quebec,Québec,02-10-2021,1,411463,0,11382,411463,0,11699642,393595,640,0.16,4781.95,5,0.04,132.28,0,0.00,4574.30,30835,1359712.80,6486,1.58,75.38,4239,9180,49.26,0.00,605.57,7.04,28,61,0.33,0.71,4.00,0.05,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-10-2021,1,1797,0,10,1797,0,361173,1610,9,0.50,345.21,0,0.00,1.92,19,1.18,309.29,5530,693825.60,177,9.85,34.00,129,242,24.78,0.00,18.43,3.54,3,3,0.58,0.58,0.00,0.08,0,0.00
13,New Brunswick,Nouveau-Brunswick,02-10-2021,1,4412,0,64,4412,0,476290,3583,140,3.17,559.03,4,6.25,8.11,49,1.37,453.99,3051,603490.77,765,17.34,96.93,644,1112,81.60,0.00,92.00,11.66,10,16,1.27,2.03,1.00,0.18,0,0.00
12,Nova Scotia,Nouvelle-Écosse,02-10-2021,0,6715,0,97,6715,0,1223308,6378,0,0.00,676.88,0,0.00,9.78,0,0.00,642.91,4734,1233105.02,240,3.57,24.19,229,403,23.08,0.00,32.71,3.30,2,3,0.20,0.30,0.00,0.03,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,02-10-2021,0,302,0,0,302,0,202890,291,0,0.00,183.79,0,0.00,0.00,0,0.00,177.10,690,1234739.96,11,3.64,6.69,8,21,4.87,0.00,1.14,0.70,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,02-10-2021,0,758,0,9,758,0,9129,726,3,0.40,1763.36,0,0.00,20.94,13,1.79,1688.92,0,212371.47,23,3.03,53.51,13,42,30.24,0.00,1.86,4.32,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,02-10-2021,1,1143,0,6,1143,0,32611,803,84,7.35,2511.87,0,0.00,13.19,33,4.11,1764.68,65,716662.27,334,29.22,734.00,225,394,494.46,0.00,32.14,70.64,4,5,8.79,10.99,1.00,1.26,0,0.00
62,Nunavut,Nunavut,02-10-2021,0,664,0,4,664,0,20739,659,0,0.00,1685.15,0,0.00,10.15,0,0.00,1672.46,117,526330.48,1,0.15,2.54,1,5,2.54,0.00,0.14,0.36,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,02-10-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,02-10-2021,,1633569,0,27665,1633569,0,43577069,1557707,4427,0.27,4271.20,23,0.08,72.33,1177,0.08,4072.85,120803,1139385.71,48197,2.95,126.02,29810,59847,77.94,0.00,4258.57,11.13,299,555,0.78,1.45,43.00,0.11,0,0.00
59,British Columbia,Colombie-Britannique,03-10-2021,0,189018,0,1973,189018,0,3859337,178980,707,0.37,3624.64,0,0.00,37.83,0,0.00,3432.15,13510,740073.12,8065,4.27,154.66,4944,9807,94.81,0.00,706.29,13.54,51,85,0.98,1.63,7.00,0.14,0,0.00
48,Alberta,Alberta,03-10-2021,0,302713,0,2731,302713,0,5546697,276856,1282,0.42,6813.44,0,0.00,61.47,0,0.00,6231.45,14532,1248446.56,23126,7.64,520.52,10933,21958,246.08,0.00,1561.86,35.15,109,208,2.45,4.68,16.00,0.35,0,0.00
47,Saskatchewan,Saskatchewan,03-10-2021,1,68644,0,711,68644,0,1139180,63215,354,0.52,5818.06,3,0.42,60.26,457,0.72,5357.91,2905,965534.43,4718,6.87,399.88,3143,6543,266.39,0.00,449.00,38.06,41,72,3.48,6.10,6.00,0.50,0,0.00
46,Manitoba,Manitoba,03-10-2021,1,60860,0,1211,60860,0,1061013,58705,111,0.18,4398.15,0,0.00,87.51,0,0.00,4242.41,2910,766758.08,944,1.55,68.22,656,1144,47.41,0.00,93.71,6.77,3,7,0.22,0.51,0.00,0.03,0,0.00
35,Ontario,Ontario,03-10-2021,1,588101,0,9471,588101,0,18008427,573366,580,0.10,3966.61,1,0.01,63.88,616,0.11,3867.23,29510,1214629.15,5264,0.90,35.50,4173,8517,28.15,0.00,596.14,4.02,43,92,0.29,0.62,6.00,0.04,0,0.00
24,Quebec,Québec,03-10-2021,1,411962,0,11383,411962,0,11727819,393595,499,0.12,4787.75,1,0.01,132.29,0,0.00,4574.30,28177,1362987.49,6984,1.70,81.17,4019,8937,46.71,0.00,574.14,6.67,27,58,0.31,0.67,4.00,0.04,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-10-2021,1,1805,0,10,1805,0,362895,1638,8,0.44,346.75,0,0.00,1.92,28,1.71,314.67,1722,697133.63,157,8.70,30.16,113,250,21.71,0.00,16.14,3.10,3,3,0.58,0.58,0.00,0.08,0,0.00
13,New Brunswick,Nouveau-Brunswick,03-10-2021,1,4505,0,66,4505,0,478681,3679,93,2.06,570.81,2,3.03,8.36,96,2.61,466.15,2391,606520.32,760,16.87,96.30,655,1130,82.99,0.00,93.57,11.86,12,18,1.52,2.28,2.00,0.22,0,0.00
12,Nova Scotia,Nouvelle-Écosse,03-10-2021,0,6715,0,97,6715,0,1226694,6378,0,0.00,676.88,0,0.00,9.78,0,0.00,642.91,3386,1236518.14,240,3.57,24.19,229,403,23.08,0.00,32.71,3.30,2,3,0.20,0.30,0.00,0.03,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,03-10-2021,0,302,0,0,302,0,203377,291,0,0.00,183.79,0,0.00,0.00,0,0.00,177.10,487,1237703.72,11,3.64,6.69,7,18,4.26,0.00,1.00,0.61,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,03-10-2021,0,758,0,9,758,0,9129,726,0,0.00,1763.36,0,0.00,20.94,0,0.00,1688.92,0,212371.47,23,3.03,53.51,13,42,30.24,0.00,1.86,4.32,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,03-10-2021,0,1143,0,6,1143,0,32706,803,0,0.00,2511.87,0,0.00,13.19,0,0.00,1764.68,95,718750.00,334,29.22,734.00,225,394,494.46,0.00,32.14,70.64,4,5,8.79,10.99,1.00,1.26,0,0.00
62,Nunavut,Nunavut,03-10-2021,0,664,0,4,664,0,20795,659,0,0.00,1685.15,0,0.00,10.15,0,0.00,1672.46,56,527751.69,1,0.15,2.54,1,3,2.54,0.00,0.14,0.36,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,03-10-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,03-10-2021,,1637203,0,27672,1637203,0,43676750,1558904,3634,0.22,4280.70,7,0.03,72.35,1197,0.08,4075.98,99681,1141992.02,50627,3.09,132.37,29111,59146,76.11,0.00,4158.71,10.87,295,551,0.77,1.44,42.00,0.11,0,0.00
59,British Columbia,Colombie-Britannique,04-10-2021,1,189680,0,1983,189680,0,3875045,181304,662,0.35,3637.34,10,0.50,38.03,2324,1.28,3476.72,15708,743085.31,6393,3.37,122.59,4900,10027,93.96,0.00,700.00,13.42,43,84,0.82,1.61,6.00,0.12,0,0.00
48,Alberta,Alberta,04-10-2021,1,303839,0,2752,303839,0,5561013,280413,1126,0.37,6838.79,21,0.76,61.94,3557,1.27,6311.52,14316,1251668.79,20674,6.80,465.33,10301,21648,231.85,0.00,1471.57,33.12,107,207,2.41,4.66,15.00,0.34,0,0.00
47,Saskatchewan,Saskatchewan,04-10-2021,1,69089,0,716,69089,0,1142434,63738,445,0.64,5855.77,5,0.70,60.69,523,0.82,5402.24,3254,968292.42,4635,6.71,392.85,3195,6472,270.80,0.00,456.43,38.69,44,75,3.73,6.36,6.00,0.53,0,0.00
46,Manitoba,Manitoba,04-10-2021,1,60943,0,1213,60943,0,1064105,58916,83,0.14,4404.14,2,0.16,87.66,211,0.36,4257.66,3092,768992.57,814,1.34,58.83,649,1184,46.90,0.00,92.71,6.70,4,8,0.29,0.58,1.00,0.04,0,0.00
35,Ontario,Ontario,04-10-2021,1,588612,0,9473,588612,0,18040647,573854,511,0.09,3970.06,2,0.02,63.89,488,0.09,3870.52,32220,1216802.32,5285,0.90,35.65,4071,8418,27.46,0.00,581.57,3.92,46,92,0.31,0.62,7.00,0.04,0,0.00
24,Quebec,Québec,04-10-2021,1,412364,0,11389,412364,0,11750556,395709,402,0.10,4792.43,6,0.05,132.36,2114,0.53,4598.86,22737,1365629.94,5266,1.28,61.20,3902,8660,45.35,0.00,557.43,6.48,33,63,0.38,0.73,5.00,0.05,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-10-2021,1,1819,0,10,1819,0,364130,1642,14,0.77,349.44,0,0.00,1.92,4,0.24,315.43,1235,699506.10,167,9.18,32.08,102,249,19.59,0.00,14.57,2.80,2,3,0.38,0.58,0.00,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,04-10-2021,1,4580,0,68,4580,0,481060,3744,75,1.64,580.32,2,2.94,8.62,65,1.74,474.39,2379,609534.67,768,16.77,97.31,644,1144,81.60,0.00,92.00,11.66,14,20,1.77,2.53,2.00,0.25,0,0.00
12,Nova Scotia,Nouvelle-Écosse,04-10-2021,1,6800,0,97,6800,0,1229582,6472,85,1.25,685.45,0,0.00,9.78,94,1.45,652.38,2888,1239429.27,231,3.40,23.28,231,433,23.28,0.00,33.00,3.33,1,3,0.10,0.30,0.00,0.01,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,04-10-2021,1,302,0,0,302,0,203786,292,0,0.00,183.79,0,0.00,0.00,1,0.34,177.70,409,1240192.80,10,3.31,6.09,7,18,4.26,0.00,1.00,0.61,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,04-10-2021,0,758,0,9,758,0,9129,726,0,0.00,1763.36,0,0.00,20.94,0,0.00,1688.92,0,212371.47,23,3.03,53.51,7,42,16.28,0.00,1.00,2.33,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,04-10-2021,0,1143,0,6,1143,0,32796,803,0,0.00,2511.87,0,0.00,13.19,0,0.00,1764.68,90,720727.85,334,29.22,734.00,225,394,494.46,0.00,32.14,70.64,4,5,8.79,10.99,1.00,1.26,0,0.00
62,Nunavut,Nunavut,04-10-2021,0,664,0,4,664,0,20842,659,0,0.00,1685.15,0,0.00,10.15,0,0.00,1672.46,47,528944.50,1,0.15,2.54,1,3,2.54,0.00,0.14,0.36,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,04-10-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,04-10-2021,,1640606,0,27720,1640606,0,43775201,1568285,3403,0.21,4289.60,48,0.17,72.48,9381,0.60,4100.51,98451,1144566.16,44601,2.72,116.62,28235,58692,73.82,0.00,4033.57,10.55,298,560,0.78,1.46,43.00,0.11,0,0.00
59,British Columbia,Colombie-Britannique,05-10-2021,1,190372,0,1983,190372,0,3887918,182045,692,0.36,3650.61,0,0.00,38.03,741,0.41,3490.93,12873,745553.86,6344,3.33,121.65,4940,10194,94.73,0.00,705.71,13.53,41,83,0.79,1.59,6.00,0.11,0,0.00
48,Alberta,Alberta,05-10-2021,1,304502,0,2778,304502,0,5571430,282268,663,0.22,6853.71,26,0.94,62.53,1855,0.66,6353.27,10417,1254013.44,19456,6.39,437.91,9718,20792,218.73,0.00,1388.29,31.25,115,204,2.59,4.59,16.00,0.37,0,0.00
47,Saskatchewan,Saskatchewan,05-10-2021,1,69331,0,726,69331,0,1144812,64220,242,0.35,5876.29,10,1.38,61.53,482,0.75,5443.09,2378,970307.94,4385,6.32,371.66,2988,6342,253.25,0.00,426.86,36.18,44,80,3.73,6.78,6.00,0.53,0,0.00
46,Manitoba,Manitoba,05-10-2021,1,61038,0,1213,61038,0,1066538,58980,95,0.16,4411.01,0,0.00,87.66,64,0.11,4262.28,2433,770750.81,845,1.38,61.07,705,1216,50.95,0.00,100.71,7.28,2,7,0.14,0.51,0.00,0.02,0,0.00
35,Ontario,Ontario,05-10-2021,1,589041,0,9476,589041,0,18064314,574550,429,0.07,3972.95,3,0.03,63.91,696,0.12,3875.21,23667,1218398.61,5015,0.85,33.83,4034,8273,27.21,0.00,576.29,3.89,38,88,0.26,0.59,5.00,0.04,0,0.00
24,Quebec,Québec,05-10-2021,1,412800,0,11397,412800,0,11773792,396380,436,0.11,4797.49,8,0.07,132.45,671,0.17,4606.66,23236,1368330.39,5023,1.22,58.38,3869,8509,44.96,0.00,552.71,6.42,35,62,0.41,0.72,5.00,0.06,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-10-2021,1,1824,0,10,1824,0,365097,1654,5,0.27,350.40,0,0.00,1.92,12,0.73,317.74,967,701363.74,160,8.77,30.74,93,238,17.87,0.00,13.29,2.55,2,3,0.38,0.58,0.00,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,05-10-2021,1,4670,0,69,4670,0,483295,3818,90,1.93,591.72,1,1.45,8.74,74,1.94,483.77,2235,612366.56,783,16.77,99.21,666,1169,84.39,0.00,95.14,12.06,13,21,1.65,2.66,2.00,0.24,0,0.00
12,Nova Scotia,Nouvelle-Écosse,05-10-2021,1,6839,0,97,6839,0,1233244,6494,39,0.57,689.38,0,0.00,9.78,22,0.34,654.60,3662,1243120.59,248,3.63,25.00,241,447,24.29,0.00,34.43,3.47,0,3,0.00,0.30,0.00,0.00,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,05-10-2021,1,303,0,0,303,0,204280,294,1,0.33,184.40,0,0.00,0.00,2,0.68,178.92,494,1243199.16,9,2.97,5.48,7,16,4.26,0.00,1.00,0.61,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,05-10-2021,1,783,0,10,783,0,9129,737,25,3.19,1821.52,1,10.00,23.26,11,1.49,1714.51,0,212371.47,36,4.60,83.75,29,58,67.46,0.00,4.14,9.64,1,1,2.33,2.33,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,05-10-2021,1,1240,0,6,1240,0,32891,900,97,7.82,2725.04,0,0.00,13.19,97,10.78,1977.85,95,722815.58,334,26.94,734.00,270,433,593.35,0.00,38.57,84.76,1,4,2.20,8.79,0.00,0.31,0,0.00
62,Nunavut,Nunavut,05-10-2021,1,664,0,4,664,0,20851,659,0,0.00,1685.15,0,0.00,10.15,0,0.00,1672.46,9,529172.91,1,0.15,2.54,1,1,2.54,0.00,0.14,0.36,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,05-10-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,05-10-2021,,1643420,0,27769,1643420,0,43857667,1573012,2814,0.17,4296.96,49,0.18,72.61,4727,0.30,4112.87,82466,1146722.35,42639,2.59,111.49,27561,57688,72.06,0.00,3937.29,10.29,292,556,0.76,1.45,42.00,0.11,0,0.00
59,British Columbia,Colombie-Britannique,06-10-2021,1,191124,0,1992,191124,0,3899136,182786,752,0.39,3665.03,9,0.45,38.20,741,0.41,3505.14,11218,747705.04,6346,3.32,121.69,4879,10187,93.56,0.00,697.00,13.37,39,82,0.75,1.57,6.00,0.11,0,0.00
48,Alberta,Alberta,06-10-2021,1,305765,0,2804,305765,0,5579448,284049,1263,0.41,6882.14,26,0.93,63.11,1781,0.63,6393.35,8018,1255818.13,18912,6.19,425.67,9299,20719,209.30,0.00,1328.43,29.90,107,210,2.41,4.73,15.00,0.34,0,0.00
47,Saskatchewan,Saskatchewan,06-10-2021,1,69807,0,733,69807,0,1148827,64763,476,0.68,5916.63,7,0.95,62.13,543,0.84,5489.12,4015,973710.93,4311,6.18,365.39,3070,6392,260.20,0.00,438.57,37.17,48,82,4.07,6.95,7.00,0.58,0,0.00
46,Manitoba,Manitoba,06-10-2021,1,61111,0,1214,61111,0,1068998,59054,73,0.12,4416.28,1,0.08,87.73,74,0.13,4267.63,2460,772528.57,843,1.38,60.92,668,1249,48.27,0.00,95.43,6.90,3,7,0.22,0.51,0.00,0.03,0,0.00
35,Ontario,Ontario,06-10-2021,1,589517,0,9490,589517,0,18089755,575167,476,0.08,3976.16,14,0.15,64.01,617,0.11,3879.38,25441,1220114.55,4860,0.82,32.78,4015,8286,27.08,0.00,573.57,3.87,45,95,0.30,0.64,6.00,0.04,0,0.00
24,Quebec,Québec,06-10-2021,1,413306,0,11400,413306,0,11801210,396867,506,0.12,4803.37,3,0.03,132.49,487,0.12,4612.32,27418,1371516.86,5039,1.22,58.56,3781,8332,43.94,0.00,540.14,6.28,31,60,0.36,0.70,4.00,0.05,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-10-2021,1,1833,0,10,1833,0,365963,1684,9,0.49,352.13,0,0.00,1.92,30,1.78,323.50,866,703027.36,139,7.58,26.70,86,224,16.52,0.00,12.29,2.36,2,3,0.38,0.58,0.00,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,06-10-2021,1,4741,0,70,4741,0,487016,3895,71,1.50,600.72,1,1.43,8.87,77,1.98,493.52,3721,617081.31,776,16.37,98.32,653,1164,82.74,0.00,93.29,11.82,13,21,1.65,2.66,2.00,0.24,0,0.00
12,Nova Scotia,Nouvelle-Écosse,06-10-2021,1,6864,0,98,6864,0,1236873,6512,25,0.36,691.90,1,1.02,9.88,18,0.28,656.42,3629,1246778.66,254,3.70,25.60,226,453,22.78,0.00,32.29,3.25,1,4,0.10,0.40,0.00,0.01,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,06-10-2021,0,303,0,0,303,0,204846,294,0,0.00,184.40,0,0.00,0.00,0,0.00,178.92,566,1246643.70,9,2.97,5.48,7,16,4.26,0.00,1.00,0.61,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,06-10-2021,0,783,0,10,783,0,9129,737,0,0.00,1821.52,0,0.00,23.26,0,0.00,1714.51,0,212371.47,36,4.60,83.75,29,58,67.46,0.00,4.14,9.64,1,1,2.33,2.33,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,06-10-2021,1,1305,0,6,1305,0,32973,925,65,4.98,2867.88,0,0.00,13.19,25,2.70,2032.79,82,724617.62,374,28.66,821.91,286,471,628.52,0.00,40.86,89.79,0,4,0.00,8.79,0.00,0.00,0,0.00
62,Nunavut,Nunavut,06-10-2021,0,664,0,4,664,0,20880,659,0,0.00,1685.15,0,0.00,10.15,0,0.00,1672.46,29,529908.89,1,0.15,2.54,0,1,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,06-10-2021,,13,0,0,13,0,76,13,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,06-10-2021,,1647136,0,27831,1647136,0,43945130,1577405,3716,0.23,4306.68,62,0.22,72.77,4393,0.28,4124.35,87463,1149009.20,41900,2.54,109.55,26999,57552,70.59,0.00,3857.00,10.08,290,569,0.76,1.49,41.00,0.11,0,0.00
59,British Columbia,Colombie-Britannique,07-10-2021,1,191748,0,1996,191748,0,3915021,183406,624,0.33,3676.99,4,0.20,38.28,620,0.34,3517.03,15885,750751.18,6346,3.31,121.69,4768,9950,91.43,0.00,681.14,13.06,34,81,0.65,1.55,5.00,0.09,0,0.00
48,Alberta,Alberta,07-10-2021,1,307019,0,2814,307019,0,5594848,285794,1254,0.41,6910.36,10,0.36,63.34,1745,0.61,6432.63,15400,1259284.35,18411,6.00,414.39,8847,20313,199.13,0.00,1263.86,28.45,97,203,2.18,4.57,14.00,0.31,0,0.00
47,Saskatchewan,Saskatchewan,07-10-2021,1,70457,0,737,70457,0,1154972,65156,650,0.92,5971.72,4,0.54,62.47,393,0.60,5522.42,6145,978919.25,4564,6.48,386.83,3118,6582,264.27,0.00,445.43,37.75,42,79,3.56,6.70,6.00,0.51,0,0.00
46,Manitoba,Manitoba,07-10-2021,1,61257,0,1215,61257,0,1072203,59174,146,0.24,4426.84,1,0.08,87.80,120,0.20,4276.30,3205,774844.72,868,1.42,62.73,714,1313,51.60,0.00,102.00,7.37,4,8,0.29,0.58,1.00,0.04,0,0.00
35,Ontario,Ontario,07-10-2021,1,590104,0,9495,590104,0,18129215,575753,587,0.10,3980.12,5,0.05,64.04,586,0.10,3883.33,39460,1222776.04,4856,0.82,32.75,3955,8196,26.68,0.00,565.00,3.81,42,93,0.28,0.63,6.00,0.04,0,0.00
24,Quebec,Québec,07-10-2021,1,413930,0,11405,413930,0,11834243,397404,624,0.15,4810.63,5,0.04,132.55,537,0.14,4618.56,33033,1375355.90,5121,1.24,59.52,3750,8202,43.58,0.00,535.71,6.23,34,58,0.40,0.67,5.00,0.06,0,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-10-2021,1,1840,0,10,1840,0,367153,1705,7,0.38,353.47,0,0.00,1.92,21,1.23,327.54,1190,705313.39,125,6.79,24.01,93,231,17.87,0.00,13.29,2.55,2,3,0.38,0.58,0.00,0.05,0,0.00
13,New Brunswick,Nouveau-Brunswick,07-10-2021,1,4857,0,70,4857,0,489894,3961,116,2.39,615.41,0,0.00,8.87,66,1.67,501.88,2878,620727.93,826,17.01,104.66,670,1228,84.89,0.00,95.71,12.13,11,21,1.39,2.66,2.00,0.20,0,0.00
12,Nova Scotia,Nouvelle-Écosse,07-10-2021,1,6893,0,98,6893,0,1241542,6548,29,0.42,694.82,0,0.00,9.88,36,0.55,660.04,4669,1251485.05,247,3.58,24.90,255,441,25.70,0.00,36.43,3.67,1,3,0.10,0.30,0.00,0.01,0,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,07-10-2021,1,306,0,0,306,0,205591,297,3,0.98,186.22,0,0.00,0.00,3,1.01,180.75,745,1251177.59,9,2.94,5.48,7,19,4.26,0.00,1.00,0.61,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,07-10-2021,1,788,0,10,788,0,9129,740,5,0.63,1833.15,0,0.00,23.26,3,0.41,1721.49,0,212371.47,38,4.82,88.40,33,50,76.77,0.00,4.71,10.97,1,1,2.33,2.33,0.00,0.33,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,07-10-2021,1,1360,0,6,1360,0,33073,936,55,4.04,2988.75,0,0.00,13.19,11,1.18,2056.96,100,726815.23,418,30.74,918.60,301,508,661.48,0.00,43.00,94.50,0,4,0.00,8.79,0.00,0.00,0,0.00
