pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,numtoday,percenttoday,ratetotal,numdeathstoday,percentdeath,ratedeaths,numrecoveredtoday,percentrecover,raterecovered,numteststoday,ratetests,numactive,percentactive,rateactive,numtotal_last7,numtotal_last14,ratetotal_last7,ratetotal_last14,avgtotal_last7,avgincidence_last7,numdeaths_last7,numdeaths_last14,ratedeaths_last7,ratedeaths_last14,avgdeaths_last7,avgratedeaths_last7,numtestedtoday,ratetested
35,Ontario,Ontario,31-01-2020,,3,0,0,3,0,0,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,31-01-2020,,1,0,0,1,0,0,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,31-01-2020,,4,0,0,4,0,0,0,0,0.00,0.01,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,08-02-2020,,3,0,0,3,0,0,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,08-02-2020,,4,0,0,4,0,63,0,3,75.00,0.08,0,0.00,0.00,0,0.00,0.00,63,12.08,0,0.00,0.00,3,3,0.06,0.00,0.43,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,08-02-2020,,7,0,0,7,0,63,0,3,42.86,0.02,0,0.00,0.00,0,0.00,0.00,63,1.65,0,0.00,0.00,3,3,0.01,0.00,0.43,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,16-02-2020,,3,0,0,3,0,0,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,16-02-2020,,5,0,0,5,0,109,0,1,20.00,0.10,0,0.00,0.00,0,0.00,0.00,46,20.90,0,0.00,0.00,4,4,0.08,0.00,0.57,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,16-02-2020,,8,0,0,8,0,109,0,1,12.50,0.02,0,0.00,0.00,0,0.00,0.00,46,2.85,0,0.00,0.00,4,4,0.01,0.00,0.57,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,21-02-2020,,3,0,0,3,0,0,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,21-02-2020,,6,0,0,6,0,166,0,1,16.67,0.12,0,0.00,0.00,0,0.00,0.00,57,31.83,0,0.00,0.00,5,5,0.10,0.00,0.71,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,21-02-2020,,9,0,0,9,0,166,0,1,11.11,0.02,0,0.00,0.00,0,0.00,0.00,57,4.34,0,0.00,0.00,5,5,0.01,0.00,0.71,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,24-02-2020,,4,0,0,4,0,0,0,1,25.00,0.03,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,1,1,0.01,0.00,0.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,24-02-2020,,6,0,0,6,0,212,0,0,0.00,0.12,0,0.00,0.00,0,0.00,0.00,46,40.65,0,0.00,0.00,5,5,0.10,0.00,0.71,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,24-02-2020,,10,0,0,10,0,212,0,1,10.00,0.03,0,0.00,0.00,0,0.00,0.00,46,5.54,0,0.00,0.00,6,6,0.02,0.00,0.86,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,25-02-2020,,4,0,0,4,0,0,0,0,0.00,0.03,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,1,1,0.01,0.00,0.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,25-02-2020,,7,0,0,7,0,230,0,1,14.29,0.13,0,0.00,0.00,0,0.00,0.00,18,44.11,0,0.00,0.00,6,6,0.12,0.00,0.86,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,25-02-2020,,11,0,0,11,0,230,0,1,9.09,0.03,0,0.00,0.00,0,0.00,0.00,18,6.01,0,0.00,0.00,7,7,0.02,0.00,1.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,26-02-2020,,5,0,0,5,0,0,0,1,20.00,0.03,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,2,2,0.01,0.00,0.29,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,26-02-2020,,7,0,0,7,0,292,0,0,0.00,0.13,0,0.00,0.00,0,0.00,0.00,62,55.99,0,0.00,0.00,6,6,0.12,0.00,0.86,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,26-02-2020,,12,0,0,12,0,292,0,1,8.33,0.03,0,0.00,0.00,0,0.00,0.00,62,7.63,0,0.00,0.00,8,8,0.02,0.00,1.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,27-02-2020,,6,0,0,6,0,0,0,1,16.67,0.04,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,3,3,0.02,0.00,0.43,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,27-02-2020,,7,0,0,7,0,369,0,0,0.00,0.13,0,0.00,0.00,0,0.00,0.00,77,70.76,0,0.00,0.00,6,6,0.12,0.00,0.86,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,27-02-2020,,13,0,0,13,0,369,0,1,7.69,0.03,0,0.00,0.00,0,0.00,0.00,77,9.65,0,0.00,0.00,9,9,0.02,0.00,1.29,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,29-02-2020,,8,0,0,8,0,0,0,2,25.00,0.05,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,5,5,0.03,0.00,0.71,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,29-02-2020,,7,0,0,7,0,510,0,0,0.00,0.13,0,0.00,0.00,0,0.00,0.00,141,97.80,0,0.00,0.00,3,6,0.06,0.00,0.43,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,29-02-2020,,15,0,0,15,0,510,0,2,13.33,0.04,0,0.00,0.00,0,0.00,0.00,141,13.33,0,0.00,0.00,8,11,0.02,0.00,1.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,01-03-2020,,15,0,0,15,0,0,0,7,46.67,0.10,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,12,12,0.08,0.00,1.71,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,01-03-2020,,8,0,0,8,0,616,0,1,12.50,0.15,0,0.00,0.00,0,0.00,0.00,106,118.13,0,0.00,0.00,3,7,0.06,0.00,0.43,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
24,Quebec,Québec,01-03-2020,,1,0,0,1,0,19,0,0,0.00,0.01,0,0.00,0.00,0,0.00,0.00,0,2.21,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,01-03-2020,,24,0,0,24,0,635,0,9,37.50,0.06,0,0.00,0.00,0,0.00,0.00,125,16.60,0,0.00,0.00,16,20,0.04,0.00,2.29,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,03-03-2020,,20,0,0,20,0,0,0,5,25.00,0.13,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,17,17,0.11,0.00,2.43,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,03-03-2020,,12,0,0,12,0,690,0,4,33.33,0.23,0,0.00,0.00,0,0.00,0.00,74,132.32,0,0.00,0.00,6,11,0.12,0.00,0.86,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
24,Quebec,Québec,03-03-2020,,1,0,0,1,0,43,0,0,0.00,0.01,0,0.00,0.00,0,0.00,0.00,24,5.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,03-03-2020,,33,0,0,33,0,733,0,9,27.27,0.09,0,0.00,0.00,0,0.00,0.00,98,19.17,0,0.00,0.00,24,29,0.06,0.00,3.43,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,05-03-2020,,22,0,0,22,0,0,0,2,9.09,0.15,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,18,19,0.12,0.00,2.57,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,05-03-2020,,21,0,0,21,0,1045,0,9,42.86,0.40,0,0.00,0.00,0,0.00,0.00,355,200.39,0,0.00,0.00,15,20,0.29,0.00,2.14,0.04,0,0,0.00,0.00,0.00,0.00,0,0.00
24,Quebec,Québec,05-03-2020,,2,0,0,2,0,54,0,1,50.00,0.02,0,0.00,0.00,0,0.00,0.00,11,6.28,0,0.00,0.00,1,1,0.01,0.00,0.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,05-03-2020,,45,0,0,45,0,1099,0,12,26.67,0.12,0,0.00,0.00,0,0.00,0.00,366,28.73,0,0.00,0.00,35,41,0.09,0.00,5.00,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,06-03-2020,,28,0,0,28,0,0,0,6,21.43,0.19,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,24,25,0.16,0.00,3.43,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,06-03-2020,,21,0,0,21,0,1313,0,0,0.00,0.40,0,0.00,0.00,0,0.00,0.00,268,251.78,0,0.00,0.00,14,20,0.27,0.00,2.00,0.04,0,0,0.00,0.00,0.00,0.00,0,0.00
24,Quebec,Québec,06-03-2020,,2,0,0,2,0,82,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,28,9.53,0,0.00,0.00,1,1,0.01,0.00,0.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,06-03-2020,,51,0,0,51,0,1395,0,6,11.76,0.13,0,0.00,0.00,0,0.00,0.00,296,36.47,0,0.00,0.00,40,47,0.10,0.00,5.71,0.01,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,07-03-2020,,28,0,0,28,0,0,0,0,0.00,0.19,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,23,25,0.16,0.00,3.29,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,07-03-2020,,27,0,0,27,0,1655,0,6,22.22,0.52,0,0.00,0.00,0,0.00,0.00,342,317.37,0,0.00,0.00,20,26,0.38,0.00,2.86,0.05,0,0,0.00,0.00,0.00,0.00,0,0.00
24,Quebec,Québec,07-03-2020,,2,0,0,2,0,112,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,30,13.02,0,0.00,0.00,1,1,0.01,0.00,0.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,07-03-2020,,57,0,0,57,0,1767,0,6,10.53,0.15,0,0.00,0.00,0,0.00,0.00,372,46.20,0,0.00,0.00,45,53,0.12,0.00,6.43,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,08-03-2020,,31,0,0,31,0,0,0,3,9.68,0.21,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,25,28,0.17,0.00,3.57,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,08-03-2020,,27,0,1,27,0,2478,0,0,0.00,0.52,1,100.00,0.02,0,0.00,0.00,823,475.19,0,0.00,0.00,20,26,0.38,0.00,2.86,0.05,1,1,0.02,0.02,0.00,0.00,0,0.00
24,Quebec,Québec,08-03-2020,,3,0,0,3,0,161,0,1,33.33,0.03,0,0.00,0.00,0,0.00,0.00,49,18.71,0,0.00,0.00,2,2,0.02,0.00,0.29,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
48,Alberta,Alberta,08-03-2020,,1,0,0,1,0,60,0,0,0.00,0.02,0,0.00,0.00,0,0.00,0.00,0,13.50,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,08-03-2020,,62,0,1,62,0,2699,0,5,8.06,0.16,1,100.00,0.00,0,0.00,0.00,932,70.57,0,0.00,0.00,49,58,0.13,0.00,7.00,0.02,1,1,0.00,0.00,0.00,0.00,0,0.00
35,Ontario,Ontario,09-03-2020,,34,0,0,34,0,0,0,3,8.82,0.23,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,26,31,0.18,0.00,3.71,0.03,0,0,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,09-03-2020,,32,0,1,32,0,2989,0,5,15.63,0.61,0,0.00,0.02,0,0.00,0.00,511,573.18,0,0.00,0.00,25,28,0.48,0.00,3.57,0.07,1,1,0.02,0.02,0.00,0.00,0,0.00
24,Quebec,Québec,09-03-2020,,4,0,0,4,0,201,0,1,25.00,0.05,0,0.00,0.00,0,0.00,0.00,40,23.36,0,0.00,0.00,3,3,0.03,0.00,0.43,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
48,Alberta,Alberta,09-03-2020,,7,0,0,7,0,341,0,6,85.71,0.16,0,0.00,0.00,0,0.00,0.00,281,76.75,0,0.00,0.00,6,6,0.14,0.00,0.86,0.02,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,09-03-2020,,77,0,1,77,0,3531,0,15,19.48,0.20,0,0.00,0.00,0,0.00,0.00,832,92.32,0,0.00,0.00,62,70,0.16,0.00,8.86,0.02,1,1,0.00,0.00,0.00,0.00,0,0.00
59,British Columbia,Colombie-Britannique,11-03-2020,,39,0,1,39,4373,3545,0,7,17.95,0.75,0,0.00,0.02,0,0.00,0.00,556,679.80,0,0.00,0.00,31,34,0.59,0.00,4.43,0.08,1,1,0.02,0.02,0.00,0.00,0,838.57
48,Alberta,Alberta,11-03-2020,,14,0,0,14,1969,984,0,7,50.00,0.32,0,0.00,0.00,0,0.00,0.00,643,221.48,0,0.00,0.00,13,13,0.29,0.00,1.86,0.04,0,0,0.00,0.00,0.00,0.00,0,443.18
47,Saskatchewan,Saskatchewan,11-03-2020,,0,0,0,0,204,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,172.90
46,Manitoba,Manitoba,11-03-2020,,0,0,0,0,352,13,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,9.39,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,254.38
35,Ontario,Ontario,11-03-2020,,42,0,0,42,3394,0,0,8,19.05,0.28,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,27,39,0.18,0.00,3.86,0.03,0,0,0.00,0.00,0.00,0.00,0,228.92
24,Quebec,Québec,11-03-2020,,7,0,0,7,556,266,0,3,42.86,0.08,0,0.00,0.00,0,0.00,0.00,65,30.91,0,0.00,0.00,6,6,0.07,0.00,0.86,0.01,0,0,0.00,0.00,0.00,0.00,0,64.62
13,New Brunswick,Nouveau-Brunswick,11-03-2020,,0,0,0,0,22,6,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,7.60,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,27.88
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-03-2020,,0,0,0,0,44,4,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,7.68,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,84.53
12,Nova Scotia,Nouvelle-Écosse,11-03-2020,,0,0,0,0,103,3,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,3.02,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,103.82
11,Prince Edward Island,Île-du-Prince-Édouard,11-03-2020,,0,0,0,0,6,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,36.51
61,Northwest Territories,Territoires du Nord-Ouest,11-03-2020,,0,0,0,0,0,2,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,43.95,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
62,Nunavut,Nunavut,11-03-2020,,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
60,Yukon,Yukon,11-03-2020,,0,0,0,0,0,23,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,535.06,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,11-03-2020,,1,0,0,1,29,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,11-03-2020,,103,0,1,103,11052,4846,0,26,25.24,0.27,0,0.00,0.00,0,0.00,0.00,1315,126.71,0,0.00,0.00,79,95,0.21,0.00,11.29,0.03,1,1,0.00,0.00,0.00,0.00,0,288.97
59,British Columbia,Colombie-Britannique,12-03-2020,,46,0,1,46,5195,4354,0,7,15.22,0.88,0,0.00,0.02,0,0.00,0.00,809,834.93,0,0.00,0.00,34,40,0.65,0.00,4.86,0.09,1,1,0.02,0.02,0.00,0.00,822,996.20
48,Alberta,Alberta,12-03-2020,,19,0,0,19,4109,1768,0,5,26.32,0.43,0,0.00,0.00,0,0.00,0.00,784,397.94,0,0.00,0.00,18,18,0.41,0.00,2.57,0.06,0,0,0.00,0.00,0.00,0.00,2140,924.85
47,Saskatchewan,Saskatchewan,12-03-2020,,0,1,0,1,285,0,0,1,100.00,0.08,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,1,1,0.08,0.00,0.14,0.01,0,0,0.00,0.00,0.00,0.00,81,241.56
46,Manitoba,Manitoba,12-03-2020,,0,1,0,1,352,117,0,1,100.00,0.07,0,0.00,0.00,0,0.00,0.00,104,84.55,0,0.00,0.00,1,1,0.07,0.00,0.14,0.01,0,0,0.00,0.00,0.00,0.00,0,254.38
35,Ontario,Ontario,12-03-2020,,59,0,0,59,4185,0,0,17,28.81,0.40,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,39,56,0.26,0.00,5.57,0.04,0,0,0.00,0.00,0.00,0.00,791,282.27
24,Quebec,Québec,12-03-2020,,13,0,0,13,740,397,0,6,46.15,0.15,0,0.00,0.00,0,0.00,0.00,131,46.14,0,0.00,0.00,12,12,0.14,0.00,1.71,0.02,0,0,0.00,0.00,0.00,0.00,184,86.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-03-2020,,0,0,0,0,52,27,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,23,51.87,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,8,99.89
13,New Brunswick,Nouveau-Brunswick,12-03-2020,,0,1,0,1,44,20,0,1,100.00,0.13,0,0.00,0.00,0,0.00,0.00,14,25.34,0,0.00,0.00,1,1,0.13,0.00,0.14,0.02,0,0,0.00,0.00,0.00,0.00,22,55.75
12,Nova Scotia,Nouvelle-Écosse,12-03-2020,,0,0,0,0,182,16,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,13,16.13,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,79,183.46
11,Prince Edward Island,Île-du-Prince-Édouard,12-03-2020,,0,0,0,0,6,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,36.51
60,Yukon,Yukon,12-03-2020,,0,0,0,0,0,34,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,11,790.96,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,12-03-2020,,0,0,0,0,34,5,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,3,109.88,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,34,747.19
62,Nunavut,Nunavut,12-03-2020,,0,0,0,0,1,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,1,25.38
99,Repatriated travellers,Voyageurs rapatriés,12-03-2020,,1,0,0,1,29,1,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,12-03-2020,,138,3,1,141,15214,6739,0,38,26.95,0.37,0,0.00,0.00,0,0.00,0.00,1893,176.20,0,0.00,0.00,108,132,0.28,0.00,15.43,0.04,1,1,0.00,0.00,0.00,0.00,4162,397.79
59,British Columbia,Colombie-Britannique,13-03-2020,,53,0,1,53,5195,5606,0,7,13.21,1.02,0,0.00,0.02,0,0.00,0.00,1252,1075.02,0,0.00,0.00,32,47,0.61,0.00,4.57,0.09,1,1,0.02,0.02,0.00,0.00,0,996.20
48,Alberta,Alberta,13-03-2020,,23,0,0,23,4109,3102,0,4,17.39,0.52,0,0.00,0.00,0,0.00,0.00,1334,698.20,0,0.00,0.00,22,22,0.50,0.00,3.14,0.07,0,0,0.00,0.00,0.00,0.00,0,924.85
47,Saskatchewan,Saskatchewan,13-03-2020,,0,1,0,1,285,0,0,0,0.00,0.08,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,1,1,0.08,0.00,0.14,0.01,0,0,0.00,0.00,0.00,0.00,0,241.56
46,Manitoba,Manitoba,13-03-2020,,1,2,0,3,352,312,0,2,66.67,0.22,0,0.00,0.00,0,0.00,0.00,195,225.47,0,0.00,0.00,3,3,0.22,0.00,0.43,0.03,0,0,0.00,0.00,0.00,0.00,0,254.38
35,Ontario,Ontario,13-03-2020,,79,0,0,79,4185,0,0,20,25.32,0.53,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,57,75,0.38,0.00,8.14,0.05,0,0,0.00,0.00,0.00,0.00,0,282.27
24,Quebec,Québec,13-03-2020,,17,0,0,17,740,613,0,4,23.53,0.20,0,0.00,0.00,0,0.00,0.00,216,71.24,0,0.00,0.00,15,16,0.17,0.00,2.14,0.02,0,0,0.00,0.00,0.00,0.00,0,86.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-03-2020,,0,0,0,0,52,78,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,51,149.84,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,99.89
13,New Brunswick,Nouveau-Brunswick,13-03-2020,,1,0,0,1,44,95,0,0,0.00,0.13,0,0.00,0.00,0,0.00,0.00,75,120.37,0,0.00,0.00,1,1,0.13,0.00,0.14,0.02,0,0,0.00,0.00,0.00,0.00,0,55.75
12,Nova Scotia,Nouvelle-Écosse,13-03-2020,,0,0,0,0,182,16,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,16.13,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,183.46
11,Prince Edward Island,Île-du-Prince-Édouard,13-03-2020,,0,0,0,0,6,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,36.51
60,Yukon,Yukon,13-03-2020,,0,0,0,0,0,36,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,2,837.48,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,13-03-2020,,0,0,0,0,34,24,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,19,527.43,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,747.19
62,Nunavut,Nunavut,13-03-2020,,0,0,0,0,1,0,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,25.38
99,Repatriated travellers,Voyageurs rapatriés,13-03-2020,,2,0,0,2,29,7,0,1,50.00,0.00,0,0.00,0.00,0,0.00,0.00,6,0.00,0,0.00,0.00,1,1,0.00,0.00,0.14,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00
1,Canada,Canada,13-03-2020,,176,3,1,179,15214,9889,0,38,21.23,0.47,0,0.00,0.00,0,0.00,0.00,3150,258.56,0,0.00,0.00,134,169,0.35,0.00,19.14,0.05,1,1,0.00,0.00,0.00,0.00,0,397.79
59,British Columbia,Colombie-Britannique,14-03-2020,,64,0,1,64,7033,6772,0,11,17.19,1.23,0,0.00,0.02,0,0.00,0.00,1166,1298.61,0,0.00,0.00,43,57,0.82,0.00,6.14,0.12,1,1,0.02,0.02,0.00,0.00,1838,1348.66
48,Alberta,Alberta,14-03-2020,,29,0,0,29,5247,4249,0,6,20.69,0.65,0,0.00,0.00,0,0.00,0.00,1147,956.36,0,0.00,0.00,28,28,0.63,0.00,4.00,0.09,0,0,0.00,0.00,0.00,0.00,1138,1180.99
47,Saskatchewan,Saskatchewan,14-03-2020,,0,2,0,2,349,0,0,1,50.00,0.17,0,0.00,0.00,0,0.00,0.00,0,0.00,0,0.00,0.00,2,2,0.17,0.00,0.29,0.02,0,0,0.00,0.00,0.00,0.00,64,295.80
46,Manitoba,Manitoba,14-03-2020,,1,3,0,4,837,612,0,1,25.00,0.29,0,0.00,0.00,0,0.00,0.00,300,442.27,0,0.00,0.00,4,4,0.29,0.00,0.57,0.04,0,0,0.00,0.00,0.00,0.00,485,604.87
